relativeGiantClusterSize,diameter,percentuale
1.0,0,0
1.0,0,11
1.0,0,22
1.0,0,33
1.0,0,44
1.0,0,55
1.0,0,66
1.0,0,77
0.986419753086,0,88
0.0,0,100
