,grado
0,0.0
1,0.0
2,3739.0
3,2155.0
4,1352.0
5,843.0
6,648.0
7,364.0
8,215.0
9,200.0
10,127.0
11,87.0
12,69.0
13,38.0
14,32.0
15,30.0
16,13.0
17,25.0
18,18.0
19,8.0
20,3.0
21,7.0
22,7.0
23,6.0
24,2.0
25,1.0
26,1.0
27,3.0
28,1.0
29,0.0
30,2.0
31,1.0
32,0.0
33,0.0
34,0.0
35,0.0
36,1.0
37,1.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,1.0
