,grado
0,0.0
1,0.0
2,3430.0
3,2152.0
4,1447.0
5,1001.0
6,650.0
7,440.0
8,291.0
9,189.0
10,129.0
11,83.0
12,68.0
13,39.0
14,23.0
15,18.0
16,9.0
17,9.0
18,3.0
19,8.0
20,2.0
21,0.0
22,2.0
23,3.0
24,1.0
25,1.0
26,1.0
27,1.0
