radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,208,10,48510,24312,,4.850787,45.070914,15737,114,1,1311660127,1453337571,-100
GSM,208,10,10803,22629,,4.87232,44.895745,14638,284,1,1311660650,1453336658,-88
GSM,208,10,10803,45113,,4.870131,44.886792,22934,561,1,1311660787,1453336658,-88
GSM,262,1,18699,10612,,6.986443,51.200134,19077,5092,1,1311667863,1453336938,-51
GSM,262,3,196,24736,,7.297491,50.515251,55251,1062,1,1311669050,1453334436,-78
GSM,262,1,14085,8490,,13.088728,52.320131,46161,1643,1,1311672177,1453337051,-61
GSM,262,1,38686,62347,,6.988092,50.904738,70036,6901,1,1311674784,1453335002,-51
GSM,262,2,285,17912,,7.171532,51.481619,82975,18616,1,1311676233,1453335350,-57
GSM,262,2,663,21431,,7.494344,50.38008,116067,81719,1,1311682893,1453337441,-72
GSM,262,2,285,231,,7.13539,51.480098,29923,6499,1,1311683544,1453336131,-77
GSM,262,2,663,21463,,7.497993,50.429856,50185,6704,1,1311686290,1453336005,-85
GSM,262,3,773,61323,,13.732096,51.053002,14232,12478,1,1311686680,1453337960,-75
GSM,262,3,256,17416,,7.060536,51.20522,27543,4855,1,1311692930,1453337051,-81
GSM,262,3,696,60466,,7.093721,50.889223,70521,10344,1,1311693579,1453336919,-79
GSM,208,10,3801,15734,,6.679038,49.139621,24630,1078,1,1311696195,1453336453,-90
GSM,262,1,17743,8472,,8.508334,49.199764,49668,4057,1,1311696704,1453335746,-51
GSM,208,20,212,58513,,6.705182,49.167655,59456,473,1,1311696972,1453336273,-89
GSM,208,20,212,13851,,6.708158,49.146594,61272,432,1,1311696972,1453336273,-77
GSM,262,3,162,24319,,9.681182,52.804754,89123,38197,1,1311698404,1453334951,-86
GSM,262,3,582,35672,,9.876366,52.357961,115129,66007,1,1311716268,1453337830,-73
GSM,262,3,582,1162,,9.876591,52.356387,124562,52903,1,1311716268,1453337626,-76
GSM,262,3,582,51899,,9.876478,52.356405,161609,42496,1,1311716268,1453337182,-86
GSM,262,1,14082,37386,,12.600361,52.087707,163202,6859,1,1311737794,1453337051,-65
GSM,262,1,14093,38553,,13.6029,52.31915,61246,1131,0,1311739227,1453337830,-61
GSM,262,1,14082,64097,,12.392003,52.098041,90693,9322,1,1311740400,1453337312,-66
GSM,262,2,450,3352,,9.693099,54.706755,57184,5377,1,1311743684,1453337960,-99
GSM,262,2,450,3353,,9.614596,54.70507,142245,8039,1,1311744078,1453337441,-90
GSM,262,2,450,32632,,9.573848,54.739107,22695,3426,1,1311744209,1453336526,-70
GSM,262,1,17743,20543,,8.516911,49.321976,64861,18727,1,1311745904,1453336924,-51
GSM,262,1,17743,41285,,8.489451,49.305869,30224,5429,1,1311745904,1453336664,-69
GSM,262,1,17743,20544,,8.495664,49.3281,102082,36198,1,1311745904,1453337705,-51
GSM,262,1,17738,25703,,8.453252,49.305532,47434,54048,1,1311746558,1453337965,-51
GSM,262,3,688,61198,,8.368879,49.325525,39609,2192,1,1311746558,1453335746,-77
GSM,262,3,688,48203,,8.471065,49.295894,43728,67752,1,1311746558,1453337965,-77
GSM,262,1,38716,15970,,7.503818,50.445209,98978,14798,1,1311750490,1453337182,-54
GSM,262,2,567,7170,,9.629877,51.371923,36726,23626,1,1311751687,1453335480,-89
GSM,262,3,145,22185,,9.902564,51.573156,65544,7669,1,1311752864,1453335872,-79
GSM,262,1,38717,13193,,7.498604,50.386867,124045,32258,1,1311757336,1453336005,-51
GSM,262,7,40301,19860,,7.500019,50.445316,25672,2232,1,1311757336,1453334832,-82
GSM,262,3,688,64548,,8.470852,49.295934,109054,67971,1,1311757727,1453337835,-75
GSM,262,2,563,3082,,9.892372,51.333145,31006,5264,1,1311758011,1453335486,-80
GSM,262,2,563,13212,,9.869982,51.34241,27474,6501,1,1311758011,1453335486,-59
GSM,262,3,4816,58850,,6.481946,51.270667,58852,2684,1,1311762071,1453335094,-80
GSM,262,7,40301,57042,,7.503711,50.446713,17643,36215,1,1311762586,1453336005,-60
GSM,262,2,285,17902,,7.135353,51.482681,42276,2983,1,1311764824,1453335993,-89
GSM,262,2,663,21871,,7.526745,50.454545,27931,2958,1,1311765742,1453334572,-86
GSM,262,1,18509,25875,,11.647477,52.199164,148974,2470,1,1311767043,1453335480,-60
GSM,262,1,38716,62830,,7.493068,50.447605,13659,12134,1,1311768776,1453335224,-51
GSM,262,1,38716,62828,,7.503419,50.445365,59519,24917,1,1311768776,1453337881,-51
GSM,262,7,40301,17044,,7.496817,50.456564,111792,2574,1,1311768776,1453336005,-84
GSM,262,3,85,62275,,7.503443,50.445963,33325,46091,1,1311768776,1453335746,-82
GSM,262,2,285,6613,,7.179914,51.504383,11942,1721,1,1311770915,1453337182,-86
GSM,262,3,398,23918,,8.193097,49.248596,51028,1523,1,1311771036,1453335746,-93
GSM,262,7,50942,59197,,8.5062,49.25229,58769,6230,0,1311771036,1453337835,-80
GSM,262,2,663,17481,,7.552915,50.433147,101790,8320,1,1311772615,1453335617,-81
GSM,262,2,52,23289,,7.154993,51.546744,26478,3287,1,1311777995,1453335350,-81
GSM,262,2,276,17261,,7.100425,51.490954,51557,7062,1,1311778248,1453337960,-80
GSM,262,2,861,20521,,12.68811,49.184531,31356,26429,1,1311781944,1453335140,-85
GSM,262,2,861,34433,,12.662554,49.209391,99468,122892,1,1311781944,1453334957,-64
GSM,262,2,861,4561,,12.675985,49.215384,64324,98328,1,1311781944,1453334827,-67
GSM,262,2,861,9781,,12.672378,49.210449,63724,99360,1,1311781944,1453335350,-66
GSM,262,2,861,47171,,12.667827,49.215124,63965,88150,1,1311781944,1453334957,-67
GSM,262,2,861,4562,,12.660908,49.208678,99325,123944,1,1311781944,1453335872,-63
GSM,262,2,861,47172,,12.678344,49.202699,63269,29771,1,1311781944,1453335350,-59
GSM,262,2,861,20523,,12.637529,49.193024,33627,27679,1,1311781944,1453335611,-75
GSM,262,2,861,20522,,12.64887,49.133305,61274,16112,1,1311782074,1453335407,-86
GSM,262,2,861,47173,,12.660512,49.204727,96428,53187,1,1311782074,1453334781,-56
GSM,262,2,642,13361,,9.098837,49.966642,35003,41395,1,1311782204,1453337701,-76
GSM,262,2,861,4731,,12.638767,49.052546,35657,11171,1,1311782205,1453336395,-94
GSM,262,7,40301,37041,,7.501756,50.442978,115670,16020,1,1311782326,1453335617,-75
GSM,262,1,38717,7871,,7.502378,50.442808,21634,4394,1,1311782456,1453334572,-76
GSM,262,1,38717,62463,,7.511093,50.440431,18151,2029,1,1311782456,1453335224,-56
GSM,262,7,40301,57070,,7.504524,50.445515,115329,18389,1,1311782456,1453336005,-76
GSM,262,1,5667,54864,,7.66182,51.560399,82757,1534,1,1311782848,1453336664,-67
GSM,262,2,842,29073,,12.648264,48.907805,57414,10338,1,1311782858,1453336919,-85
GSM,262,2,842,19962,,12.63524,48.872244,41590,17032,1,1311782988,1453337182,-62
GSM,262,2,842,2712,,12.599741,48.84678,54490,11564,1,1311783118,1453337182,-85
GSM,262,2,842,24712,,12.671929,48.846612,95975,13101,1,1311783384,1453337292,-72
GSM,262,2,842,2732,,12.749738,48.850394,64385,6849,1,1311783384,1453337441,-78
GSM,262,2,842,8153,,12.666113,48.698597,62375,28815,1,1311783645,1453337915,-60
GSM,262,2,842,8151,,12.701545,48.711755,87583,23902,1,1311783645,1453337960,-61
GSM,262,2,530,632,,7.168363,51.943887,92819,14166,1,1311783645,1453334697,-71
GSM,262,2,842,41123,,12.554309,48.667431,59865,17603,1,1311783774,1453337960,-84
GSM,262,2,842,21382,,12.70789,48.718405,87519,15605,1,1311783774,1453337960,-58
GSM,262,2,530,32633,,7.158324,51.92775,79960,9321,1,1311783904,1453334697,-57
GSM,262,1,14115,33100,,13.199254,52.428464,117129,4491,1,1311788440,1453336926,-51
GSM,262,1,38716,10993,,7.503146,50.445555,16193,11701,1,1311791262,1453337182,-51
GSM,262,3,10795,21485,,8.880271,50.006191,29787,4069,1,1311792557,1453334958,-68
GSM,262,7,10429,44381,,9.848432,51.349715,12295,2624,1,1311827056,1453335486,-65
GSM,262,7,40301,37261,,7.507921,50.442929,94620,3346,1,1311831847,1453335746,-82
GSM,262,2,512,4621,,9.580803,52.0947,26016,3128,1,1311832781,1453335872,-86
GSM,262,7,30610,40145,,6.502268,51.266313,36416,3095,1,1311833432,1453335094,-73
GSM,262,2,301,17272,,13.198143,52.844659,67275,9502,1,1311838210,1453337876,-75
GSM,262,2,285,3972,,7.186033,51.512516,93799,3194,1,1311844873,1453335612,-89
GSM,262,3,256,46436,,7.076778,51.176986,74354,6575,1,1311845259,1453336526,-80
GSM,262,2,285,233,,7.124205,51.489624,40708,10134,1,1311849095,1453337441,-67
GSM,262,3,256,25930,,7.077476,51.198963,42147,10710,1,1311853980,1453337051,-84
GSM,262,7,30610,135,,6.703218,51.167834,116984,4381,1,1311853980,1453336323,-70
GSM,262,2,685,10811,,7.125937,49.271707,30804,5232,1,1311859021,1453337960,-65
GSM,262,2,404,15203,,9.36584,53.575858,31247,12352,1,1311862476,1453335087,-91
GSM,262,1,5667,11216,,7.875296,51.529216,123773,3241,1,1311864717,1453336532,-51
GSM,262,7,40204,27181,,8.468279,50.117056,91030,81036,1,1311864717,1453337960,-86
GSM,262,1,5667,40458,,7.68255,51.561468,71023,1165,1,1311870401,1453336664,-72
GSM,262,2,530,16841,,7.150134,51.926782,81003,2323,1,1311870417,1453334697,-85
GSM,262,1,18511,11031,,12.17882,52.105502,136982,8341,1,1311872631,1453337571,-87
GSM,262,7,30541,30153,,8.615826,52.002989,111920,7477,1,1311903965,1453337182,-72
GSM,262,1,5667,46772,,7.666677,51.550913,57903,623,1,1311915097,1453336664,-80
GSM,262,1,5667,32220,,7.672523,51.569587,84012,3099,1,1311915097,1453336664,-51
GSM,262,1,5667,46880,,7.683643,51.576188,22497,585,1,1311915097,1453336664,-78
GSM,262,3,6756,48526,,6.997464,51.04519,32376,76784,1,1311923726,1453337830,-56
GSM,262,3,6756,30366,,6.996542,51.051755,42999,81676,1,1311923726,1453336001,-68
GSM,262,3,6756,26700,,6.997607,51.041267,32371,113188,1,1311923726,1453337830,-58
GSM,262,1,14082,64096,,12.459519,52.116795,135547,10181,1,1311926239,1453337312,-65
GSM,262,1,14082,11057,,12.597863,52.135604,166118,7201,1,1311926239,1453336395,-74
GSM,262,2,285,17901,,7.163313,51.501537,57719,1066,1,1311929690,1453337182,-95
GSM,262,1,22273,37107,,9.758878,52.412221,133840,430,1,1311937616,1453335094,-71
GSM,262,1,22273,26001,,9.741445,52.388375,135067,420,1,1311947632,1453335617,-73
GSM,262,1,22273,37109,,9.749381,52.390878,133876,380,1,1311947632,1453334963,-75
GSM,262,7,10401,24012,,9.740959,52.382891,18142,855,1,1311947632,1453335617,-68
GSM,262,7,40301,17046,,7.494235,50.455197,14211,2634,1,1311948417,1453336005,-80
GSM,262,1,38716,45966,,7.49784,50.445262,86790,10372,1,1311948417,1453337182,-51
GSM,262,7,40301,57041,,7.503388,50.445577,95343,23255,1,1311948417,1453336005,-76
GSM,262,7,40301,19858,,7.503727,50.445543,16223,34680,1,1311956806,1453336005,-63
GSM,262,1,5667,13378,,7.775904,51.526721,64325,3529,1,1311957335,1453336532,-51
GSM,262,1,14082,10934,,12.713329,52.149027,117639,4517,1,1311963854,1453335742,-75
GSM,262,7,50959,19975,,8.775437,48.496614,54587,1861,1,1312011404,1453337701,-83
GSM,262,1,20998,40732,,8.770973,48.489812,29594,11644,1,1312011404,1453336130,-92
GSM,262,7,50832,48328,,12.188682,48.962316,89164,3211,1,1312023243,1453335746,-71
GSM,262,3,907,24297,,12.144625,49.001141,87343,38223,1,1312023243,1453336924,-66
GSM,262,3,907,8527,,12.145815,49.001179,87418,68751,1,1312023243,1453337188,-61
GSM,262,2,861,1811,,12.093131,49.215048,115260,18692,1,1312027055,1453336261,-73
GSM,262,2,861,1751,,12.090828,49.361713,90324,17688,1,1312027314,1453337312,-78
GSM,262,2,861,31412,,12.117721,49.240526,125032,6865,1,1312027314,1453336395,-59
GSM,262,2,861,26332,,12.104784,49.3056,62158,12995,1,1312027444,1453336001,-70
GSM,262,2,861,31411,,12.137635,49.284864,99728,8771,1,1312027574,1453336268,-51
GSM,262,2,861,1792,,12.146321,49.275965,110971,14865,1,1312027704,1453336395,-67
GSM,262,2,861,7552,,12.117018,49.28922,107551,14005,1,1312027704,1453336395,-75
GSM,262,2,861,1793,,12.138752,49.332729,71786,16430,1,1312027834,1453336720,-71
GSM,262,2,861,7551,,12.118078,49.324248,57470,16385,1,1312027834,1453336261,-63
GSM,262,2,861,35421,,12.117185,49.319903,57285,11331,1,1312027834,1453336919,-66
GSM,262,2,861,35602,,12.173873,49.403267,54129,8496,1,1312027964,1453337132,-58
GSM,262,2,861,1791,,12.199135,49.326617,58139,6491,1,1312027964,1453336919,-91
GSM,262,2,861,20351,,12.142114,49.375168,41099,7953,1,1312028224,1453336919,-61
GSM,262,2,861,19572,,12.184857,49.468666,43188,4015,1,1312028354,1453337312,-52
GSM,262,2,861,2451,,12.15877,49.530766,113960,6934,1,1312028484,1453337830,-63
GSM,262,2,861,19573,,12.17358,49.483565,61801,3498,1,1312028614,1453337830,-74
GSM,262,2,861,27593,,12.158312,49.524391,59273,5503,1,1312028873,1453337830,-72
GSM,262,2,861,47101,,12.038781,49.563976,86749,4660,1,1312028873,1453337830,-81
GSM,262,2,861,9391,,12.108189,49.609126,44890,1984,1,1312029004,1453337830,-89
GSM,262,2,861,47102,,12.198902,49.465792,94951,4754,1,1312029133,1453337312,-93
GSM,262,2,861,2452,,12.131364,49.545008,82666,5667,1,1312029263,1453337637,-59
GSM,262,1,17502,1512,,12.170762,49.000494,87598,9640,1,1312101643,1453335746,-51
GSM,262,3,907,42087,,12.145931,49.000523,87384,68950,1,1312101643,1453337188,-64
GSM,262,1,17504,17577,,12.123351,48.997001,50737,16452,1,1312101643,1453337960,-54
GSM,262,1,14085,24948,,13.050589,52.302661,165343,6524,1,1312172533,1453337051,-51
GSM,262,1,22273,41200,,9.746446,52.40333,140574,448,1,1312175200,1453334963,-79
GSM,262,3,502,33352,,9.753872,52.397178,134150,1085,1,1312183075,1453335094,-75
GSM,262,1,35106,19575,,13.032597,51.773841,89017,6206,1,1312186015,1453337182,-66
GSM,262,1,18509,16151,,11.635632,52.191686,189202,5808,1,1312190823,1453335480,-51
GSM,262,3,506,20410,,6.684177,51.185676,114626,4105,1,1312193580,1453336323,-73
GSM,262,3,463,10533,,13.280643,52.335871,98189,10217,1,1312194982,1453334442,-69
GSM,262,1,5127,46241,,13.270959,52.494757,52607,4496,1,1312213254,1453337051,-51
GSM,262,1,5127,8678,,13.279705,52.498904,121135,3295,1,1312213254,1453337051,-51
GSM,262,7,40301,37042,,7.501649,50.443918,86710,19265,1,1312215584,1453336005,-74
GSM,262,3,145,36595,,9.837242,51.434225,59867,11949,1,1312215585,1453337571,-87
GSM,262,3,145,58995,,9.822945,51.423043,58468,5913,1,1312215585,1453337571,-96
GSM,262,2,566,2451,,9.763979,50.914047,136639,33372,1,1312220343,1453335209,-82
GSM,262,3,582,38082,,9.904582,52.359011,143671,2667,1,1312224236,1453337576,-81
GSM,262,1,22273,35800,,9.877433,52.387639,154793,807,1,1312224236,1453336664,-69
GSM,262,1,22273,36527,,9.901526,52.3846,114106,1554,1,1312224236,1453337576,-70
GSM,262,3,582,38072,,9.877203,52.357396,126842,66909,1,1312224236,1453337830,-77
GSM,262,3,773,62603,,13.83161,51.054109,24538,3658,1,1312279092,1453337051,-96
GSM,262,2,642,5062,,9.098794,49.966638,48787,66699,1,1312279974,1453337572,-96
GSM,262,1,14093,3463,,13.94554,52.31238,129822,2321,0,1312288814,1453336658,-51
GSM,262,3,907,8267,,12.172875,48.99761,74444,3699,1,1312288816,1453336532,-72
GSM,262,2,52,14898,,7.20386,51.534985,48522,2336,1,1312296084,1453335480,-88
GSM,262,1,18716,10445,,6.584247,51.314511,100282,2907,1,1312296206,1453337056,-51
GSM,262,7,10107,28423,,10.609457,53.841626,121743,2000,1,1312303181,1453335354,-72
GSM,262,3,502,1219,,9.762719,52.40976,134064,311,1,1312306379,1453335094,-83
GSM,262,3,582,1302,,9.878764,52.398359,119821,680,1,1312345208,1453336664,-86
GSM,262,7,40301,39862,,7.518286,50.456081,95728,33703,0,1312346942,1453336005,-66
GSM,262,3,773,61113,,13.744698,51.067801,13833,8345,1,1312350684,1453337701,-73
GSM,262,7,30545,23184,,8.632215,52.099782,144974,491,0,1312351309,1453334702,-75
GSM,262,3,773,39373,,13.912006,51.050534,32184,1328,1,1312354192,1453335350,-95
GSM,262,2,285,6572,,7.128502,51.488515,97563,6450,1,1312356433,1453336131,-82
GSM,262,1,5182,27699,,13.058597,53.331551,95885,16175,1,1312358173,1453337099,-54
GSM,262,1,20998,8489,,8.770811,48.486985,37013,38878,1,1312366147,1453336007,-64
GSM,262,1,14082,30438,,12.985023,52.045032,80561,1781,1,1312368009,1453336933,-84
GSM,262,7,20254,25526,,12.259013,52.034688,136992,2205,1,1312373076,1453335224,-68
GSM,262,1,14082,10975,,12.612231,52.119246,153668,14905,1,1312385355,1453336395,-68
GSM,262,1,14082,10952,,12.605573,52.14138,84067,12053,1,1312385355,1453336395,-61
GSM,262,3,145,59235,,9.97646,51.733728,94663,12562,1,1312387746,1453337960,-90
GSM,262,3,145,51885,,9.965898,51.726704,94319,13413,1,1312387746,1453337960,-84
GSM,262,7,20254,13361,,12.259752,52.021214,37873,2385,1,1312434451,1453335224,-84
GSM,262,1,18511,15731,,12.264486,52.068646,108812,15831,1,1312434451,1453337830,-77
GSM,262,7,50959,21091,,8.766538,48.47692,48079,3106,1,1312441777,1453337701,-89
GSM,262,3,766,6136,,7.354145,51.533442,27888,115,1,1312457359,1453337182,-95
GSM,262,2,563,13211,,9.854029,51.349494,31078,5245,1,1312457730,1453335486,-51
GSM,262,7,10429,4380,,9.852657,51.346162,9099,2102,1,1312458470,1453335486,-67
GSM,262,3,463,51143,,13.254564,52.321021,93153,2115,1,1312459214,1453334442,-53
GSM,262,7,10429,4382,,9.866033,51.34397,10283,1389,1,1312461807,1453335486,-62
GSM,262,7,50959,39975,,8.76648,48.477668,24488,3237,1,1312466746,1453337701,-86
GSM,262,7,10107,41427,,10.637835,53.88222,106435,240,1,1312493935,1453337965,-86
GSM,262,2,842,32002,,12.203107,48.992767,65109,10745,1,1312516201,1453336532,-72
GSM,262,2,842,24713,,12.664512,48.810955,75428,5658,1,1312517688,1453337441,-73
GSM,262,2,642,22833,,9.098241,49.965399,40052,4209,1,1312520294,1453336130,-94
GSM,262,1,21054,57920,,8.773988,48.489615,46446,25085,1,1312529111,1453335611,-64
GSM,262,3,506,236,,6.671571,51.17736,17380,1955,1,1312533575,1453336323,-78
GSM,262,1,18713,10792,,6.680847,51.177288,40439,7069,1,1312533575,1453336323,-52
GSM,262,1,18713,10799,,6.671935,51.165587,84287,209,1,1312533575,1453336323,-85
GSM,262,3,506,66,,6.703404,51.17285,58582,1182,1,1312533575,1453336323,-81
GSM,262,1,18713,43791,,6.694059,51.1722,85446,497,1,1312533575,1453336323,-86
GSM,262,3,506,216,,6.679125,51.169144,108411,6524,1,1312533575,1453336323,-86
GSM,262,7,20228,42079,,13.401077,52.472125,74654,2763,1,1312540264,1453336131,-65
GSM,262,1,18511,23468,,11.9472,52.158149,92329,7349,1,1312545593,1453337051,-78
GSM,262,1,17473,14133,,11.193871,49.380264,114139,21664,1,1312551115,1453337960,-51
GSM,262,3,786,49216,,7.10844,51.817089,34565,3242,1,1312778158,1453334511,-88
GSM,262,2,276,10261,,7.107573,51.503269,36886,12557,1,1312815333,1453337441,-53
GSM,262,2,563,553,,9.635869,51.372193,153783,54230,1,1312817711,1453336813,-58
GSM,262,2,276,23472,,7.092938,51.495741,44197,2379,1,1312868788,1453337960,-81
GSM,262,3,582,1132,,9.75336,52.401709,36997,597,1,1312875471,1453334963,-80
GSM,262,1,14085,30318,,13.054995,52.304128,150511,1734,1,1312880287,1453337051,-67
GSM,262,2,360,17841,,11.258775,50.962262,50637,30043,1,1312887475,1453337441,-84
GSM,262,2,563,4142,,9.516867,51.39799,52564,2137,1,1312899907,1453337051,-96
GSM,262,1,14082,30437,,12.948895,51.949707,154958,6774,1,1312963610,1453337182,-77
GSM,262,3,4417,55787,,11.591714,49.920932,42135,2150,1,1312965972,1453335354,-73
GSM,262,2,409,9643,,10.541566,53.535502,127700,122816,1,1312979263,1453337830,-59
GSM,262,3,425,28335,,9.586024,50.862927,44751,8890,1,1312983101,1453334827,-81
GSM,262,7,30547,15016,,6.275598,51.837847,104215,3220,1,1312985231,1453337705,-59
GSM,262,7,30547,15017,,6.264688,51.835906,58752,2219,1,1312985231,1453337316,-72
GSM,262,3,166,48750,,6.290014,51.830521,85794,5610,1,1312985501,1453337705,-55
GSM,262,1,18729,35157,,6.276689,51.841999,162340,2730,1,1312985501,1453337705,-53
GSM,262,3,166,48830,,6.283601,51.832075,36913,4373,1,1312985501,1453337705,-60
GSM,262,1,18729,58662,,6.290807,51.841987,329653,4520,1,1312985501,1453337705,-52
GSM,262,7,30547,15015,,6.277807,51.833518,85006,3799,1,1312985939,1453337705,-51
GSM,262,3,907,21827,,12.113057,49.035537,61112,1498,1,1312992396,1453336664,-76
GSM,262,3,907,55267,,12.127117,49.021451,76188,789,1,1312992396,1453336664,-83
GSM,262,3,145,57471,,9.892416,51.559671,25029,5444,1,1312994444,1453336131,-84
GSM,262,7,50959,19351,,8.75763,48.476173,16030,735,1,1313039848,1453335611,-93
GSM,262,7,50959,1135,,8.7595,48.484159,49049,459,1,1313039848,1453336566,-86
GSM,262,2,666,22072,,8.869733,49.98573,16269,80861,1,1313072186,1453337700,-69
GSM,262,2,666,22092,,8.869352,49.985419,21611,119325,1,1313072309,1453337700,-73
GSM,262,2,666,16012,,8.869282,49.985332,20874,117322,1,1313143059,1453337470,-62
GSM,262,2,666,16011,,8.869591,49.985699,25784,124395,1,1313143185,1453337700,-67
GSM,262,1,14371,773,,6.821672,51.32456,35308,505,1,1313143945,1453337965,-81
GSM,262,1,22273,45348,,9.963921,52.375072,129865,576,1,1313146319,1453337576,-71
GSM,262,1,14085,29566,,13.020859,52.297595,124991,2114,1,1313382718,1453337051,-67
GSM,262,7,30646,46339,,6.947898,50.916264,87544,1489,1,1313387820,1453335002,-60
GSM,262,7,20228,45214,,13.408313,52.467332,148139,1978,1,1313407746,1453336131,-78
GSM,262,2,276,17872,,7.102456,51.502918,52704,10608,1,1313422642,1453337960,-51
GSM,262,1,14082,10976,,12.553962,52.133017,154787,12649,1,1313479115,1453337051,-72
GSM,262,1,18716,43662,,6.578028,51.319027,78365,1387,1,1313481486,1453337316,-57
GSM,262,3,196,64960,,7.233333,50.573333,102750,2117,0,1313484977,1453335087,-79
GSM,262,1,38688,31784,,7.006272,51.044751,46734,18079,1,1313486221,1453337182,-51
GSM,262,7,30541,55278,,8.637435,52.030541,114643,2731,1,1313491190,1453336131,-67
GSM,262,3,6756,26780,,7.026075,51.033563,113488,37835,1,1313491439,1453337830,-61
GSM,262,2,567,19071,,9.61242,51.368908,67006,5511,1,1313513726,1453336261,-90
GSM,262,2,642,22822,,9.103452,49.970883,45426,2359,1,1313518742,1453336130,-77
GSM,262,2,642,14513,,9.098865,49.966841,48564,51441,1,1313518742,1453337701,-76
GSM,262,2,642,10543,,9.100132,49.966694,46089,19456,1,1313518864,1453337571,-61
GSM,262,2,685,20381,,7.020283,49.21668,20786,2861,1,1313529231,1453337192,-60
GSM,262,2,685,20382,,7.014537,49.217853,12190,1513,1,1313529231,1453337312,-76
GSM,262,2,685,6133,,6.999129,49.224451,45477,4685,1,1313529352,1453337182,-77
GSM,262,3,773,39283,,13.767642,51.064769,8020,2828,1,1313557010,1453337441,-83
GSM,262,3,773,61723,,13.756178,51.057456,12118,3747,1,1313557010,1453337441,-81
GSM,262,3,773,61733,,13.758938,51.063827,19803,3830,1,1313557010,1453337252,-80
GSM,262,3,773,62223,,13.774112,51.062233,103965,6811,1,1313557382,1453337441,-75
GSM,262,1,18467,45217,,12.462716,51.954441,86727,5083,1,1313560617,1453337051,-51
GSM,262,3,773,47073,,13.784005,51.058927,104745,3997,1,1313564486,1453337441,-79
GSM,262,3,773,55893,,13.770517,51.057981,7462,2850,1,1313564486,1453337441,-85
GSM,262,7,41152,33836,,8.463947,49.306246,24585,5700,1,1313583574,1453337705,-66
GSM,262,1,17738,3546,,8.474095,49.315383,102403,33454,1,1313583574,1453337835,-52
GSM,262,1,17738,25710,,8.461716,49.32302,64638,8893,1,1313583574,1453336532,-52
GSM,262,3,48,2838,,8.396749,49.389216,20908,513,1,1313583851,1453337056,-92
GSM,262,3,9357,45137,,10.171173,49.75587,141584,89749,1,1313589798,1453336789,-87
GSM,262,1,14085,29568,,13.011395,52.27654,55520,1035,1,1313603982,1453337051,-68
GSM,262,1,14085,29569,,12.992073,52.284686,72069,1147,1,1313603982,1453337051,-76
GSM,262,1,14085,33879,,13.016925,52.286483,56903,496,1,1313603982,1453336928,-71
GSM,262,1,14082,4499,,13.005581,52.273773,63404,932,1,1313604582,1453337051,-70
GSM,262,3,773,65243,,13.796219,51.04806,14531,7501,1,1313658884,1453334436,-82
GSM,262,2,350,7822,,13.73923,51.062682,28303,13140,1,1313658884,1453337657,-72
GSM,262,7,20225,42476,,13.303146,52.493081,139576,42492,1,1313680108,1453335742,-65
GSM,262,3,773,58393,,13.843683,51.053988,23357,9789,1,1313682709,1453336919,-81
GSM,228,1,909,12084,,8.893982,47.19202,24178,20306,1,1313737703,1453335742,-69
GSM,228,1,909,12087,,8.881366,47.191572,24107,11575,1,1313737828,1453335742,-76
GSM,228,1,909,19070,,8.889842,47.191749,28343,22164,1,1313737828,1453335742,-74
GSM,262,3,773,39463,,13.817584,51.051843,41030,3880,1,1313934550,1453336395,-84
GSM,262,7,50965,39946,,7.820423,48.351122,24479,22238,1,1314021420,1453335219,-80
GSM,262,7,50965,19910,,7.820581,48.351278,51191,32687,1,1314021420,1453337220,-62
GSM,262,7,50965,49751,,7.820527,48.351151,20225,30488,1,1314021420,1453337441,-69
GSM,262,7,50965,39800,,7.820331,48.35145,24455,22072,1,1314021420,1453337441,-81
GSM,262,7,50965,49749,,7.819745,48.351837,24385,12777,1,1314021420,1453337441,-80
GSM,262,7,50965,39941,,7.821108,48.351824,24435,4581,1,1314021420,1453336789,-83
GSM,262,7,50965,9754,,7.819662,48.351012,24463,19607,1,1314021420,1453337441,-83
GSM,262,7,50965,59910,,7.82035,48.351087,24480,30499,1,1314021613,1453337441,-72
GSM,262,7,10107,46423,,10.599307,53.853115,149015,1523,1,1314026835,1453335354,-66
GSM,262,7,30613,20092,,6.731073,51.164849,96787,370,1,1314079444,1453336323,-85
GSM,262,1,18713,43422,,6.675933,51.178279,14381,1120,1,1314079444,1453336323,-78
GSM,262,3,773,39513,,13.838883,51.041566,25550,2073,1,1314092616,1453336658,-87
GSM,262,2,276,17871,,7.112153,51.504652,41300,12376,1,1314093249,1453337317,-53
GSM,262,1,6506,22615,,9.481196,50.744302,66965,26092,1,1314107944,1453336130,-93
GSM,262,1,22273,5043,,9.747625,52.399043,135959,480,1,1314161126,1453335094,-79
GSM,262,3,145,45835,,9.905977,51.593671,99495,14035,1,1314168873,1453335872,-68
GSM,262,3,145,59225,,10.001918,51.747274,51439,8662,1,1314169381,1453336789,-99
GSM,262,1,14115,54369,,13.150768,52.385648,113834,822,1,1314177266,1453337051,-55
GSM,262,3,616,13066,,7.1173,50.7973,30208,2395,0,1314179548,1453336395,-83
GSM,262,2,861,20982,,11.569897,49.943456,27291,1316,1,1314195302,1453335354,-77
