,percent,Provider,diameter,average path length,clustering,average degree,soglia percolativa,GCsize
52,52,Tim,3,0.0006820168739927743,0.02408256880733945,0.5,1.18348623853211,0.0045871559633027525
53,53,Tim,2,0.000569730336770889,0.007017543859649123,0.439766081871345,1.0851063829787233,0.0035087719298245615
54,54,Tim,1,0.00045907790922803624,0.0,0.38424821002386633,1.0,0.002386634844868735
55,55,Tim,1,0.0004367071685333175,0.0,0.35809987819732036,1.0,0.00243605359317905
56,56,Tim,1,0.00041820784000297395,0.0,0.3358208955223881,1.0,0.0024875621890547263
57,57,Tim,1,0.00039768373473524933,0.0,0.312579415501906,1.0,0.0025412960609911056
58,58,Tim,1,0.0003749176701062267,0.0,0.2883116883116883,1.0,0.0025974025974025974
59,59,Tim,1,0.00034613319770563137,0.0,0.2602921646746348,1.0,0.0026560424966799467
60,60,Tim,1,0.00032165039929015084,0.0,0.23641304347826086,1.0,0.002717391304347826
61,61,Tim,1,0.0002866872513278656,0.0,0.20584144645340752,1.0,0.0027816411682892906
62,62,Tim,1,0.00023978768629267917,0.0,0.16809116809116809,1.0,0.002849002849002849
63,63,Tim,1,0.0001963546335424937,0.0,0.1343065693430657,1.0,0.00291970802919708
64,64,Tim,1,0.0001526183016276293,0.0,0.10179640718562874,1.0,0.0029940119760479044
65,65,Tim,1,9.925558312655087e-05,0.0,0.06451612903225806,1.0,0.0030721966205837174
66,66,Tim,1,5.48188237873827e-05,0.0,0.03470031545741325,1.0,0.0031545741324921135
67,67,Tim,1,5.262160853732977e-06,0.0,0.0032414910858995136,1.0,0.0032414910858995136
68,68,Tim,0,0.0,0.0,0.0,,0.0016666666666666668
69,69,Tim,0,0.0,0.0,0.0,,0.0017152658662092624
70,70,Tim,0,0.0,0.0,0.0,,0.0017667844522968198
71,71,Tim,0,0.0,0.0,0.0,,0.0018214936247723133
72,72,Tim,0,0.0,0.0,0.0,,0.0018796992481203006
73,73,Tim,0,0.0,0.0,0.0,,0.001941747572815534
74,74,Tim,0,0.0,0.0,0.0,,0.002008032128514056
75,75,Tim,0,0.0,0.0,0.0,,0.002079002079002079
76,76,Tim,0,0.0,0.0,0.0,,0.0021551724137931034
77,77,Tim,0,0.0,0.0,0.0,,0.0022371364653243847
78,78,Tim,0,0.0,0.0,0.0,,0.002325581395348837
79,79,Tim,0,0.0,0.0,0.0,,0.002421307506053269
80,80,Tim,0,0.0,0.0,0.0,,0.0025252525252525255
81,81,Tim,0,0.0,0.0,0.0,,0.002638522427440633
82,82,Tim,0,0.0,0.0,0.0,,0.0027624309392265192
83,83,Tim,0,0.0,0.0,0.0,,0.002898550724637681
84,84,Tim,0,0.0,0.0,0.0,,0.003048780487804878
85,85,Tim,0,0.0,0.0,0.0,,0.003215434083601286
86,86,Tim,0,0.0,0.0,0.0,,0.003401360544217687
87,87,Tim,0,0.0,0.0,0.0,,0.0036101083032490976
88,88,Tim,0,0.0,0.0,0.0,,0.0038461538461538464
89,89,Tim,0,0.0,0.0,0.0,,0.00411522633744856
90,90,Tim,0,0.0,0.0,0.0,,0.004424778761061947
91,91,Tim,0,0.0,0.0,0.0,,0.004784688995215311
92,92,Tim,0,0.0,0.0,0.0,,0.005208333333333333
93,93,Tim,0,0.0,0.0,0.0,,0.005714285714285714
94,94,Tim,0,0.0,0.0,0.0,,0.006329113924050633
95,95,Tim,0,0.0,0.0,0.0,,0.0070921985815602835
96,96,Tim,0,0.0,0.0,0.0,,0.008064516129032258
97,97,Tim,0,0.0,0.0,0.0,,0.009345794392523364
98,98,Tim,0,0.0,0.0,0.0,,0.011111111111111112
99,99,Tim,0,0.0,0.0,0.0,,0.0136986301369863
100,100,Tim,0,0.0,0.0,0.0,,0.017857142857142856
101,101,Tim,0,0.0,0.0,0.0,,0.02564102564102564
102,102,Tim,0,0.0,0.0,0.0,,0.045454545454545456
103,103,Tim,0,0.0,0.0,0.0,,0.2
104,0,Vodafone,2,1.970121894808704,0.8722071355007487,52.88424618859401,243.25326186764613,1.0
105,1,Vodafone,7,3.043786803661552,0.8349849081848323,37.2497149372862,97.95940982000735,0.9982896237172177
106,2,Vodafone,10,3.438838614168716,0.8116352252304053,31.922855497985033,79.23556357078448,0.9833045480713875
107,3,Vodafone,12,3.91656655437856,0.7964598574177499,27.882558139534883,67.23099378622962,0.9755813953488373
108,4,Vodafone,12,4.097971161695025,0.7867124402715597,24.47563123899002,56.173504150472624,0.9682912507339988
109,5,Vodafone,15,5.003670654825391,0.7680332911401523,21.737841043890867,48.51557980900409,0.9567022538552787
110,6,Vodafone,16,5.282378770440808,0.7618580120556568,19.472738166566806,42.026215384615384,0.9538645895745955
111,7,Vodafone,17,5.668551453884431,0.7535813993648725,17.53995157384988,36.967766427388185,0.9509685230024213
112,8,Vodafone,19,5.942098151288184,0.7455150603616254,15.814067278287462,32.35040222772277,0.944954128440367
113,9,Vodafone,21,6.558002771847024,0.737249564514699,14.321384425216316,28.480838943552566,0.9400494437577256
114,10,Vodafone,23,7.079572142410993,0.7153696238421658,12.974391005621486,25.24773733872521,0.9256714553404123
115,11,Vodafone,25,6.985037519860641,0.6994303041550953,11.809343434343434,22.450978295733986,0.8977272727272727
116,12,Vodafone,27,7.452878290345007,0.6858897240672284,10.79642629227824,20.024470977656932,0.8889597957881302
117,13,Vodafone,29,7.770749078489764,0.6801844471427653,9.93032258064516,18.146569646569645,0.8877419354838709
118,14,Vodafone,33,8.526039830431976,0.6707439571266683,9.150684931506849,16.41631023666952,0.8851924331376386
119,15,Vodafone,34,8.496640455602288,0.6525325393644932,8.443271767810026,14.908125,0.8687335092348285
120,16,Vodafone,36,9.164688341404283,0.644250212909071,7.80520346897932,13.633675213675213,0.8652434956637759
121,17,Vodafone,39,8.993903889209337,0.6342635736860153,7.241565452091768,12.486023108460678,0.8481781376518218
122,18,Vodafone,50,11.517930211305694,0.6262872945406895,6.718088737201366,11.406624669782563,0.8341296928327645
123,19,Vodafone,51,11.798773037757677,0.6177408604130417,6.248618784530387,10.40605658709107,0.8259668508287292
124,20,Vodafone,59,13.033413965489437,0.607419442631779,5.82669461914745,9.639961621491965,0.8015373864430468
125,21,Vodafone,60,11.468446662682647,0.5963397333592433,5.451202263083451,8.951997924234561,0.7355021216407355
126,22,Vodafone,47,7.083770379835628,0.5873375383628445,5.102362204724409,8.28956228956229,0.6184681460272011
127,23,Vodafone,60,4.214964635158853,0.577891585065498,4.781159420289855,7.729918157017279,0.4101449275362319
128,24,Vodafone,66,4.382713695172285,0.5675094694170255,4.485693323550991,7.202813215570821,0.4020542920029347
129,25,Vodafone,66,4.047039003076719,0.5586755658078091,4.213967310549777,6.736248236953455,0.39450222882615155
130,26,Vodafone,67,3.6038658018076823,0.5479204601100759,3.9533483822422872,6.261134373810431,0.37697516930022573
131,27,Vodafone,52,1.5539234153783186,0.5302853227395906,3.701219512195122,5.855436573311367,0.2705792682926829
132,28,Vodafone,41,0.45444910576286157,0.5218158975301828,3.4795366795366793,5.48468708388815,0.13976833976833977
133,29,Vodafone,29,0.24450767950608024,0.5066137566137557,3.269170579029734,5.159406414552418,0.09311424100156494
134,30,Vodafone,32,0.24351673526931258,0.48598114371310164,3.068992862807296,4.869767441860465,0.09119746233148295
135,31,Vodafone,32,0.1746461858432948,0.47116508446894256,2.8713826366559485,4.543673012318029,0.09163987138263666
136,32,Vodafone,19,0.08946873699562986,0.4573989987192919,2.691116544417278,4.279224712295578,0.05786471067644662
137,33,Vodafone,19,0.06658053578874694,0.43865407319952776,2.522314049586777,4.061598951507208,0.05867768595041322
138,34,Vodafone,15,0.04225853271601118,0.4194946712968507,2.3621123218776194,3.809084457061746,0.03604358759430008
139,35,Vodafone,13,0.029960920538428137,0.4039115646258503,2.20578231292517,3.5821125674633776,0.03231292517006803
140,36,Vodafone,13,0.024587928668183667,0.3878918607995401,2.079378774805867,3.373443983402489,0.03192407247627265
141,37,Vodafone,13,0.015837031147593824,0.371395213076474,1.935201401050788,3.151131221719457,0.02714535901926445
142,38,Vodafone,9,0.010649268485567418,0.3517333333333333,1.8115555555555556,2.977428851815505,0.021333333333333333
143,39,Vodafone,9,0.009127997417158288,0.3325511432009628,1.6913357400722022,2.7886872998932764,0.018050541516245487
144,40,Vodafone,9,0.008224085301760022,0.3120073327222732,1.5692025664527955,2.6039719626168227,0.01833180568285976
145,41,Vodafone,8,0.006454344924774515,0.2906579764121665,1.4599627560521415,2.4260204081632653,0.0186219739292365
146,42,Vodafone,8,0.004855795418709326,0.2712078208766951,1.358561967833491,2.2910863509749304,0.014191106906338695
147,43,Vodafone,7,0.003714740504923373,0.24022435897435912,1.2538461538461538,2.1365030674846626,0.010576923076923078
148,44,Vodafone,7,0.003278795147995325,0.2137504072987945,1.155425219941349,1.9864636209813875,0.010752688172043012
149,45,Vodafone,7,0.003080027298893208,0.18754141815772035,1.0834990059642147,1.8844036697247708,0.010934393638170975
150,46,Vodafone,6,0.0023865762251159515,0.16852039096730703,1.0030333670374114,1.7842741935483875,0.00910010111223458
151,47,Vodafone,6,0.0020427797061279155,0.1457475994513031,0.9218106995884774,1.6830357142857142,0.009259259259259259
152,48,Vodafone,5,0.0015871447858013105,0.1263525305410122,0.8439790575916231,1.5732009925558312,0.0062827225130890054
153,49,Vodafone,5,0.0013721603903034,0.1023454157782516,0.767590618336887,1.4777777777777776,0.006396588486140725
154,50,Vodafone,4,0.001196714346409857,0.0781758957654723,0.7187839305103149,1.4169184290030212,0.0054288816503800215
155,51,Vodafone,4,0.0011074197120708748,0.059734513274336286,0.6703539823008849,1.3663366336633664,0.0055309734513274336
156,52,Vodafone,4,0.0009899705044777716,0.040586245772266064,0.6155580608793687,1.304029304029304,0.005636978579481398
157,53,Vodafone,4,0.0008888536169199635,0.020689655172413793,0.5609195402298851,1.2295081967213115,0.005747126436781609
158,54,Vodafone,3,0.0007567876976591868,0.007033997655334115,0.5064478311840562,1.1574074074074077,0.004689331770222743
159,55,Vodafone,2,0.0006303183107469272,0.0,0.44976076555023925,1.0851063829787233,0.0035885167464114833
160,56,Vodafone,1,0.00046272662409581724,0.0,0.3785103785103785,1.0,0.002442002442002442
161,57,Vodafone,1,0.0004420907780486362,0.0,0.3541147132169576,1.0,0.0024937655860349127
162,58,Vodafone,1,0.00042571168594826466,0.0,0.33375796178343947,1.0,0.0025477707006369425
163,59,Vodafone,1,0.00039724576271186443,0.0,0.3046875,1.0,0.0026041666666666665
164,60,Vodafone,1,0.00036928539724811365,0.0,0.2769640479360852,1.0,0.002663115845539281
165,61,Vodafone,1,0.00033084148975320713,0.0,0.24250681198910082,1.0,0.0027247956403269754
166,62,Vodafone,1,0.0002921857834085225,0.0,0.20920502092050208,1.0,0.002789400278940028
167,63,Vodafone,1,0.00025342325771510323,0.0,0.17714285714285713,1.0,0.002857142857142857
168,64,Vodafone,1,0.0002103880156116495,0.0,0.14348462664714495,1.0,0.0029282576866764276
169,65,Vodafone,1,0.0001625685836212152,0.0,0.10810810810810811,1.0,0.003003003003003003
170,66,Vodafone,1,0.00010938005288287774,0.0,0.07087827426810478,1.0,0.0030816640986132513
171,67,Vodafone,1,5.516660314148729e-05,0.0,0.03481012658227848,1.0,0.0031645569620253164
172,68,Vodafone,1,1.0592939805619555e-05,0.0,0.0065040650406504065,1.0,0.0032520325203252032
173,69,Vodafone,0,0.0,0.0,0.0,,0.0016722408026755853
174,70,Vodafone,0,0.0,0.0,0.0,,0.0017211703958691911
175,71,Vodafone,0,0.0,0.0,0.0,,0.0017730496453900709
176,72,Vodafone,0,0.0,0.0,0.0,,0.0018281535648994515
177,73,Vodafone,0,0.0,0.0,0.0,,0.0018867924528301887
178,74,Vodafone,0,0.0,0.0,0.0,,0.001949317738791423
179,75,Vodafone,0,0.0,0.0,0.0,,0.0020161290322580645
180,76,Vodafone,0,0.0,0.0,0.0,,0.0020876826722338203
181,77,Vodafone,0,0.0,0.0,0.0,,0.0021645021645021645
182,78,Vodafone,0,0.0,0.0,0.0,,0.0022471910112359553
183,79,Vodafone,0,0.0,0.0,0.0,,0.002336448598130841
184,80,Vodafone,0,0.0,0.0,0.0,,0.0024330900243309003
185,81,Vodafone,0,0.0,0.0,0.0,,0.0025380710659898475
186,82,Vodafone,0,0.0,0.0,0.0,,0.002652519893899204
187,83,Vodafone,0,0.0,0.0,0.0,,0.002777777777777778
188,84,Vodafone,0,0.0,0.0,0.0,,0.0029154518950437317
189,85,Vodafone,0,0.0,0.0,0.0,,0.003067484662576687
190,86,Vodafone,0,0.0,0.0,0.0,,0.003236245954692557
191,87,Vodafone,0,0.0,0.0,0.0,,0.003424657534246575
192,88,Vodafone,0,0.0,0.0,0.0,,0.0036363636363636364
193,89,Vodafone,0,0.0,0.0,0.0,,0.003875968992248062
194,90,Vodafone,0,0.0,0.0,0.0,,0.004149377593360996
195,91,Vodafone,0,0.0,0.0,0.0,,0.004464285714285714
196,92,Vodafone,0,0.0,0.0,0.0,,0.004830917874396135
197,93,Vodafone,0,0.0,0.0,0.0,,0.005263157894736842
198,94,Vodafone,0,0.0,0.0,0.0,,0.005780346820809248
199,95,Vodafone,0,0.0,0.0,0.0,,0.00641025641025641
200,96,Vodafone,0,0.0,0.0,0.0,,0.007194244604316547
201,97,Vodafone,0,0.0,0.0,0.0,,0.00819672131147541
202,98,Vodafone,0,0.0,0.0,0.0,,0.009523809523809525
203,99,Vodafone,0,0.0,0.0,0.0,,0.011363636363636364
204,100,Vodafone,0,0.0,0.0,0.0,,0.014084507042253521
205,101,Vodafone,0,0.0,0.0,0.0,,0.018518518518518517
206,102,Vodafone,0,0.0,0.0,0.0,,0.02702702702702703
207,103,Vodafone,0,0.0,0.0,0.0,,0.05
208,104,Vodafone,0,0.0,0.0,0.0,,0.3333333333333333
209,0,Wind,2,1.9588213620087072,0.8879130653782077,97.34630021141649,477.7431544930155,1.0
210,1,Wind,4,2.2548328153938026,0.8657797400851293,65.98633646456021,247.37407790863205,1.0
211,2,Wind,5,2.6391556266442833,0.8492420674012544,49.20051746442432,147.44229420838593,1.0
212,3,Wind,6,3.0636993008585547,0.8383980470481227,39.6794425087108,103.77111872146119,1.0
213,4,Wind,7,3.4847277129561354,0.8235719485721347,33.641882974043114,82.99929382225244,0.998240211174659
214,5,Wind,7,3.8238810335457734,0.8155796791566159,28.818666666666665,66.0889238456556,0.9968888888888889
215,6,Wind,11,4.4567028597410445,0.7990702343228875,25.003143242029637,54.038396609317196,0.9910193084867535
216,7,Wind,11,4.753117964036831,0.7938272849926661,22.157894736842106,45.89560979605209,0.9909255898366606
217,8,Wind,12,5.24904197636805,0.7837556901457615,19.74690508940853,39.09900622271756,0.9853278312700596
218,9,Wind,13,5.617637770510736,0.7695447302164815,17.852641334569046,34.50708612365675,0.9805375347544022
219,10,Wind,16,6.0783101299579245,0.7556003156405509,16.275409836065574,30.99579831932773,0.9728337236533958
220,11,Wind,17,6.526571225040552,0.7454228267396533,14.871212121212121,27.896013754457464,0.9682765151515151
221,12,Wind,18,6.812992338998843,0.7350763958376099,13.63714696026807,25.11611906767762,0.9636189564384873
222,13,Wind,18,7.337823729751142,0.7242849225217425,12.545014520813165,22.66934177019832,0.9501452081316554
223,14,Wind,19,7.781996574145586,0.7166663100952869,11.552618697993147,20.526904499618677,0.9466470876162506
224,15,Wind,20,8.243919399369357,0.7052928665570234,10.675247524752475,18.758579113337046,0.944059405940594
225,16,Wind,21,8.841665303566572,0.6967529505832644,9.87581372058087,17.241050603387084,0.9414121181772659
226,17,Wind,22,9.164991313841213,0.6903756219208639,9.15096251266464,15.808015943312668,0.9381965552178319
227,18,Wind,23,9.711659766851977,0.6818279377581832,8.501281394156843,14.573736886530808,0.9323423885187083
228,19,Wind,26,10.455110495750494,0.6662420529598057,7.8962655601659755,13.484892275354703,0.9279045643153527
229,20,Wind,29,10.902559606519773,0.6589251823413919,7.349081364829396,12.465142857142858,0.920734908136483
230,21,Wind,39,12.346203802101783,0.6419560017913054,6.849096705632306,11.552521334367727,0.9011689691817216
231,22,Wind,44,11.325752991729642,0.6262970035039058,6.379774072081764,10.748060708263068,0.841312533620226
232,23,Wind,45,10.686849150801708,0.6118613952357047,5.949891067538126,10.019223727572319,0.809368191721133
233,24,Wind,54,11.844463398389605,0.6043596074776968,5.541092112520684,9.235914791956997,0.785438499724214
234,25,Wind,52,11.158812232419722,0.5916100123814547,5.158659217877095,8.584795321637426,0.7553072625698324
235,26,Wind,64,12.987845623264313,0.5782753843025484,4.8013582342954155,7.923620933521925,0.7453310696095077
236,27,Wind,72,11.22019730297336,0.5587098458371385,4.456422018348624,7.315234173957797,0.6651376146788991
237,28,Wind,59,3.41978163047444,0.5429483777246694,4.139453805926787,6.775968556990454,0.38698431144683326
238,29,Wind,43,1.543537303063051,0.5289341008422273,3.8598351001177855,6.280744583460483,0.2956419316843345
239,30,Wind,39,0.800122684070686,0.5102223083715617,3.5904477611940298,5.842035251080811,0.21194029850746268
240,31,Wind,39,0.6348386699380961,0.5026954079012189,3.364406779661017,5.42929111191076,0.19430992736077482
241,32,Wind,36,0.4878054850430541,0.4892133649039726,3.130755064456722,5.05843137254902,0.17556783302639656
242,33,Wind,28,0.12320697695169594,0.4682514973610865,2.9066002490660026,4.715081405312768,0.07098381070983811
243,34,Wind,21,0.07478399205208948,0.4492148723039437,2.689829437776374,4.37388445279474,0.05369551484523057
244,35,Wind,21,0.04167283432838276,0.43408272283272265,2.494871794871795,4.08530318602261,0.04230769230769231
245,36,Wind,14,0.021915155335068316,0.42093750968181637,2.3148991541964867,3.7937043282743117,0.0247234873129473
246,37,Wind,14,0.01628074084486629,0.3959206139523181,2.1387054161162484,3.5132798023471277,0.02443857331571995
247,38,Wind,14,0.013276077043918994,0.37670467247932027,1.9839034205231387,3.283975659229209,0.02481556002682763
248,39,Wind,10,0.009127229568211832,0.35826521344232515,1.8297002724795641,3.040953090096798,0.015667574931880108
249,40,Wind,9,0.006612734714221358,0.3397923875432528,1.6982698961937717,2.8467807660961695,0.01591695501730104
250,41,Wind,8,0.005076554119392555,0.3130567276136899,1.5766526019690577,2.6583407671721675,0.009845288326300985
251,42,Wind,8,0.004294913288768495,0.28937336192518476,1.4453180843459614,2.454005934718101,0.010007147962830594
252,43,Wind,8,0.0033858350951374207,0.26780523255813965,1.3401162790697674,2.309110629067245,0.00872093023255814
253,44,Wind,6,0.0026579111944965606,0.23897511702389768,1.2313377679231339,2.142857142857143,0.008869179600886918
254,45,Wind,6,0.0023535135807917083,0.21027568922305767,1.1368421052631579,2.003968253968254,0.009022556390977444
255,46,Wind,6,0.002063339000387828,0.1810762560571284,1.061973986228003,1.9020172910662825,0.0076511094108645756
256,47,Wind,6,0.0018356509640809727,0.15809968847352027,0.985981308411215,1.8041074249605056,0.00778816199376947
257,48,Wind,6,0.001614994398499553,0.13243457573354483,0.9040444091990484,1.698245614035088,0.007930214115781126
258,49,Wind,6,0.0013020714297841331,0.11093161012385572,0.827140549273021,1.5605468749999998,0.005654281098546042
259,50,Wind,6,0.001090162100595928,0.09135802469135802,0.757201646090535,1.4652173913043478,0.005761316872427984
260,51,Wind,6,0.0010284065615156178,0.07046979865771812,0.7013422818791947,1.4210526315789471,0.00587248322147651
261,52,Wind,6,0.0008979106366523314,0.05132591958939264,0.6432848588537211,1.3537234042553192,0.005988023952095809
262,53,Wind,4,0.0007483786399628097,0.031413612565445025,0.5828970331588132,1.2754491017964071,0.004363001745200698
263,54,Wind,3,0.0006015844368995069,0.013357079252003561,0.5253784505788067,1.1830508474576273,0.003561887800534283
264,55,Wind,3,0.000514517329803954,0.0027272727272727275,0.4690909090909091,1.1085271317829457,0.0036363636363636364
265,56,Wind,2,0.0003900411786837318,0.0,0.4011142061281337,1.0231481481481481,0.002785515320334262
266,57,Wind,1,0.0003459889607897198,0.0,0.36432637571157495,1.0,0.0018975332068311196
267,58,Wind,1,0.00032582185266448823,0.0,0.3355965082444229,1.0,0.0019398642095053346
268,59,Wind,1,0.0003073722040951435,0.0,0.30952380952380953,1.0,0.001984126984126984
269,60,Wind,1,0.00028475919276959265,0.0,0.2802030456852792,1.0,0.0020304568527918783
270,61,Wind,1,0.00026176821182024093,0.0,0.2515592515592516,1.0,0.002079002079002079
271,62,Wind,1,0.0002338830720882125,0.0,0.21938232161874335,1.0,0.002129925452609159
272,63,Wind,1,0.0002004438399312764,0.0,0.18340611353711792,1.0,0.002183406113537118
273,64,Wind,1,0.00016822420520340065,0.0,0.15005599104143338,1.0,0.0022396416573348264
274,65,Wind,1,0.00013226988347023267,0.0,0.11494252873563218,1.0,0.0022988505747126436
275,66,Wind,1,9.489758039081056e-05,0.0,0.08028335301062574,1.0,0.0023612750885478157
276,67,Wind,1,5.603463530299992e-05,0.0,0.04611650485436893,1.0,0.0024271844660194173
277,68,Wind,1,1.560549313358302e-05,0.0,0.012484394506866416,1.0,0.0024968789013732834
278,69,Wind,0,0.0,0.0,0.0,,0.0012853470437017994
279,70,Wind,0,0.0,0.0,0.0,,0.0013245033112582781
280,71,Wind,0,0.0,0.0,0.0,,0.001366120218579235
281,72,Wind,0,0.0,0.0,0.0,,0.0014104372355430183
282,73,Wind,0,0.0,0.0,0.0,,0.0014577259475218659
283,74,Wind,0,0.0,0.0,0.0,,0.0015082956259426848
284,75,Wind,0,0.0,0.0,0.0,,0.0015625
285,76,Wind,0,0.0,0.0,0.0,,0.0016207455429497568
286,77,Wind,0,0.0,0.0,0.0,,0.0016835016835016834
287,78,Wind,0,0.0,0.0,0.0,,0.0017513134851138354
288,79,Wind,0,0.0,0.0,0.0,,0.0018248175182481751
289,80,Wind,0,0.0,0.0,0.0,,0.0019047619047619048
290,81,Wind,0,0.0,0.0,0.0,,0.00199203187250996
291,82,Wind,0,0.0,0.0,0.0,,0.0020876826722338203
292,83,Wind,0,0.0,0.0,0.0,,0.0021929824561403508
293,84,Wind,0,0.0,0.0,0.0,,0.0023094688221709007
294,85,Wind,0,0.0,0.0,0.0,,0.0024390243902439024
295,86,Wind,0,0.0,0.0,0.0,,0.002583979328165375
296,87,Wind,0,0.0,0.0,0.0,,0.0027472527472527475
297,88,Wind,0,0.0,0.0,0.0,,0.002932551319648094
298,89,Wind,0,0.0,0.0,0.0,,0.0031446540880503146
299,90,Wind,0,0.0,0.0,0.0,,0.003389830508474576
