radio,net,cell,lon,lat,range,samples,distance,grado
UMTS,88,25774856,12.504235,41.89945,13,2,1358.83046477,132
UMTS,99,18063488,12.502365,41.815897,1594,11,8294.93253904,220
UMTS,88,25961149,12.518384,41.878442,37,2,2333.52096783,134
GSM,10,29633,12.466115,41.903991,12,2,2480.6916482,142
UMTS,88,25438549,12.489825,41.930192,14,2,4455.05557854,62
UMTS,10,10084174,12.368352,41.86849,692,6,9516.19465846,75
UMTS,88,26026790,12.486387,41.811393,973,5,8773.49919384,190
UMTS,88,25308566,12.50705,41.804315,405,13,9611.9190932,121
UMTS,88,25698882,12.464673,41.939239,166,3,5831.52572078,63
UMTS,88,25757705,12.455978,41.913593,328,47,3752.04760332,95
UMTS,88,25729279,12.463468,41.937178,333,9,5650.92667095,70
UMTS,88,81130246,12.524029,41.964336,1124,26,8578.67366954,118
UMTS,88,25328501,12.430722,41.811012,108,7,9921.03086228,121
UMTS,88,25328861,12.431063,41.811189,678,32,9891.91001466,173
UMTS,1,98916094,12.479676,41.923582,2,2,3833.04277083,62
UMTS,1,99178532,12.495766,41.986792,30,2,10749.6014197,61
UMTS,1,99179128,12.478927,41.986313,555,5,10739.6124357,60
UMTS,1,99179129,12.468087,41.98352,608,5,10537.877491,56
UMTS,1,99156199,12.448268,41.982096,751,5,10736.0610615,41
UMTS,1,99166186,12.436245,41.980945,503,5,10923.1031189,38
UMTS,1,99158733,12.456689,41.972506,9714,5,9533.06300241,1794
UMTS,1,99158552,12.418101,41.976423,741,3,11066.7298914,40
GSM,1,3576,12.452478,41.989593,6429,3,11448.0927877,351
UMTS,1,98961399,12.619049,41.8395,1533,8,10965.5656252,231
UMTS,10,10086564,12.60059,41.912119,3,2,8404.01523715,121
UMTS,88,26026784,12.5126,41.834211,5713,28,6403.68390727,1738
UMTS,88,25336956,12.430783,41.811068,169,30,9913.418139,127
UMTS,88,25467412,12.580961,41.93065,1,4,7976.76125743,103
UMTS,99,18063069,12.450684,41.816446,128,2,8763.4991751,123
UMTS,99,22002641,12.453542,41.80459,134,3,9944.7221292,123
UMTS,99,22002642,12.452524,41.803736,22,3,10057.6000387,112
UMTS,10,10084296,12.569671,41.922446,6,2,6774.71123795,111
UMTS,88,25991615,12.549817,41.888877,895,2,4271.65221201,208
UMTS,88,25991614,12.54135,41.894633,216,3,3674.25994984,132
UMTS,88,25991704,12.537193,41.892541,373,6,3342.20624728,153
UMTS,88,25966857,12.535312,41.892461,175,7,3202.23958007,133
UMTS,88,25966542,12.578527,41.871868,524,3,6716.34990898,194
UMTS,88,25962994,12.571633,41.878436,1212,13,6031.76001205,300
UMTS,99,18024002,12.453942,41.829702,1224,26,7304.60530281,300
UMTS,99,18062916,12.481554,41.868087,623,13,2583.58616923,239
UMTS,99,18061775,12.481668,41.866695,502,10,2728.74972488,202
UMTS,10,10086693,12.515919,41.963347,1,3,8325.52368041,57
UMTS,1,98965868,12.613956,41.863187,3312,41,9516.04031648,652
UMTS,1,98961800,12.623203,41.861463,853,48,10227.939305,164
UMTS,1,98959558,12.496549,41.796061,1670,25,10472.4017397,226
UMTS,10,10060991,12.350994,41.870799,13,3,10713.5491346,45
UMTS,88,25712259,12.390405,41.903311,4,2,7710.37487785,60
UMTS,88,25698842,12.471783,41.939359,233,3,5679.81960089,61
UMTS,88,25800493,12.539658,41.89569,438,2,3568.15158452,154
UMTS,88,25968900,12.549327,41.884838,896,2,4274.05541633,195
UMTS,88,25991638,12.540025,41.888027,229,4,3550.01703618,133
UMTS,10,17763105,12.648222,41.870685,1,3,11776.4519355,65
UMTS,1,98962387,12.62571,41.830297,1755,61,11931.4099005,186
UMTS,99,18725301,12.560364,41.862759,3,4,5900.17760967,155
UMTS,1,98895380,12.487626,41.900932,996,13,1246.66469766,409
UMTS,1,98961048,12.557143,41.855912,6776,104,6137.95383746,2468
UMTS,88,25795633,12.472758,41.89113,221,2,1457.52010617,171
UMTS,1,98895275,12.486688,41.908255,0,2,2054.40787404,103
UMTS,1,98982488,12.604759,41.829028,1660,11,10765.0204661,290
UMTS,1,98960832,12.605884,41.826265,17,2,11025.2847613,104
GSM,10,29691,12.409982,41.890964,3839,16,6116.43603535,560
UMTS,88,25730785,12.458208,41.946356,8,2,6743.84463015,41
UMTS,88,25734228,12.426314,41.938387,794,13,7267.6352945,71
UMTS,88,25700668,12.419266,41.947292,1043,5,8356.99609168,67
UMTS,88,25795767,12.463234,41.913025,470,6,3336.48549945,141
UMTS,88,25795835,12.465273,41.912958,56,2,3234.57860486,93
UMTS,1,98963244,12.60215,41.828759,400,2,10634.7954616,133
UMTS,88,25436805,12.543943,41.918786,1,3,4982.84382851,90
UMTS,1,98372903,12.574529,41.941253,258,12,8341.53363963,112
UMTS,1,98852045,12.556649,41.969428,401,2,10027.9629181,86
UMTS,1,98852044,12.543776,41.974761,511,3,10155.7532409,106
GSM,1,43034,12.514001,41.985863,2537,5,10764.4493098,195
UMTS,1,98831225,12.514597,41.988385,172,2,11048.4392651,83
UMTS,1,98851364,12.501297,41.990302,113,2,11156.8992305,69
UMTS,1,99166187,12.42416,41.976778,67,5,10884.1650648,28
UMTS,1,99162959,12.418129,41.979344,111,5,11348.5846188,23
UMTS,99,18678757,12.587174,41.87138,53,6,7346.01645011,140
UMTS,88,25962933,12.542351,41.894904,1780,10,3752.05472216,424
UMTS,88,25770007,12.533389,41.907824,655,11,3627.02943734,165
UMTS,88,25772527,12.532389,41.907926,527,12,3571.06253708,149
UMTS,88,25794932,12.530159,41.909865,468,10,3562.68444892,144
UMTS,88,25764498,12.531662,41.909162,63,2,3605.00631084,106
GSM,1,24569,12.631185,41.867282,1676,18,10619.6066398,260
UMTS,88,25376691,12.58878,41.827594,56,4,9984.60491299,146
UMTS,88,25734245,12.355181,41.882455,343,3,10220.9711563,60
UMTS,1,98961327,12.581248,41.877822,1038,21,6744.1401476,259
UMTS,1,98961838,12.581046,41.875055,617,35,6798.78900133,214
UMTS,1,98977613,12.584083,41.87691,476,3,6971.07794004,187
UMTS,1,98962214,12.593572,41.859868,551,6,8237.75632653,205
UMTS,1,98982894,12.596225,41.85457,660,16,8670.30460332,233
UMTS,1,98962213,12.602718,41.852234,310,3,9217.64378653,186
UMTS,1,98962002,12.60849,41.855266,1569,5,9457.47138663,335
UMTS,1,98962001,12.616012,41.853282,910,12,10057.1541756,194
UMTS,1,98962384,12.623643,41.859851,528,304,10316.051537,143
UMTS,1,98961936,12.628969,41.86146,553,9,10635.5787972,144
UMTS,1,98961880,12.590108,41.899981,5308,20,7343.70844288,1275
UMTS,1,98961879,12.591221,41.894234,154,28,7358.3615304,132
UMTS,1,98964354,12.593982,41.876788,1163,9,7693.67649225,250
UMTS,99,21994016,12.426129,41.800086,2,2,11159.3687869,70
UMTS,88,25795626,12.471083,41.900246,319,79,1935.42284343,190
UMTS,88,25764164,12.471054,41.900206,150,18,1934.60934792,152
UMTS,88,25795836,12.470293,41.915262,854,19,3235.31022355,198
UMTS,10,10414031,12.480367,41.872812,97,3,2125.54983665,154
UMTS,10,10411989,12.499007,41.87233,2728,21,2045.58336117,993
UMTS,88,25764149,12.492801,41.893397,132,2,360.288367052,148
UMTS,88,25991585,12.625156,41.880406,818,49,9923.12730675,158
UMTS,88,25991470,12.631098,41.87629,7,2,10419.3761047,94
UMTS,99,19371271,12.421237,41.901544,432,62,5429.8248211,109
UMTS,99,19372762,12.421141,41.901659,959,676,5439.75485082,143
UMTS,1,98961328,12.572934,41.875506,2606,101,6203.57420769,620
UMTS,10,10414031,12.479749,41.872951,94,3,2131.22822828,154
UMTS,10,10395630,12.470064,41.871559,196,2,2649.54839476,154
UMTS,10,10084952,12.4455,41.881645,2186,7,3604.71373338,472
UMTS,10,10084932,12.42982,41.891515,62,3,4644.92091021,84
UMTS,10,10061343,12.41501,41.888821,280,2,5744.23840501,85
UMTS,10,10061342,12.412712,41.890545,27,2,5913.17535266,74
UMTS,10,10085883,12.411627,41.893081,13,2,6002.47853306,69
UMTS,10,10084882,12.407493,41.891936,44,3,6303.76371858,74
GSM,10,29697,12.407441,41.891609,112,8,6306.57778756,78
UMTS,88,25468828,12.517958,41.978001,905,21,9952.76235888,113
UMTS,88,25438576,12.517472,41.979142,42,5,10070.5927643,72
UMTS,88,26026416,12.486529,41.854585,10,2,3981.68768371,143
UMTS,88,26057023,12.51408,41.876124,3526,84,2247.21828386,1406
UMTS,88,25436776,12.517384,41.97927,57,7,10083.3731674,73
UMTS,88,25305567,12.414178,41.827949,533,2,9030.31627497,104
UMTS,88,25757669,12.495998,41.896621,3682,13,767.158696724,2046
UMTS,99,21339946,12.475451,41.900691,4311,24,1714.78485183,2239
UMTS,1,76836866,12.386047,41.894902,2,4,7911.18795881,61
UMTS,88,25729388,12.4184,41.91074,8,2,5949.08637846,59
UMTS,88,25699664,12.414362,41.906864,266,3,6081.68869713,73
UMTS,88,25699666,12.409489,41.90546,186,4,6383.88454369,70
UMTS,88,25730237,12.4055,41.906181,234,2,6690.87719099,70
GSM,1,39438,12.558286,41.843392,317,3,7144.57321233,150
GSM,1,26010,12.55942,41.84415,52,2,7141.87676099,134
UMTS,1,98962114,12.511081,41.874051,92,14,2270.23317764,145
UMTS,1,98965884,12.511167,41.874586,94,5,2227.53931744,144
UMTS,1,98900386,12.510791,41.874755,94,2,2195.40251062,143
UMTS,99,13844738,12.509338,41.877003,41,13,1934.079687,137
UMTS,88,80933128,12.509273,41.876836,20,3,1945.0590817,134
UMTS,88,25795815,12.507238,41.897559,1663,5,1378.6624797,660
UMTS,88,26026417,12.493858,41.851808,18,2,4268.70073107,135
UMTS,88,80912391,12.496567,41.803142,1656,35,9685.23321144,248
UMTS,1,98966171,12.629012,41.862809,434,10,10594.6763501,133
UMTS,1,98961801,12.615302,41.862161,4431,22,9647.08923195,918
UMTS,1,98983074,12.596626,41.85102,1633,9,8883.31618712,384
UMTS,1,98977385,12.59324,41.876158,482,10,7653.54583928,163
UMTS,88,25954332,12.500394,41.892913,1024,10,671.915399852,433
UMTS,88,25468526,12.555509,41.944184,66,3,7624.12689611,105
UMTS,88,25795619,12.491151,41.906175,413,5,1781.99932385,170
UMTS,88,25795620,12.474495,41.904482,1293,2,2070.76774255,628
UMTS,88,25795618,12.488359,41.909544,327,3,2174.67112551,134
UMTS,88,25795823,12.476985,41.909587,848,11,2441.75412427,270
UMTS,88,25795824,12.472414,41.912053,328,4,2848.05359236,136
UMTS,88,25729271,12.466112,41.925188,715,3,4354.53046781,100
GSM,88,17417,12.444547,41.939736,341,3,6557.10623716,46
UMTS,88,25734229,12.418407,41.944701,583,14,8182.68371751,55
UMTS,88,25504628,12.519014,41.912957,11263,39,3217.25547182,5759
UMTS,88,26034483,12.478462,41.862338,487,22,3262.73407654,193
UMTS,88,25337883,12.392188,41.85464,9354,3,8419.87795388,2497
UMTS,10,10396993,12.504063,41.872449,392,3,2155.27366861,176
UMTS,10,10413361,12.507961,41.876281,12,2,1932.49996058,131
UMTS,10,10413331,12.512631,41.87507,113,2,2257.01235563,147
UMTS,10,10413334,12.512556,41.875124,216,3,2248.82312046,156
UMTS,10,10375503,12.517708,41.876366,7,2,2430.91587956,129
UMTS,10,10375499,12.522932,41.877182,105,3,2692.83568519,137
UMTS,10,10413521,12.527688,41.880437,109,4,2840.13517895,119
UMTS,10,10413519,12.529192,41.880415,166,8,2944.59266927,127
UMTS,88,25766464,12.500127,41.904925,639,2,1739.99160507,247
UMTS,88,25757714,12.493613,41.911039,71,3,2322.79991625,88
UMTS,88,25764665,12.493385,41.914981,426,5,2760.41152106,112
UMTS,1,98962427,12.606909,41.916922,34,10,9016.50498636,134
UMTS,88,26036333,12.482048,41.866611,529,10,2729.66612437,208
UMTS,1,98963199,12.606879,41.916983,5,2,9016.64761939,131
UMTS,88,25770341,12.498482,41.901712,67,2,1362.32953273,138
UMTS,1,98831214,12.534428,41.93758,31,3,6130.80961361,93
UMTS,88,25467320,12.536092,41.93967,17,3,6393.86535527,92
UMTS,88,25467322,12.534641,41.935382,506,7,5930.19699506,132
UMTS,1,98838067,12.548422,41.943664,36,5,7264.20370582,93
UMTS,1,98960942,12.467893,41.863303,137,9,3496.31780056,141
GSM,1,4775,12.468325,41.862228,98,2,3582.98709874,138
UMTS,88,25437001,12.48626,41.92704,39,3,4125.30877908,62
UMTS,88,25446544,12.489344,41.925895,74,133,3979.41642112,64
UMTS,88,26026386,12.467011,41.862927,348,4,3566.21191021,188
UMTS,88,25442586,12.487658,41.925778,129,6,3975.39858634,65
UMTS,88,25438550,12.485787,41.929172,84,2,4364.87399449,60
UMTS,88,25699563,12.492087,41.934192,1272,13,4896.10197448,136
UMTS,88,25449070,12.491594,41.939361,29,2,5471.27092596,71
UMTS,88,25698848,12.425566,41.92527,139,2,6312.00078657,54
UMTS,88,25706687,12.422204,41.917357,497,6,6023.31941768,76
UMTS,88,25734224,12.42682,41.927355,318,5,6386.79779526,52
UMTS,88,25241912,12.412744,41.951982,296,3,9068.6394365,39
UMTS,88,80906247,12.475331,41.885885,27,9,1349.56003914,137
UMTS,99,19334781,12.416139,41.898031,1501,12,5726.02878659,224
UMTS,88,25467225,12.528432,41.940538,8,3,6211.0122552,81
UMTS,88,25764194,12.500519,41.910449,31,5,2335.79872308,97
UMTS,88,26037035,12.452777,41.835479,601,2,6754.8318396,179
UMTS,88,26057200,12.460247,41.837828,769,4,6290.39380126,214
UMTS,88,26027206,12.480307,41.844045,892,4,5207.70656336,251
UMTS,88,26057094,12.494779,41.864257,1667,4,2888.26428691,470
UMTS,88,26032373,12.48552,41.870305,564,17,2266.97375247,237
UMTS,88,26019895,12.455808,41.88338,1349,9,2815.52249072,292
UMTS,88,26057129,12.46142,41.863968,1839,2,3709.80937284,544
UMTS,88,26031865,12.486525,41.864464,2610,14,2891.82683349,889
UMTS,88,25795758,12.457381,41.912127,60,2,3564.09072735,78
UMTS,88,25729339,12.462325,41.914273,415,4,3486.20335678,122
UMTS,10,10412283,12.46997,41.90648,163,9,2459.35879868,136
UMTS,10,10412286,12.470031,41.907121,133,8,2509.41447552,128
UMTS,88,26019896,12.47133,41.874359,2039,39,2350.67093015,693
UMTS,88,26057820,12.45887,41.850251,4,3,5087.97371532,126
UMTS,88,26019919,12.459814,41.850087,83,2,5070.16074879,132
UMTS,88,26029036,12.453529,41.886679,31,3,2907.67131938,103
UMTS,88,26026410,12.475395,41.851071,1055,22,4527.25774162,328
GSM,88,8608,12.464977,41.847267,929,5,5186.33421464,252
UMTS,88,26028502,12.49709,41.864219,188,2,2908.31071012,175
UMTS,99,18719713,12.540767,41.885729,8,2,3630.81056523,121
UMTS,99,18719719,12.540976,41.885927,3,2,3643.27441927,120
GSM,88,64245,12.543034,41.799065,28,2,10809.4348959,98
UMTS,88,26062640,12.481264,41.875732,1042,14,1804.23830295,343
UMTS,88,26026366,12.484309,41.876392,209,12,1644.48882339,162
UMTS,88,26019884,12.481836,41.876049,157,10,1753.63919949,162
UMTS,10,10362504,12.484625,41.916522,438,15,2986.08384225,99
UMTS,10,10362501,12.485016,41.91648,486,15,2976.05889209,104
UMTS,10,10382337,12.489568,41.917483,242,11,3044.51563863,88
UMTS,10,10382330,12.489143,41.913983,410,4,2658.86430202,111
UMTS,10,10382336,12.490864,41.913244,79,3,2568.41372616,90
UMTS,10,10411875,12.490478,41.912744,50,4,2514.25839793,91
UMTS,10,10362332,12.477634,41.919169,168,3,3404.90867271,73
UMTS,10,10412467,12.474423,41.915779,29,2,3143.42497005,82
UMTS,10,10362409,12.470604,41.914477,57,3,3148.39755688,87
UMTS,10,10413703,12.466745,41.913486,142,3,3214.97345917,99
UMTS,10,10363619,12.458656,41.90651,683,11,3091.67331208,304
UMTS,10,10363625,12.458003,41.90619,79,19,3110.51737488,120
UMTS,10,10413207,12.458215,41.906531,186,8,3119.59660398,135
UMTS,10,10363622,12.458307,41.906139,60,12,3088.76848896,119
GSM,1,6366,12.589631,41.851802,1671,3,8390.01423641,429
UMTS,10,10413201,12.457991,41.907158,9,3,3174.14542707,101
UMTS,10,10413204,12.457963,41.906988,15,3,3164.60212404,104
UMTS,1,98962221,12.596748,41.846787,3,2,9130.77511737,164
UMTS,10,10413204,12.459222,41.904767,151,3,2946.64540823,153
UMTS,88,25336931,12.426645,41.810679,1430,5,10096.4510197,232
UMTS,88,80942855,12.570716,41.912912,101,2,6348.22791342,126
UMTS,88,26057118,12.463531,41.794392,16184,14,10865.556866,5171
UMTS,1,98896504,12.509728,41.899959,910,5,1689.48391332,344
UMTS,88,26057119,12.487283,41.877785,259,2,1427.9500926,160
UMTS,88,26026358,12.49688,41.879394,383,3,1245.58826788,186
UMTS,88,25960819,12.500219,41.883389,319,3,955.243610296,186
UMTS,88,25764163,12.473634,41.898582,162,16,1674.27471024,152
UMTS,88,25795798,12.473439,41.897125,175,17,1602.09019559,170
UMTS,88,25795625,12.473648,41.898846,264,27,1690.00265541,193
UMTS,88,25765313,12.47417,41.897329,46,9,1566.17174297,134
UMTS,1,99162769,12.445674,41.929475,28,4,5578.97541733,48
UMTS,1,98897675,12.472558,41.890497,863,8,1468.91457457,341
UMTS,88,25308134,12.525122,41.813486,384,2,8869.941815,105
UMTS,88,26028586,12.517838,41.825194,354,4,7471.19520647,118
UMTS,88,26026702,12.497041,41.866029,436,3,2708.12158146,201
UMTS,88,25992471,12.508066,41.877523,215,2,1828.9142179,159
UMTS,1,99168732,12.411452,41.983357,179,3,11981.9623509,21
UMTS,88,25766291,12.521378,41.914307,322,4,3444.03931786,110
UMTS,88,25764491,12.520258,41.913486,3,2,3320.74001588,82
UMTS,88,26026413,12.482608,41.845165,74,7,5057.83626586,140
UMTS,88,26034386,12.479755,41.864218,542,21,3034.12697982,201
UMTS,88,26031867,12.482532,41.869216,515,3,2441.88407191,225
UMTS,88,25502828,12.598115,41.963043,12698,27,11291.5489852,2574
UMTS,88,26157646,12.485818,41.929537,14,17,4404.96786723,60
UMTS,88,26188025,12.472551,41.938026,734,48,5521.68854977,99
UMTS,88,26189435,12.483095,41.929475,168,9,4424.94215849,62
UMTS,88,26189436,12.482494,41.926894,53,3,4149.20751108,59
UMTS,88,26189446,12.487895,41.922248,356,6,3582.77043086,80
UMTS,88,26188214,12.476229,41.919111,113,3,3433.74952876,72
UMTS,88,25800013,12.472456,41.920068,158,4,3638.17522305,73
UMTS,88,25764151,12.472609,41.909571,231,6,2607.90964749,130
UMTS,88,25764186,12.474398,41.906379,346,22,2241.29918392,160
UMTS,88,25795754,12.466625,41.90105,776,31,2260.31651435,393
UMTS,88,25795755,12.464913,41.903383,323,6,2511.20543663,239
UMTS,88,25795769,12.464289,41.900364,911,24,2371.24866243,457
UMTS,88,25795770,12.457046,41.90163,205,6,2914.167386,177
UMTS,88,25803381,12.455262,41.898498,451,3,2904.74001118,217
UMTS,88,25795764,12.451928,41.897951,548,64,3123.02461272,207
UMTS,88,25757693,12.453303,41.900299,383,4,3109.86468611,196
UMTS,88,25764173,12.451225,41.897246,1,3,3152.73180483,104
UMTS,88,25795762,12.457675,41.897419,1809,32,2697.1820935,721
UMTS,88,25764171,12.453797,41.895187,101,12,2915.74849363,122
GSM,88,8523,12.453409,41.895097,38,2,2942.15604128,111
UMTS,88,25795763,12.451639,41.895693,269,9,3083.94122728,140
UMTS,88,25729528,12.445861,41.895597,72,2,3503.66832847,91
UMTS,88,25698820,12.435353,41.895803,1431,15,4277.85848908,254
UMTS,88,25698816,12.423464,41.894381,5025,10,5136.07754916,1454
UMTS,88,25709200,12.386028,41.902936,445,3,8022.31027212,80
UMTS,88,25708791,12.380671,41.926869,170,3,9245.26989385,38
UMTS,88,25257578,12.380345,41.931553,355,9,9508.31239,34
UMTS,88,25257577,12.383022,41.935025,998,7,9531.33491064,51
UMTS,99,18063346,12.484428,41.880919,38,2,1184.84353234,135
UMTS,99,18063495,12.497733,41.838946,10733,10,5711.87964508,5302
UMTS,88,26057022,12.469285,41.866496,2739,21,3140.59990535,995
UMTS,88,25963605,12.625311,41.874959,364,3,10018.4174286,132
GSM,1,2751,12.559929,41.864603,3678,9,5768.80044317,986
GSM,1,65535,12.609128,41.839237,1835,2,10356.740258,359
UMTS,1,98982269,12.591602,41.845561,3652,18,8884.14944236,857
UMTS,88,25963607,12.620128,41.860716,6126,21,10038.046239,1221
GSM,1,15692,12.626076,41.831267,7,3,11894.2679942,86
UMTS,88,25786043,12.516259,41.898392,50,4,1998.52341848,121
UMTS,88,25764202,12.516691,41.897722,241,6,1994.6001548,154
UMTS,88,25794941,12.47721,41.890342,153,23,1123.14008862,171
UMTS,88,25764154,12.478827,41.889691,303,32,1004.31951327,202
UMTS,88,25794940,12.473796,41.892009,772,16,1391.61566848,333
UMTS,88,25764896,12.473429,41.891628,467,2,1413.09929619,230
UMTS,88,25764895,12.474229,41.892059,434,2,1360.66102486,222
UMTS,1,76830979,12.470072,41.874858,4516,10,2373.51616272,2342
UMTS,88,25970817,12.536062,41.892395,66,5,3257.20007994,123
UMTS,88,26027215,12.503213,41.83847,3096,3,5807.18353875,631
UMTS,88,25313779,12.43068,41.811081,48,4,9915.65949132,117
GSM,1,39045,12.554404,41.864641,20,3,5413.45973933,134
GSM,1,1688,12.55747,41.855439,416,17,6189.68598085,179
UMTS,88,25241906,12.394667,41.950491,157,24,9883.30734492,36
UMTS,88,25241905,12.397811,41.951177,284,14,9765.93741869,39
UMTS,99,21992976,12.386244,41.890224,3240,51,7878.69529386,310
UMTS,88,25305550,12.470871,41.809578,617,4,9104.63468636,160
GSM,88,55763,12.457341,41.804587,1261,4,9867.14301109,254
GSM,88,22785,12.457762,41.799086,1835,6,10450.9295589,316
UMTS,88,25729362,12.382111,41.92212,337,3,8925.94385868,48
UMTS,88,25734220,12.383692,41.909192,930,2,8342.37255804,80
UMTS,88,25729457,12.388938,41.892907,960,2,7684.83911839,95
UMTS,88,25336995,12.384972,41.836182,736,2,9978.32787139,79
UMTS,10,10084885,12.407138,41.891085,258,4,6327.83876245,82
UMTS,10,10084930,12.421205,41.889193,352,2,5283.33969316,93
UMTS,10,10084952,12.439409,41.885251,1546,6,3968.07977165,269
UMTS,88,26037015,12.455321,41.809027,119,2,9434.17550977,133
UMTS,88,26026394,12.457858,41.8105,40,2,9223.58948156,118
UMTS,88,26026436,12.465542,41.82232,171,3,7804.53036175,135
UMTS,88,26026435,12.467514,41.823725,31,2,7616.81441676,121
UMTS,10,10411992,12.497469,41.871787,987,5,2080.28860023,301
UMTS,10,10396990,12.505374,41.873408,294,2,2101.21963194,166
UMTS,10,10412233,12.509674,41.875294,166,2,2096.96846121,153
UMTS,88,26026414,12.489427,41.853556,172,2,4078.47393292,158
UMTS,88,26026704,12.497992,41.860569,350,104,3319.4581677,188
UMTS,88,26031689,12.493682,41.867554,429,8,2517.82568555,204
UMTS,88,26036334,12.487683,41.877285,126,5,1474.4498769,146
UMTS,88,26026364,12.481409,41.877295,284,9,1646.04573144,170
UMTS,88,26026363,12.47582,41.879618,232,3,1697.51132299,154
UMTS,88,25772250,12.475962,41.885336,396,6,1329.34137922,189
UMTS,88,26026359,12.482225,41.887084,322,12,825.418231234,197
UMTS,88,26019879,12.480908,41.888512,227,5,868.21416885,186
UMTS,88,25781959,12.467799,41.895493,343,15,1915.67338384,178
UMTS,88,25764119,12.46974,41.894996,137,5,1761.50010343,145
UMTS,88,25767559,12.468403,41.896351,519,8,1905.37380546,265
UMTS,88,25764166,12.464335,41.899421,15,2,2319.85838186,145
UMTS,88,25765189,12.465567,41.900673,334,8,2305.54709153,241
UMTS,88,25765190,12.462776,41.900249,0,2,2464.693454,151
UMTS,88,25795624,12.472906,41.904113,527,29,2117.96072463,234
UMTS,88,25765440,12.47303,41.911061,141,3,2730.0560595,121
UMTS,88,25764150,12.470934,41.915377,380,8,3222.60041166,119
UMTS,88,25776791,12.463143,41.917875,900,6,3767.64133221,170
UMTS,88,25764180,12.471913,41.919643,121,3,3611.77450209,74
UMTS,88,26157592,12.468032,41.922803,563,12,4053.46129566,89
UMTS,88,26204776,12.456999,41.923753,1259,22,4565.06437143,146
UMTS,88,26165482,12.461025,41.931325,452,19,5134.24451872,80
UMTS,88,26162961,12.466217,41.937077,684,6,5566.0846595,89
UMTS,88,26165481,12.462364,41.936595,578,11,5622.95536621,84
UMTS,88,26189187,12.458993,41.939388,126,9,6008.37557825,55
UMTS,1,98969466,12.565894,41.880994,6,3,5557.34888941,134
UMTS,88,80952071,12.64633,41.867462,1,6,11710.1082472,71
UMTS,1,98502272,12.397211,41.880813,7,7,7139.87605534,55
UMTS,88,25764664,12.497118,41.907888,12,2,2002.19956989,96
UMTS,88,26061919,12.462592,41.870919,1608,13,3076.09328133,475
UMTS,88,25764147,12.498219,41.890866,446,4,444.024460937,210
UMTS,88,26058407,12.489307,41.856267,4,3,3777.91406672,146
UMTS,88,26189413,12.502431,41.937808,4196,8,5351.14396229,920
UMTS,88,26192989,12.483931,41.940609,1080,12,5644.42128256,127
UMTS,88,26057021,12.485505,41.863532,113,5,3006.20765347,151
UMTS,88,26188023,12.46946,41.922198,287,4,3946.49769935,77
UMTS,88,26188032,12.460892,41.930848,209,6,5091.5234398,62
UMTS,88,26188031,12.463685,41.936223,350,7,5546.58364419,71
UMTS,88,26193009,12.459927,41.939475,22,6,5988.95893811,51
UMTS,88,26189188,12.438179,41.936059,1672,3,6498.94588806,140
UMTS,88,25240112,12.411984,41.956181,787,24,9463.30008565,51
UMTS,88,25240113,12.407398,41.959428,434,22,9958.71337616,45
UMTS,88,25241048,12.40298,41.955605,139,9,9851.65946781,34
UMTS,88,25240105,12.399457,41.951312,1690,13,9688.87920014,97
GSM,1,6875,12.599511,41.816393,5,2,11428.5302215,86
GSM,1,32561,12.610396,41.886963,21,19,8775.24330702,128
UMTS,1,98846310,12.571723,41.951301,639,34,9001.82458776,132
UMTS,88,26019901,12.457174,41.879745,39,2,2856.7690635,119
UMTS,99,18719913,12.536673,41.857682,267,2,4888.52617122,138
UMTS,99,6230392,12.531667,41.977726,24,5,10167.6509799,73
UMTS,1,98963231,12.599209,41.832492,9,5,10202.5764337,128
UMTS,88,26057824,12.4918,41.832744,21,4,6387.7339431,110
UMTS,88,81036294,12.467814,41.920903,592,5,3872.964539,104
UMTS,88,81133320,12.474127,41.923367,1,2,3931.93637383,55
UMTS,10,10084284,12.564897,41.905543,27,3,5654.62745599,127
UMTS,1,98983316,12.633742,41.870537,398,4,10724.8017955,115
UMTS,1,98961869,12.620876,41.882351,558,9,9585.39939819,145
UMTS,1,98962219,12.615599,41.902771,1038,4,9262.38366772,186
UMTS,88,26159450,12.535603,41.934641,1298,5,5899.1098107,216
UMTS,88,25729390,12.42018,41.931963,2,3,7095.1335897,35
UMTS,88,25699655,12.398183,41.914022,384,3,7479.8099851,64
UMTS,99,18023312,12.482963,41.811339,4,3,8795.92549746,109
GSM,88,8500,12.481273,41.890967,156,3,825.978066835,162
UMTS,88,26029119,12.552862,41.856125,160,3,5876.81567546,150
UMTS,88,26029118,12.549934,41.850863,56,2,6115.88103111,132
UMTS,1,99159877,12.412429,41.908606,5,3,6279.2322059,60
GSM,88,9104,12.501599,41.881434,312,2,1190.99652995,189
UMTS,88,25279197,12.382647,41.931496,437,4,9355.90093536,40
UMTS,88,25279196,12.385984,41.939421,266,8,9614.72877673,30
UMTS,88,25240106,12.394313,41.950247,752,70,9884.26082263,48
UMTS,88,25252496,12.389744,41.943349,259,3,9648.19178975,31
UMTS,99,21992973,12.395667,41.893649,2241,9,7189.52390624,229
UMTS,1,98961331,12.615512,41.895547,444,4,9168.18095283,156
UMTS,1,98371953,12.592796,41.944246,387,7,9586.43691684,122
UMTS,88,25804169,12.472799,41.898911,193,7,1746.1643547,159
UMTS,88,25796345,12.474818,41.897027,13,4,1507.65480029,130
