radio,net,cell,lon,lat,range,samples,distance,grado
UMTS,1,98894364,12.521339,41.893528,452,6,2186.46680504,181
UMTS,1,98900208,12.526009,41.89332,31,3,2525.59085097,114
UMTS,88,25245434,12.482071,41.865524,12,5,2845.48438285,140
UMTS,1,98500826,12.425415,41.900037,871,11,5089.73621611,152
UMTS,88,25307352,12.406349,41.803478,3835,5,11562.4141574,401
UMTS,88,25305506,12.45184,41.854613,500,7,4967.91168203,179
UMTS,88,25401650,12.554062,41.831223,1842,3,7999.08055024,281
UMTS,88,25698696,12.460138,41.884318,492,8,2477.8293951,168
UMTS,10,10381980,12.455014,41.911125,16,4,3621.40704772,73
UMTS,88,25233403,12.457097,41.894127,380,36,2653.49880329,163
UMTS,88,25239883,12.457087,41.895222,261,9,2677.13446999,152
UMTS,99,19334082,12.426812,41.939316,194,5,7319.57896379,52
UMTS,99,19334088,12.427415,41.938911,742,9,7256.12935065,67
UMTS,99,19374372,12.428856,41.939211,46,2,7210.61939048,45
UMTS,99,19334085,12.427124,41.939122,83,4,7288.04169861,48
UMTS,10,10401939,12.486964,41.897419,150,2,899.134195909,142
UMTS,1,98518955,12.427138,41.892184,1,3,4846.90216184,79
UMTS,10,10035833,12.454377,41.826765,20,2,7594.40117527,131
UMTS,88,25468186,12.564878,41.897556,470,4,5450.4017176,210
UMTS,88,25438701,12.565542,41.893048,701,6,5446.65801201,248
UMTS,1,98897712,12.490525,41.859149,4251,3,3453.2874043,1591
UMTS,1,98895300,12.487386,41.883059,2023,26,872.324299915,838
UMTS,1,98894372,12.500397,41.885523,1575,11,791.394321938,630
UMTS,10,10412525,12.505433,41.908265,163,3,2235.28695844,115
UMTS,1,98903750,12.507656,41.908665,0,2,2350.79097216,95
GSM,88,17603,12.565813,41.896906,6,2,5508.73553986,157
UMTS,1,98501138,12.423997,41.892455,17,2,5081.36985021,73
UMTS,88,25438558,12.523761,41.927415,180,8,4755.09644146,90
UMTS,99,21337523,12.519051,41.920652,254,3,3928.44786698,89
UMTS,88,25436747,12.480667,41.92167,11,3,3608.86402695,63
UMTS,88,25233412,12.47651,41.915226,1322,10,3024.25025426,305
UMTS,88,25373349,12.641383,41.866648,156,2,11372.1231995,84
UMTS,99,18061698,12.468908,41.906547,25,4,2518.69023429,115
UMTS,99,21338091,12.510403,41.907258,76,3,2326.60331967,103
UMTS,99,18684038,12.518462,41.895519,72,3,2029.80137926,130
UMTS,99,18684035,12.518196,41.895782,13,2,2019.7682939,122
UMTS,88,25467325,12.524253,41.927141,11,3,4746.7249804,79
UMTS,88,25373175,12.55795,41.860791,21,2,5866.46707848,154
UMTS,10,10362490,12.469666,41.943744,0,2,6191.9310046,50
UMTS,88,25401642,12.554655,41.861539,271,3,5617.3872258,178
GSM,88,17253,12.445278,41.856817,117,2,5095.86490895,91
UMTS,88,25299029,12.444636,41.856534,688,18,5151.46616451,161
UMTS,10,10414631,12.535884,41.887715,52,2,3245.97722034,120
UMTS,10,10084436,12.550042,41.859906,6,3,5449.04127963,130
UMTS,10,10084433,12.549933,41.859962,8,5,5438.83151371,130
UMTS,10,10084430,12.550009,41.859932,9,7,5445.32899515,130
UMTS,10,9510114,12.442984,41.830228,16120,2,7607.24785606,6209
UMTS,88,25240608,12.463769,41.889116,64,4,2124.42818598,116
UMTS,88,25245444,12.470848,41.886257,371,11,1653.79054687,186
UMTS,88,25336228,12.415649,41.802859,2373,6,11255.7522114,269
UMTS,88,25299008,12.469245,41.865249,163,2,3259.3306458,145
UMTS,88,25335800,12.470444,41.859882,211,2,3740.55963826,161
UMTS,88,25716544,12.467108,41.87639,1286,6,2420.37074992,386
UMTS,10,10084762,12.565581,41.897384,415,28,5499.19250407,199
UMTS,10,10084759,12.566259,41.898597,1056,27,5570.17981402,291
UMTS,10,10084765,12.566007,41.897459,164,8,5531.71565322,175
UMTS,88,25436853,12.529172,41.888582,171,5,2741.71970452,129
UMTS,88,25438780,12.544856,41.890145,1294,2,3900.83819398,284
GSM,88,8872,12.562954,41.896821,225,3,5297.1119245,180
UMTS,10,10084287,12.565498,41.901198,481,2,5571.06101445,189
UMTS,99,19373005,12.487162,41.945179,28,4,6130.15560301,60
UMTS,1,98372188,12.485157,41.896917,498,4,920.088883453,226
UMTS,10,10414720,12.531321,41.911194,232,11,3722.20793372,112
UMTS,88,25439330,12.521054,41.950808,17,2,7073.89454728,60
GSM,1,44664,12.389415,41.820873,882,2,10851.3819102,109
UMTS,88,25316140,12.443303,41.846043,1173,5,6110.5615979,218
UMTS,88,25245443,12.467421,41.886298,3751,14,1899.44932947,1943
GSM,10,28357,12.48217,41.801379,52,5,9904.9608781,129
UMTS,88,25373729,12.583411,41.874195,47,4,6992.72356419,140
UMTS,88,25373727,12.584213,41.874611,105,2,7038.84268858,140
UMTS,10,10075979,12.338768,41.88445,1663,2,11421.6712256,67
UMTS,1,98900445,12.511181,41.905897,570,2,2240.33535076,162
UMTS,1,98903663,12.50778,41.902298,167,2,1770.72632478,134
UMTS,1,98898716,12.507415,41.900756,306,4,1625.04231538,165
UMTS,88,25442094,12.538896,41.890728,18,6,3458.78040807,120
UMTS,10,10084266,12.482525,41.801327,3,2,9908.7586838,124
UMTS,88,25306154,12.412678,41.811681,54,5,10543.2174853,85
UMTS,88,25438598,12.528985,41.939289,42,7,6104.2169691,85
UMTS,88,25438599,12.529397,41.939274,39,2,6116.44638924,86
UMTS,88,25305525,12.495815,41.830499,0,4,6642.35082231,108
UMTS,88,25239829,12.476767,41.899133,14,2,1526.263327,119
UMTS,88,25239871,12.477043,41.899296,104,7,1522.8181617,138
UMTS,88,25242821,12.479003,41.900469,28,2,1513.73466108,120
UMTS,88,25233352,12.482266,41.895406,407,8,947.405705097,212
UMTS,88,25698701,12.457047,41.883289,33,5,2729.81876582,126
UMTS,99,18719318,12.571241,41.926021,36,2,7089.83612182,114
UMTS,99,18719315,12.570139,41.926266,60,2,7037.81071937,117
UMTS,99,16719269,12.616433,41.845175,49,2,10484.3147793,127
UMTS,88,25384670,12.624778,41.851659,55,2,10725.2917658,109
UMTS,88,25403192,12.626034,41.851683,157,3,10809.783676,112
UMTS,88,25305539,12.471609,41.828767,139,4,7000.99040284,134
UMTS,1,98904009,12.462065,41.882899,105,4,2388.76887139,131
UMTS,88,25315512,12.490441,41.7929,1401,4,10820.2189655,186
UMTS,88,25311552,12.502266,41.798213,1323,6,10254.8956296,190
UMTS,88,25307349,12.501697,41.803156,1872,11,9703.49455176,259
UMTS,99,18678534,12.584034,41.883805,377,5,6846.75545752,157
UMTS,99,18716231,12.558938,41.898925,26,4,5041.94235609,141
UMTS,88,25438626,12.536883,41.897623,2,7,3411.12942199,104
UMTS,88,25699666,12.40525,41.909916,12,4,6831.00945149,57
UMTS,88,25701466,12.405201,41.909995,9,4,6837.28913369,57
UMTS,88,25379038,12.61731,41.910126,12,2,9545.11374289,120
UMTS,88,25376518,12.61736,41.909921,68,6,9543.43433087,125
UMTS,10,10085341,12.612757,41.89204,4291,329,8946.16638562,810
UMTS,10,10085344,12.604707,41.871248,1822,249,8605.62215844,330
UMTS,10,10085345,12.609125,41.879031,2038,231,8761.01183395,337
UMTS,88,25257778,12.493263,41.894737,164,3,512.334125006,155
UMTS,88,25246037,12.519326,41.908931,115,8,2893.74442935,108
UMTS,88,25384450,12.652049,41.890632,5800,3,11861.8261573,595
UMTS,88,25700631,12.440724,41.918948,77,11,4994.09098915,66
GSM,1,38502,12.491409,41.892265,289,2,242.551598098,187
UMTS,10,10059920,12.482309,41.801572,65,8,9882.77528026,130
UMTS,10,10084259,12.481826,41.801624,6,3,9879.77101501,124
UMTS,99,18719725,12.524822,41.91309,4,3,3510.32190003,86
UMTS,99,18719722,12.529783,41.911163,463,2,3631.80492306,133
UMTS,10,10059926,12.482281,41.801499,61,8,9891.02818151,129
UMTS,1,98838401,12.515238,41.9356,29,2,5331.62507143,71
UMTS,88,25336219,12.467933,41.863326,171,5,3492.59022692,151
UMTS,88,25700651,12.413183,41.924555,101,10,7014.1787983,55
UMTS,99,18023376,12.4277,41.843703,28,3,7052.20176137,81
UMTS,99,18060986,12.427919,41.843855,9,4,7028.75570672,81
UMTS,99,18025275,12.42797,41.843852,7,2,7026.42539129,80
UMTS,1,98963883,12.5926,41.858536,842,24,8234.08996285,258
GSM,1,4537,12.598961,41.858952,3795,10,8644.7452871,914
UMTS,1,98966286,12.617628,41.867909,1859,7,9627.26249848,336
UMTS,1,98829644,12.515131,41.935686,4,2,5338.16319995,70
UMTS,99,18678075,12.514105,41.88209,39,3,1850.07986644,130
UMTS,88,25239860,12.483456,41.891714,246,14,681.044436836,182
UMTS,99,18718577,12.520415,41.877523,761,6,2515.69800701,231
UMTS,1,98445017,12.416655,41.818004,164,3,9796.74110697,91
UMTS,99,18718574,12.523912,41.873902,367,6,2962.16475087,158
UMTS,99,18719351,12.594307,41.910605,22,4,7908.44427789,121
UMTS,99,18719354,12.594426,41.910412,25,2,7910.7623122,123
UMTS,88,25701017,12.419262,41.900709,31,3,5552.20191778,77
UMTS,88,25336299,12.485894,41.851461,43,2,4332.22753689,146
UMTS,88,25299036,12.489617,41.847631,20,4,4736.07462203,134
UMTS,88,25310941,12.477106,41.856523,1396,2,3909.72297561,430
UMTS,10,10412234,12.504487,41.880263,38,10,1424.71639644,149
UMTS,10,10412237,12.504522,41.880279,35,9,1424.98987337,149
UMTS,10,10412231,12.504625,41.880349,23,7,1423.87809167,148
UMTS,10,10085241,12.591473,41.868409,12,3,7749.15516784,130
UMTS,10,10411909,12.488143,41.979273,11081,12,9915.14629976,2382
UMTS,10,10413629,12.560518,41.945124,36,5,7939.01380974,105
UMTS,10,10085949,12.56031,41.944768,88,11,7898.66600726,108
UMTS,1,98838426,12.560901,41.945002,87,16,7946.784675,109
UMTS,10,10085952,12.558461,41.944937,233,5,7826.14416426,123
UMTS,99,6242717,12.560927,41.944996,27,2,7947.51126877,103
UMTS,99,19372064,12.42647,41.901964,611,25,5064.56308734,123
UMTS,99,19372067,12.431286,41.897806,0,2,4612.72664319,81
UMTS,10,10085355,12.598192,41.855568,281,2,8751.14864435,181
GSM,88,17254,12.446606,41.863938,24,4,4476.67276372,90
UMTS,99,18719322,12.583094,41.888618,315,4,6742.74938744,154
UMTS,99,18684023,12.582403,41.888908,193,2,6690.71201704,142
UMTS,99,18678535,12.58329,41.888603,63,3,6757.34250481,136
UMTS,99,18719328,12.582804,41.888817,270,3,6720.6994548,149
UMTS,99,18678538,12.583167,41.888182,17,2,6749.55738722,135
GSM,88,18637,12.519487,41.908946,30,3,2903.24402541,102
UMTS,99,19372949,12.450482,41.894744,2,2,3149.41714509,97
UMTS,99,19371417,12.444942,41.895011,500,3,3560.47070359,128
UMTS,88,25699646,12.462363,41.870213,19,3,3143.27315982,129
UMTS,88,25701446,12.462215,41.8704,10,2,3136.44574384,127
UMTS,88,25701448,12.462512,41.870261,133,10,3131.67360773,144
UMTS,99,19339354,12.410538,41.926307,15,4,7285.45193845,48
UMTS,99,18023125,12.452107,41.852392,356,5,5155.20525999,156
UMTS,99,18718019,12.563577,41.861268,60,8,6190.0727606,165
UMTS,88,25504546,12.512166,41.985195,1760,7,10671.2906673,158
UMTS,88,25502595,12.493105,41.931199,9,4,4563.53057773,62
UMTS,88,25323242,12.479245,41.828615,6,4,6915.41218283,108
UMTS,88,25438625,12.536884,41.897605,0,2,3410.71512427,104
UMTS,99,16751554,12.626646,41.868443,65,2,10261.6628812,99
UMTS,99,16717766,12.626503,41.867838,9,2,10267.360709,100
UMTS,99,16755514,12.632342,41.862261,0,2,10848.9596537,90
UMTS,88,25249997,12.519605,41.908692,98,3,2889.12793515,105
UMTS,1,98899496,12.514771,41.892131,305,5,1680.73700627,173
UMTS,1,98897653,12.511487,41.89442,308,4,1499.07584145,182
UMTS,10,10396149,12.525973,41.911537,47,4,3448.3965994,95
UMTS,1,98962457,12.580604,41.811539,1348,16,10927.3475894,221
UMTS,99,19340889,12.456231,41.906114,1,2,3214.62261429,101
UMTS,1,98895115,12.482246,41.875681,262,3,1777.35723491,176
UMTS,1,98900456,12.48169,41.876813,266,2,1683.00495628,173
UMTS,1,98894237,12.476528,41.885883,632,3,1266.87646307,258
UMTS,88,25305529,12.426682,41.800306,4507,2,11119.3699453,624
UMTS,99,21300957,12.494102,41.894803,20,4,531.509588202,133
UMTS,1,98500683,12.462905,41.947073,655,5,6695.8541064,65
UMTS,1,98500937,12.467772,41.94815,2,2,6701.8182388,49
UMTS,99,18717437,12.508811,41.8853,164,2,1338.49947422,157
UMTS,99,18678079,12.510061,41.883652,16,3,1503.2159511,139
UMTS,10,10084262,12.481614,41.801495,44,2,9895.32622206,126
UMTS,88,25373758,12.603863,41.818122,3973,5,11521.1363802,545
UMTS,88,25401751,12.621963,41.832155,1577,4,11585.4573481,191
UMTS,10,10065567,12.576254,41.837913,965,2,8520.19469033,258
GSM,88,18825,12.558724,41.883622,172,2,4983.99904479,140
UMTS,10,10086869,12.602266,41.943479,14,3,10093.6105821,92
UMTS,88,25700651,12.414791,41.924418,4758,54,6905.91941876,743
UMTS,88,25700653,12.41062,41.923933,1125,21,7137.88230919,91
UMTS,88,25692221,12.456456,41.882077,690,177,2812.16563016,179
UMTS,88,25692215,12.455848,41.882635,699,77,2836.02524571,176
UMTS,88,25700634,12.452559,41.912684,266,2,3872.64343309,78
UMTS,88,25371374,12.577322,41.86943,4,2,6719.21637947,137
UMTS,88,25373174,12.577298,41.869271,6,2,6723.62804564,138
UMTS,88,25436821,12.538265,41.911838,72,9,4177.19292659,100
UMTS,88,25271513,12.482811,41.895598,319,8,929.525638415,192
UMTS,88,25233448,12.487803,41.883343,138,3,830.767339879,155
UMTS,88,25233439,12.502972,41.88482,821,3,989.420236045,317
UMTS,88,25270561,12.535609,41.852283,4437,2,5299.40157146,1151
UMTS,88,25242046,12.518757,41.888907,304,2,1967.58260093,157
UMTS,88,25240884,12.525348,41.874553,7052,4,3004.85024358,3873
UMTS,88,25240246,12.532451,41.864262,5774,3,4144.77455262,2513
UMTS,88,25436982,12.556521,41.891018,210,3,4768.12003529,150
UMTS,88,25468556,12.572981,41.897633,1173,3,6047.2084817,290
UMTS,88,25384451,12.625312,41.892553,3148,2,9879.78224928,388
GSM,88,16882,12.436068,41.797589,126,2,11111.7958369,85
UMTS,1,98379688,12.57286,41.923363,279,4,7029.8274981,126
UMTS,88,25438587,12.561933,41.950456,25,3,8468.08578308,97
UMTS,88,25438893,12.564689,41.947204,437,2,8315.48934313,127
UMTS,1,98961116,12.486027,41.824869,609,2,7278.57245849,142
GSM,88,10539,12.413924,41.923855,96,2,6925.63799966,55
UMTS,88,25436841,12.554505,41.893231,210,2,4630.08098624,143
UMTS,88,25439982,12.534097,41.890166,685,2,3101.80669403,188
UMTS,88,25259110,12.514904,41.910811,5,4,2842.66657449,89
UMTS,88,25271346,12.468722,41.890375,0,2,1753.50078984,124
UMTS,88,25239865,12.473484,41.890573,170,2,1400.40956541,166
UMTS,88,25239866,12.474226,41.889023,159,2,1350.64694239,166
UMTS,88,25270653,12.478294,41.889936,266,5,1042.80707716,189
UMTS,88,25270563,12.508847,41.886902,153,2,1279.36488065,160
UMTS,88,25271542,12.516143,41.892626,135,2,1789.39447916,152
UMTS,88,25371409,12.604807,41.845067,26,8,9740.85709238,150
UMTS,88,25379303,12.598166,41.843252,4,2,9431.81490002,152
UMTS,10,10085441,12.497716,41.98283,34,4,10313.6606713,56
UMTS,88,25405093,12.615862,41.90406,1465,5,9304.53085115,229
UMTS,10,10084062,12.504937,41.990843,289,19,11236.2920745,78
UMTS,88,25318941,12.41523,41.807043,953,2,10873.2237356,117
UMTS,10,10085444,12.497035,41.98296,66,4,10326.2712028,57
UMTS,10,10086159,12.580441,41.887688,4095,6,6549.28103325,1026
UMTS,88,25319178,12.470797,41.812187,68,3,8820.06565873,115
UMTS,88,25299045,12.49589,41.830508,2,6,6641.56962686,108
GSM,88,55763,12.468342,41.813196,1527,2,8744.98403111,307
UMTS,1,98372684,12.611458,41.899859,19,2,8913.30287749,128
UMTS,88,25704167,12.464846,41.895583,10994,6,2128.15863765,5485
UMTS,99,5608938,12.450463,41.788188,166,5,11761.0357857,76
UMTS,99,5608937,12.452499,41.795386,677,23,10949.2156181,148
UMTS,99,18064493,12.453813,41.801297,32,2,10290.2299388,116
UMTS,99,18064492,12.458908,41.811105,1139,23,9137.50325919,243
UMTS,99,18064495,12.461956,41.81654,1443,25,8494.48894818,306
UMTS,99,18063476,12.465075,41.818772,168,2,8195.22719176,134
UMTS,99,18064455,12.469239,41.827244,188,6,7206.14116937,129
UMTS,99,18064494,12.469726,41.831074,278,8,6784.11064969,167
UMTS,99,18061216,12.471209,41.834423,308,9,6395.9917076,166
UMTS,99,18064484,12.473135,41.837464,982,9,6033.29610614,264
UMTS,99,18026646,12.473567,41.83879,189,6,5882.41447162,144
UMTS,99,18066395,12.4665,41.841403,2605,30,5753.42582242,693
UMTS,99,18061214,12.476965,41.842746,981,5,5397.04090281,271
UMTS,99,18064475,12.48322,41.849086,583,27,4619.73451237,217
UMTS,99,18064474,12.490428,41.854134,251,9,4010.97187333,169
UMTS,99,18063426,12.49165,41.85718,195,5,3670.03606313,160
UMTS,99,18064176,12.488994,41.856879,169,6,3711.44490702,162
UMTS,99,18064476,12.487419,41.854682,267,3,3964.33916332,180
UMTS,1,98906268,12.471383,41.910272,5,4,2723.7598981,105
UMTS,99,19334041,12.48776,41.960744,1621,41,7856.69499017,99
UMTS,99,19334047,12.487892,41.960092,482,21,7783.82191421,56
UMTS,99,19334044,12.488476,41.962538,2506,15,8053.984727,158
UMTS,88,25700645,12.444709,41.933012,75,2,5934.83500315,52
UMTS,88,25698845,12.443197,41.932828,87,6,5986.2482578,51
UMTS,88,25373210,12.594763,41.852322,2943,5,8692.05768224,689
UMTS,88,25438637,12.577098,41.910622,4938,31,6694.78657463,1254
UMTS,1,98503136,12.391046,41.884806,647,26,7545.32093552,80
UMTS,88,25373202,12.606201,41.858526,4299,2,9157.62130342,987
UMTS,10,10067353,12.375479,41.917667,10,2,9203.39843517,37
UMTS,1,98966284,12.629673,41.873804,96,2,10359.5007633,103
UMTS,1,98370782,12.564181,41.884716,31,2,5370.16211602,131
UMTS,99,18678759,12.580651,41.876778,33,4,6725.44585073,135
GSM,88,8825,12.54861,41.948085,2,2,7679.83118066,88
UMTS,88,25438593,12.548683,41.948052,31,5,7679.70855837,88
UMTS,99,13879298,12.604301,41.834509,1887,3,10363.7062718,380
UMTS,99,21338547,12.525075,41.907634,599,14,3112.45573276,154
UMTS,99,18024004,12.462396,41.838591,3320,25,6152.54277981,874
UMTS,99,18062012,12.5005,41.827152,621,2,7035.76261642,143
UMTS,99,21965407,12.519753,41.818304,1377,13,8248.7090771,194
UMTS,99,21965404,12.515044,41.821284,867,3,7845.49679501,153
UMTS,88,25308136,12.506303,41.804006,9803,115,9639.94683799,2525
UMTS,99,19374004,12.460691,41.924503,340,8,4483.8978869,75
UMTS,99,19374007,12.458867,41.92233,51,4,4355.81482467,65
UMTS,88,25502935,12.366993,41.942902,33,2,11005.9726144,17
UMTS,99,18022968,12.476215,41.825455,26,5,7297.04129549,111
GSM,88,8654,12.450498,41.804827,1203,4,9987.37695159,258
GSM,1,39166,12.450163,41.907898,95,2,3701.00563521,82
UMTS,99,18023316,12.474808,41.82208,507,8,7684.57451138,156
UMTS,99,18064536,12.519412,41.821397,34,4,7909.32295707,89
UMTS,99,18064535,12.516941,41.82007,47,2,8008.35157017,91
UMTS,88,25242702,12.463606,41.90305,55,2,2569.72344384,175
UMTS,88,25233399,12.455577,41.90215,62,5,3037.59893817,135
UMTS,88,25305504,12.459465,41.848723,22,7,5216.12908858,133
UMTS,99,18022965,12.47613,41.825462,55,10,7297.31012748,113
UMTS,88,25271548,12.467408,41.91429,377,6,3259.30781443,126
UMTS,88,25730775,12.459884,41.939831,2552,6,6026.51654902,258
UMTS,88,25336957,12.394768,41.810337,6522,18,11457.2959243,711
UMTS,88,25700608,12.395769,41.880812,9799,5,7245.84656798,3193
UMTS,99,21338079,12.500831,41.90187,609,9,1446.10534049,260
UMTS,10,10085543,12.5153,41.970153,69,2,9058.19810391,63
UMTS,99,18719309,12.574824,41.906639,3033,5,6395.28225203,644
UMTS,99,18692856,12.564404,41.917734,602,5,6169.5198009,153
UMTS,99,18718377,12.549294,41.913954,1096,6,4990.11397415,203
UMTS,10,10085955,12.554496,41.94559,47,2,7702.61226679,97
UMTS,10,10071114,12.564528,41.951602,1181,76,8687.1508951,188
UMTS,10,10071113,12.556172,41.948766,410,43,8060.84734138,117
UMTS,99,18061561,12.51136,41.884147,5299,3,1564.02461654,2997
UMTS,99,18060934,12.489359,41.865995,7987,7,2698.26674942,4371
UMTS,10,10085951,12.551748,41.947145,31,7,7723.2207927,95
UMTS,10,10414840,12.543602,41.940608,949,11,6780.96994081,182
UMTS,10,10414843,12.543148,41.940699,48,4,6770.47685578,94
UMTS,10,10065670,12.551259,41.944969,792,9,7504.59905875,161
UMTS,10,10071110,12.553557,41.945224,276,24,7628.24791125,121
UMTS,99,5610743,12.383545,41.871981,83,3,8327.27797573,58
UMTS,1,98829665,12.490195,41.926832,3,2,4080.53005967,60
UMTS,99,18063429,12.493886,41.857503,331,11,3635.59517516,181
UMTS,99,18062017,12.491892,41.845012,3845,3,5023.19449806,1080
UMTS,99,18062011,12.503756,41.83708,46,2,5965.91831946,113
UMTS,99,18062014,12.504233,41.837036,13,2,5975.89431161,109
UMTS,1,98830066,12.513464,41.929407,1,3,4637.70525242,66
UMTS,1,98503731,12.394687,41.905359,351,4,7446.81776918,75
GSM,1,6895,12.401197,41.911565,179,2,7175.56387497,63
UMTS,1,98507205,12.421349,41.912479,1182,2,5827.25897208,133
UMTS,1,98510416,12.421267,41.925865,10,4,6605.53189321,49
UMTS,1,98838418,12.514911,41.927765,249,3,4505.19035786,86
UMTS,1,98829702,12.514857,41.927704,222,3,4497.39940338,83
UMTS,1,98832095,12.518516,41.924369,277,5,4272.09436982,86
UMTS,10,10085957,12.557172,41.94163,548,6,7481.25809125,139
GSM,1,43041,12.517572,41.923234,311,3,4127.75926062,88
UMTS,10,10084761,12.563434,41.89384,23,4,5296.47347409,146
UMTS,10,10414721,12.526083,41.911969,24,3,3487.55803684,94
UMTS,88,25504050,12.391147,41.945027,1317,12,9682.64355251,68
UMTS,88,25438702,12.605248,41.916848,564,2,8897.36688009,171
UMTS,99,18028215,12.452466,41.874912,7,2,3412.32386409,102
UMTS,99,18028216,12.44811,41.874662,58,2,3709.26921639,96
UMTS,88,25706729,12.46299,41.936596,294,11,5604.80316236,66
UMTS,99,18023306,12.436129,41.832505,485,6,7651.39940074,120
UMTS,1,98506259,12.426081,41.895563,62,10,4956.78908547,83
UMTS,1,98500830,12.425927,41.895282,8,5,4964.45497099,80
UMTS,88,25698886,12.473367,41.951059,36,5,6917.19091796,51
UMTS,1,98503269,12.4221,41.90307,52,2,5410.09371715,85
UMTS,88,25438641,12.548433,41.892928,34,4,4177.85304869,121
UMTS,1,98505209,12.410485,41.912347,817,3,6560.92042546,103
GSM,1,39998,12.389207,41.90327,4475,7,7796.90650481,501
UMTS,1,98507577,12.392573,41.904298,113,2,7574.40176058,61
UMTS,1,98507244,12.391103,41.901854,96,7,7630.11230516,67
UMTS,1,98523502,12.391266,41.901688,211,15,7615.04354975,73
UMTS,88,25257679,12.503573,41.901475,13,4,1509.12637803,131
UMTS,99,18064084,12.444706,41.854146,245,3,5344.00228121,115
GSM,1,7335,12.565112,41.831108,2120,12,8505.39225335,400
GSM,88,8739,12.413904,41.92488,75,2,6989.25321548,54
UMTS,88,25337489,12.459742,41.848503,156,7,5228.21986517,145
UMTS,1,98961408,12.530014,41.868767,108,2,3673.89461334,134
UMTS,88,25240247,12.524606,41.884006,15,2,2493.02230668,107
UMTS,88,25704188,12.423778,41.93622,435,10,7223.18909908,56
UMTS,1,98374813,12.540807,41.893801,534,4,3622.80463563,168
GSM,10,29317,12.56928,41.865092,39,2,6358.01044411,156
GSM,10,29673,12.569843,41.864895,87,2,6405.17779715,157
UMTS,99,5611114,12.418276,41.945461,9,4,8252.0482926,36
UMTS,88,25438636,12.57623,41.914125,910,15,6777.84635621,196
UMTS,88,25436836,12.577248,41.914471,30,2,6862.5290235,123
UMTS,88,25438638,12.571086,41.911952,187,3,6331.78221394,131
UMTS,88,25438732,12.588163,41.893799,253,4,7128.75724383,136
UMTS,88,25239857,12.494115,41.894943,45,7,546.843684776,137
UMTS,1,98965887,12.491472,41.828599,47,5,6848.94187437,103
UMTS,88,25299027,12.449548,41.854977,334,13,5041.18759723,141
UMTS,88,25305501,12.45664,41.857551,179,5,4492.98100557,131
UMTS,88,25532785,12.485675,41.997313,1734,4,11927.0484925,101
UMTS,88,25311252,12.409535,41.815625,4,2,10320.2200025,80
UMTS,88,25704479,12.416922,41.879659,8,2,5720.58166148,68
UMTS,88,25700602,12.416938,41.879658,8,2,5719.44130822,68
UMTS,88,25242684,12.515142,41.896665,178,3,1841.65697601,146
UMTS,88,25239915,12.513731,41.897858,107,3,1804.68489456,126
UMTS,99,18716765,12.55137,41.859057,86,5,5584.89848049,138
UMTS,88,25698810,12.423713,41.902368,117,5,5274.01817138,87
UMTS,88,25313787,12.437676,41.852477,15,3,5834.64154396,78
UMTS,88,25438705,12.579538,41.881893,1,3,6541.1765465,143
UMTS,1,98900693,12.460898,41.898515,132,7,2512.22475863,157
UMTS,1,98895657,12.461913,41.898129,335,12,2426.33371493,210
UMTS,88,25438689,12.536061,41.87307,6,4,3763.32008636,118
UMTS,1,98895608,12.499055,41.874257,200,2,1839.33976605,165
UMTS,1,98966210,12.501826,41.862803,444,2,3124.82295316,183
UMTS,88,25233443,12.502807,41.881128,624,10,1271.73839669,240
UMTS,1,98944401,12.460243,41.897156,18,2,2506.58859473,123
UMTS,88,25373180,12.560233,41.857998,615,6,6182.34148139,220
UMTS,88,25242047,12.523603,41.887318,28,2,2344.00117491,116
UMTS,88,25467388,12.524193,41.888088,169,2,2377.56235558,128
UMTS,88,25468523,12.526848,41.890561,45,2,2563.82324084,122
UMTS,99,19373755,12.444602,41.904809,393,2,3901.05787568,97
UMTS,88,25371400,12.608474,41.900721,2,4,8705.81084288,124
UMTS,88,25374327,12.626369,41.890948,2150,6,9954.95421623,253
UMTS,99,18064059,12.442169,41.876717,102,6,4014.29528994,99
UMTS,99,18064056,12.441915,41.876202,28,5,4053.39801406,93
UMTS,88,25305562,12.420806,41.845189,337,3,7295.58631391,77
UMTS,99,16717755,12.618821,41.848172,31,7,10487.9939389,118
UMTS,88,25698856,12.362997,41.871305,5208,21,9830.02364558,321
UMTS,99,18719325,12.582775,41.888615,106,3,6719.07502317,138
UMTS,99,18062188,12.467713,41.872942,165,2,2648.51666389,154
UMTS,99,18060937,12.473822,41.860183,975,4,3607.65008722,314
UMTS,99,18064021,12.468484,41.867572,215,6,3074.81337737,153
UMTS,99,18064022,12.475015,41.861258,462,4,3463.55291781,196
UMTS,88,25734213,12.418865,41.869901,88,2,5902.60528361,64
UMTS,99,16717758,12.618682,41.848269,13,4,10473.958824,118
UMTS,99,18064025,12.473749,41.85886,227,5,3746.11451542,166
UMTS,99,18061564,12.477058,41.864682,646,10,3053.63324477,221
UMTS,99,18061612,12.4828,41.872516,355,9,2087.54493676,198
UMTS,99,19374017,12.458316,41.919408,0,2,4118.09511112,67
UMTS,99,19374014,12.458255,41.919447,7,4,4124.30157679,67
UMTS,88,25507851,12.485949,41.994056,7,5,11564.2521337,45
UMTS,99,18060931,12.478156,41.856515,67,6,3888.75861223,156
UMTS,99,18060932,12.47442,41.856072,1030,6,4019.26687019,322
UMTS,99,18024001,12.464254,41.840066,2203,6,5950.16192894,548
