radio,net,cell,lon,lat,range,samples,distance
UMTS,10,582381,12.481517,41.951017,188,58,6814
UMTS,10,582379,12.484544,41.950367,130,20,6720
UMTS,10,647027,12.477165,41.937797,99,13,5415
UMTS,10,583360,12.468857,41.937028,514,51,5495
UMTS,10,583359,12.467568,41.939064,701,55,5740
UMTS,10,581481,12.473548,41.937341,30,8,5428
UMTS,10,584340,12.464507,41.944992,37,9,6438
UMTS,10,581430,12.465677,41.944867,55,19,6397
UMTS,10,568461,12.467888,41.942666,36,15,6114
UMTS,10,582331,12.468056,41.942718,3,12,6116
UMTS,10,583802,12.467746,41.942465,4,3,6096
GSM,10,64042,12.46786,41.942768,3,2,6126
GSM,10,1631,12.467839,41.942777,8,2,6127
UMTS,10,647028,12.48347,41.944785,992,57,6109
UMTS,10,647247,12.541802,41.862864,587,166,4766
UMTS,10,647246,12.550923,41.863437,310,34,5269
UMTS,10,647245,12.546582,41.864897,447,76,4912
UMTS,10,648525,12.545321,41.864767,900,24,4844
UMTS,10,649986,12.534272,41.860842,692,124,4509
GSM,10,29833,12.541195,41.86089,1001,28,4875
GSM,10,29612,12.52986,41.855084,537,42,4795
GSM,10,29392,12.528875,41.855833,678,41,4685
UMTS,10,649987,12.519399,41.856447,665,168,4255
UMTS,10,582020,12.511828,41.856369,951,101,4028
UMTS,10,581590,12.507886,41.858121,840,25,3747
UMTS,10,582019,12.501803,41.859539,289,54,3479
UMTS,10,581594,12.489192,41.853558,1043,71,4079
GSM,10,28611,12.481181,41.84786,23,7,4778
GSM,10,28612,12.480679,41.847375,74,11,4838
UMTS,10,566781,12.477356,41.84451,462,29,5199
UMTS,10,581731,12.479781,41.846568,466,100,4938
UMTS,10,581629,12.474808,41.840989,511,85,5623
UMTS,10,582109,12.472519,41.836523,1077,96,6145
UMTS,10,551572,12.469991,41.832076,120,18,6671
UMTS,10,582110,12.469021,41.830343,1197,115,6875
UMTS,10,582111,12.466052,41.826936,446,113,7299
UMTS,10,568739,12.465297,41.823249,209,53,7709
UMTS,10,568742,12.467342,41.824645,644,118,7520
UMTS,10,568743,12.456832,41.806405,1618,301,9682
UMTS,10,583399,12.44861,41.794208,290,55,11155
UMTS,10,583949,12.444956,41.795493,122,35,11102
UMTS,10,585600,12.443661,41.796669,147,17,11009
UMTS,10,549041,12.443228,41.797508,623,648,10931
UMTS,10,581361,12.441236,41.798138,37,6,10916
UMTS,10,549040,12.453206,41.800825,379,49,10353
UMTS,10,549039,12.456638,41.800425,57,14,10327
UMTS,10,647077,12.461444,41.799844,340,67,10305
UMTS,10,581593,12.498501,41.859613,265,54,3429
GSM,10,28899,12.491419,41.854987,548,67,3914
GSM,10,28617,12.486172,41.851247,42,9,4353
GSM,10,21437,12.483589,41.849415,276,40,4579
GSM,10,21439,12.479577,41.84655,43,12,4943
UMTS,10,647078,12.456929,41.807935,75,6,9516
UMTS,10,581969,12.464328,41.81826,217,45,8264
GSM,10,30087,12.464745,41.817977,7,3,8286
UMTS,10,646917,12.466844,41.819149,287,53,8123
UMTS,10,646920,12.469323,41.819818,121,27,8009
GSM,10,28342,12.469789,41.831195,187,25,6769
GSM,10,28348,12.471265,41.833829,65,10,6459
UMTS,10,581730,12.486931,41.848976,349,63,4599
UMTS,10,566780,12.488794,41.848102,33,7,4686
UMTS,10,566779,12.491054,41.849721,36,13,4500
UMTS,10,581729,12.492019,41.850411,83,25,4422
UMTS,10,569080,12.496083,41.8513,280,72,4332
UMTS,10,569079,12.50958,41.853131,943,172,4314
UMTS,10,646957,12.513442,41.852286,325,28,4496
UMTS,10,647906,12.518094,41.857343,70,14,4122
UMTS,10,648526,12.527731,41.853323,265,42,4868
GSM,10,28293,12.531522,41.856457,203,23,4746
UMTS,10,648027,12.554821,41.862996,179,46,5537
GSM,10,29319,12.555841,41.862426,26,6,5635
UMTS,10,649005,12.554177,41.861779,226,33,5573
UMTS,10,649007,12.55323,41.862065,230,45,5497
GSM,10,24752,12.463658,41.84898,5745,4,5052
GSM,10,23282,12.448869,41.798495,6,6,10694
GSM,10,59881,12.442523,41.811792,43,4,9469
GSM,10,28353,12.458623,41.794737,2280,3,10905
GSM,10,58753,12.437129,41.819567,43,3,8857
GSM,10,57112,12.478145,41.855408,1,2,4007
GSM,10,57832,12.471559,41.860061,6061,4,3687
GSM,10,29821,12.436949,41.817647,613,4,9053
GSM,10,57411,12.479875,41.870971,7406,5,2327
GSM,10,5991,12.506402,41.904807,40,2,1934
GSM,10,57931,12.503679,41.903301,399,2,1685
GSM,10,29472,12.468443,41.881382,2986,2,2025
GSM,10,29478,12.47805,41.855438,15,3,4006
GSM,10,7571,12.50559,41.903705,39,4,1798
GSM,10,57682,12.455053,41.860709,5183,2,4289
GSM,10,58583,12.503357,41.904389,322,7,1780
GSM,10,56821,12.500234,41.907139,42,3,1976
UMTS,10,50594049,12.541637,41.866062,2256,6,4538
UMTS,10,6219088,12.538275,41.869358,51,4,4122
UMTS,10,6219089,12.535087,41.866726,18,3,4108
UMTS,10,597647,12.595379,41.836585,18,11,9697
GSM,10,30378,12.382352,41.935714,109,2,9613
GSM,10,54242,12.385099,41.909676,507,2,8255
GSM,10,45217,12.436152,41.936927,698,2,6668
GSM,10,46293,12.592537,41.841596,572,3,9193
GSM,10,28353,12.480987,41.800308,50,2,10030
GSM,10,23962,12.590777,41.838267,58,2,9312
GSM,10,28879,12.452122,41.826894,425,7,7644
UMTS,10,10086632,12.440854,41.941427,13,4,6865
UMTS,10,10086629,12.440804,41.941467,13,4,6870
UMTS,10,10084612,12.421049,41.941096,21,3,7754
UMTS,10,10035836,12.454034,41.814302,1382,2,8904
UMTS,10,10035830,12.458716,41.824376,923,3,7731
UMTS,10,10084609,12.421607,41.941039,84,4,7721
UMTS,10,10068510,12.419592,41.943592,1638,6,8032
UMTS,10,10085067,12.57791,41.805851,7,2,11326
UMTS,10,10085061,12.579521,41.806265,131,10,11356
UMTS,10,10084429,12.547966,41.864667,1,2,5011
UMTS,10,10084432,12.548025,41.86474,8,2,5010
UMTS,10,10075121,12.404468,41.965708,45,2,10640
UMTS,10,10075120,12.404938,41.965563,47,5,10606
UMTS,10,10086880,12.568406,41.833029,488,4,8501
UMTS,10,10413761,12.457754,41.936914,359,5,5798
UMTS,10,10085029,12.575515,41.815519,122,5,10346
UMTS,10,10020955,12.646219,41.871942,288,4,11605
UMTS,10,10086879,12.587996,41.834798,409,7,9399
UMTS,10,10020924,12.642351,41.869329,369,8,11377
UMTS,10,10086881,12.585468,41.842565,211,7,8708
UMTS,10,10065561,12.584069,41.843404,32,2,8569
UMTS,10,10085031,12.570921,41.815017,28,2,10192
UMTS,10,10084700,12.5828,41.840883,387,12,8669
UMTS,10,10084706,12.583047,41.841041,336,4,8672
UMTS,10,10085030,12.573117,41.814527,164,7,10331
UMTS,10,10032739,12.458704,41.816054,4719,21,8613
UMTS,10,10086774,12.459894,41.8184,477,2,8338
UMTS,10,10020925,12.631545,41.8666,364,111,10663
UMTS,10,10020926,12.631548,41.866738,31,6,10660
UMTS,10,10020928,12.631448,41.866296,349,31,10665
UMTS,10,10034219,12.611162,41.882503,753,69,8865
UMTS,10,10021493,12.629515,41.866563,98,2,10518
UMTS,10,10021496,12.629787,41.867364,34,2,10516
UMTS,10,10084622,12.629955,41.867089,67,5,10536
UMTS,10,10085346,12.602518,41.865237,762,29,8638
UMTS,10,10085340,12.604817,41.864472,287,2,8827
UMTS,10,10048130,12.620413,41.863739,121,3,9953
UMTS,10,10087221,12.574381,41.880017,18,2,6196
UMTS,10,10085149,12.574148,41.879824,13,2,6183
UMTS,10,10084832,12.469825,41.833992,207,5,6468
UMTS,10,10084835,12.469956,41.834402,218,7,6421
UMTS,10,10084615,12.421396,41.940991,39,5,7728
UMTS,10,10412399,12.502807,41.902016,22,2,1529
UMTS,10,10413054,12.52496,41.871597,69,6,3184
UMTS,10,10085760,12.448193,41.793367,4,2,11254
UMTS,10,10412776,12.523966,41.871361,5,2,3145
UMTS,10,10413051,12.52338,41.871428,6,2,3108
UMTS,10,10398780,12.520131,41.933668,20,4,5260
UMTS,10,10381980,12.455014,41.911125,16,4,3621
UMTS,10,10401939,12.486964,41.897419,150,2,899
UMTS,10,10035833,12.454377,41.826765,20,2,7594
UMTS,10,10412525,12.505433,41.908265,163,3,2235
UMTS,10,10362490,12.469666,41.943744,0,2,6191
UMTS,10,10414631,12.535884,41.887715,52,2,3245
UMTS,10,10084436,12.550042,41.859906,6,3,5449
UMTS,10,10084433,12.549933,41.859962,8,5,5438
UMTS,10,10084430,12.550009,41.859932,9,7,5445
UMTS,10,9510114,12.442984,41.830228,16120,2,7607
UMTS,10,10084762,12.565581,41.897384,415,28,5499
UMTS,10,10084759,12.566259,41.898597,1056,27,5570
UMTS,10,10084765,12.566007,41.897459,164,8,5531
UMTS,10,10084287,12.565498,41.901198,481,2,5571
UMTS,10,10414720,12.531321,41.911194,232,11,3722
GSM,10,28357,12.48217,41.801379,52,5,9904
UMTS,10,10075979,12.338768,41.88445,1663,2,11421
UMTS,10,10084266,12.482525,41.801327,3,2,9908
UMTS,10,10085341,12.612757,41.89204,4291,329,8946
UMTS,10,10085344,12.604707,41.871248,1822,249,8605
UMTS,10,10085345,12.609125,41.879031,2038,231,8761
UMTS,10,10059920,12.482309,41.801572,65,8,9882
UMTS,10,10084259,12.481826,41.801624,6,3,9879
UMTS,10,10059926,12.482281,41.801499,61,8,9891
UMTS,10,10412234,12.504487,41.880263,38,10,1424
UMTS,10,10412237,12.504522,41.880279,35,9,1424
UMTS,10,10412231,12.504625,41.880349,23,7,1423
UMTS,10,10085241,12.591473,41.868409,12,3,7749
UMTS,10,10411909,12.488143,41.979273,11081,12,9915
UMTS,10,10413629,12.560518,41.945124,36,5,7939
UMTS,10,10085949,12.56031,41.944768,88,11,7898
UMTS,10,10085952,12.558461,41.944937,233,5,7826
UMTS,10,10085355,12.598192,41.855568,281,2,8751
UMTS,10,10396149,12.525973,41.911537,47,4,3448
UMTS,10,10084262,12.481614,41.801495,44,2,9895
UMTS,10,10065567,12.576254,41.837913,965,2,8520
UMTS,10,10086869,12.602266,41.943479,14,3,10093
UMTS,10,10085441,12.497716,41.98283,34,4,10313
UMTS,10,10084062,12.504937,41.990843,289,19,11236
UMTS,10,10085444,12.497035,41.98296,66,4,10326
UMTS,10,10086159,12.580441,41.887688,4095,6,6549
UMTS,10,10067353,12.375479,41.917667,10,2,9203
UMTS,10,10085543,12.5153,41.970153,69,2,9058
UMTS,10,10085955,12.554496,41.94559,47,2,7702
UMTS,10,10071114,12.564528,41.951602,1181,76,8687
UMTS,10,10071113,12.556172,41.948766,410,43,8060
UMTS,10,10085951,12.551748,41.947145,31,7,7723
UMTS,10,10414840,12.543602,41.940608,949,11,6780
UMTS,10,10414843,12.543148,41.940699,48,4,6770
UMTS,10,10065670,12.551259,41.944969,792,9,7504
UMTS,10,10071110,12.553557,41.945224,276,24,7628
UMTS,10,10085957,12.557172,41.94163,548,6,7481
UMTS,10,10084761,12.563434,41.89384,23,4,5296
UMTS,10,10414721,12.526083,41.911969,24,3,3487
GSM,10,29317,12.56928,41.865092,39,2,6358
GSM,10,29673,12.569843,41.864895,87,2,6405
UMTS,10,10413394,12.534981,41.870015,4,4,3880
UMTS,10,10413391,12.535003,41.870259,0,2,3865
UMTS,10,10085630,12.565982,41.888547,10,4,5472
UMTS,10,10412049,12.518173,41.888617,263,4,1926
UMTS,10,10413922,12.512741,41.892219,59,4,1532
UMTS,10,10413923,12.510987,41.890274,299,18,1385
UMTS,10,10412402,12.501663,41.899708,2,2,1266
UMTS,10,10075980,12.351513,41.875866,821,13,10576
GSM,10,28632,12.439926,41.853246,81,6,5657
GSM,10,46613,12.455599,41.907986,3,5,3371
GSM,10,801,12.466804,41.949755,25,4,6893
UMTS,10,10403281,12.466756,41.949742,9,3,6892
UMTS,10,17684000,12.444781,41.87526,131,5,3901
UMTS,10,10085433,12.367788,41.915999,1,2,9687
UMTS,10,10086723,12.381191,41.839265,1236,4,10006
UMTS,10,10085170,12.441452,41.872042,502,4,4282
UMTS,10,10084953,12.443032,41.876283,69,7,3973
UMTS,10,10414849,12.529118,41.869037,198,3,3603
UMTS,10,10414852,12.528889,41.869109,218,4,3585
UMTS,10,10067290,12.410973,41.820166,350,792,9853
UMTS,10,10413864,12.530916,41.933634,836,5,5620
UMTS,10,10411863,12.481169,41.900269,428,9,1395
UMTS,10,10411860,12.481135,41.901529,179,4,1512
UMTS,10,10414033,12.48235,41.872906,328,11,2058
UMTS,10,10414030,12.482857,41.870365,794,7,2312
UMTS,10,10035829,12.466278,41.829223,956,8,7049
UMTS,10,10364682,12.482354,41.869774,374,3,2386
UMTS,10,10392769,12.522131,41.908672,40,3,3022
UMTS,10,10085071,12.441139,41.857356,587,5,5269
UMTS,10,10085069,12.441926,41.859101,87,2,5093
UMTS,10,10085012,12.558226,41.808002,307,3,10365
UMTS,10,10085226,12.571736,41.84916,0,2,7453
GSM,10,1542,12.381838,41.832338,1900,4,10423
UMTS,10,10085379,12.432854,41.867466,1087,2,5087
UMTS,10,10085382,12.432056,41.870086,762,2,5002
UMTS,10,10396221,12.439957,41.864582,386,3,4819
UMTS,10,10084951,12.441732,41.874321,548,5,4150
UMTS,10,10085220,12.571562,41.849466,1314,3,7422
UMTS,10,10085169,12.443574,41.868977,64,3,4320
UMTS,10,10084950,12.442949,41.875551,145,4,4011
UMTS,10,10085173,12.442023,41.874419,155,7,4126
UMTS,10,10061342,12.413703,41.888929,277,3,5840
UMTS,10,10084882,12.410619,41.89152,6861,25,6070
UMTS,10,10084171,12.376703,41.886531,509,2,8596
UMTS,10,10084954,12.439479,41.876393,760,5,4213
UMTS,10,10087219,12.584554,41.889428,14,3,6849
GSM,10,28633,12.439335,41.854313,3,5,5602
UMTS,10,10085401,12.463521,41.795683,2742,5,10724
UMTS,10,10032861,12.573367,41.892369,15,5,6023
GSM,10,29471,12.472692,41.863942,1434,6,3261
UMTS,10,10395653,12.46588,41.861286,26,2,3765
UMTS,10,10398779,12.510751,41.938548,171,2,5551
UMTS,10,10034430,12.606996,41.837102,1,2,10357
UMTS,10,10085733,12.489746,41.816192,20,9,8230
UMTS,10,10412192,12.473976,41.884468,85,2,1503
UMTS,10,10412189,12.47393,41.884334,79,4,1512
UMTS,10,10069464,12.611139,41.937836,14,4,10297
UMTS,10,10412864,12.483283,41.922529,12,11,3661
UMTS,10,10087083,12.60591,41.842163,22,3,9979
UMTS,10,10084704,12.580539,41.844577,1000,21,8282
UMTS,10,10084707,12.581865,41.849373,373,3,8048
UMTS,10,10084701,12.580883,41.842639,818,18,8435
UMTS,10,10035832,12.470792,41.828802,53,4,7010
UMTS,10,10087222,12.579697,41.882697,6,2,6540
UMTS,10,10084480,12.499016,41.832979,18,27,6380
UMTS,10,10067852,12.445249,41.962254,36,3,8747
GSM,10,28623,12.441371,41.876293,235,4,4086
UMTS,10,10086190,12.559612,41.854789,378,3,6359
GSM,10,28932,12.441445,41.87428,109,10,4171
UMTS,10,10084067,12.49386,41.974479,11,2,9377
UMTS,10,10084064,12.493951,41.97445,4,2,9374
UMTS,10,10084063,12.517871,41.983123,2200,6,10511
UMTS,10,10411864,12.480819,41.900743,74,3,1453
UMTS,10,10411861,12.480947,41.90124,120,3,1493
UMTS,10,10412255,12.481586,41.88849,24,4,819
UMTS,10,10412249,12.480397,41.890172,56,2,886
UMTS,10,10413913,12.516186,41.928842,34,2,4651
UMTS,10,10398703,12.516116,41.928602,7,2,4625
GSM,10,2461,12.519125,41.912991,30,2,3225
GSM,10,45291,12.525857,41.916358,17,2,3832
UMTS,10,10412412,12.525577,41.916313,6,2,3814
UMTS,10,10412916,12.48466,41.902705,9,3,1505
UMTS,10,10086101,12.558133,41.835181,2,3,7827
UMTS,10,10066059,12.423394,41.853226,404,6,6563
UMTS,10,10066062,12.424009,41.853897,33,12,6481
UMTS,10,10085256,12.426455,41.809624,46,3,10206
UMTS,10,10085250,12.426426,41.809107,1,2,10257
GSM,10,28758,12.606157,41.862329,12,2,9000
UMTS,10,10411814,12.431787,41.899765,29,5,4621
UMTS,10,10414199,12.462195,41.928147,11,3,4780
UMTS,10,10086789,12.560725,41.89799,14,5,5153
UMTS,10,10414032,12.483847,41.874909,212,4,1810
UMTS,10,10396221,12.443216,41.867502,622,7,4433
GSM,10,51821,12.430896,41.863632,145,22,5433
UMTS,10,10084703,12.582397,41.840163,38,11,8697
UMTS,10,10416094,12.516978,41.947297,29,6,6612
GSM,10,30201,12.566639,41.899238,29,3,5610
UMTS,10,10084281,12.571287,41.900421,709,7,5974
UMTS,10,10067339,12.435364,41.97317,13,4,10156
UMTS,10,10032740,12.457988,41.814953,239,2,8746
UMTS,10,10084692,12.456755,41.822683,290,3,7957
UMTS,10,10084695,12.456124,41.822642,266,2,7977
UMTS,10,10084890,12.458608,41.8283,455,2,7322
UMTS,10,10034942,12.468818,41.833398,584,5,6551
UMTS,10,10085470,12.560678,41.902533,849,7,5259
UMTS,10,10413289,12.519964,41.881772,103,4,2254
UMTS,10,10412054,12.516892,41.889089,824,3,1828
UMTS,10,10412051,12.516564,41.884472,176,2,1908
UMTS,10,10084649,12.412167,41.908781,47,6,6304
UMTS,10,10084655,12.412249,41.908712,20,7,6295
UMTS,10,10085694,12.413047,41.911259,245,2,6339
UMTS,10,10085691,12.413518,41.911881,323,3,6332
UMTS,10,10413393,12.53516,41.865874,4,2,4173
UMTS,10,10413396,12.535147,41.86589,3,2,4171
UMTS,10,10413419,12.52571,41.893127,82,11,2500
UMTS,10,10413422,12.525816,41.893132,28,5,2508
UMTS,10,10084282,12.574191,41.901292,253,2,6204
UMTS,10,10084897,12.452942,41.826934,37,3,7617
UMTS,10,10084891,12.464312,41.829622,1115,10,7048
UMTS,10,50594049,12.45282,41.82688,43,2,7626
UMTS,10,2964220,12.421154,41.934723,1,2,7247
UMTS,10,2984182,12.475265,41.899495,99,9,1637
UMTS,10,2987207,12.474639,41.89741,227,9,1540
UMTS,10,2987747,12.500794,41.834932,306,3,6176
UMTS,10,2991542,12.475824,41.900643,55,3,1690
UMTS,10,2991550,12.476317,41.900823,23,3,1678
UMTS,10,2991637,12.476546,41.899868,67,6,1592
UMTS,10,2999944,12.479096,41.904193,13,2,1843
UMTS,10,3001042,12.621081,41.835558,14,4,11323
UMTS,10,3002543,12.433567,41.899429,18,11,4484
UMTS,10,2787775,12.433565,41.899433,13,6,4484
UMTS,10,3004507,12.577661,41.888895,1,4,6338
UMTS,10,3009810,12.569673,41.927937,661,6,7117
UMTS,10,3010012,12.509839,41.894773,5,2,1397
UMTS,10,3010018,12.509811,41.89467,11,3,1391
UMTS,10,3013559,12.45644,41.902025,11,5,2973
UMTS,10,3013563,12.456399,41.902022,8,7,2976
UMTS,10,3013588,12.456411,41.902048,11,7,2976
UMTS,10,10412783,12.477464,41.949015,141,11,6637
UMTS,10,10412780,12.477122,41.949012,242,14,6641
UMTS,10,10412781,12.477702,41.94897,44,21,6629
UMTS,10,10069505,12.49028,41.857597,288,4,3626
