index,radio,net,cell,lon,lat,range,samples,distance
844,UMTS,99,6922431,12.426289,41.938829,923,86,7305
845,UMTS,99,5577822,12.392028,41.935317,2415,10,8986
846,UMTS,99,6922533,12.414625,41.94844,253,7,8680
847,UMTS,99,5612732,12.412276,41.955675,631,45,9405
848,UMTS,99,5612731,12.408856,41.966594,762,72,10523
849,UMTS,99,5611702,12.410434,41.970056,199,35,10770
850,UMTS,99,5610981,12.406237,41.970922,379,15,11027
851,UMTS,99,5583521,12.404298,41.969121,117,7,10950
852,UMTS,99,5610982,12.3841,41.955295,296,17,10823
853,UMTS,99,5611113,12.383165,41.952432,17,2,10665
854,UMTS,99,5570822,12.382797,41.920552,381,16,8810
855,UMTS,99,5570821,12.385271,41.911303,134,8,8292
856,UMTS,99,5577543,12.383026,41.900465,53,4,8198
857,UMTS,99,5608971,12.381394,41.894459,162,10,8253
858,UMTS,99,5613002,12.379576,41.878078,165,10,8480
859,UMTS,99,5580853,12.373835,41.866426,158,10,9186
860,UMTS,99,5614281,12.374152,41.863011,196,12,9279
1548,GSM,99,41294,12.487375,41.918222,17,4,3141
1549,GSM,99,41291,12.487401,41.918235,4,2,3142
1635,UMTS,99,16719254,12.58591,41.948336,8,2,9497
1638,UMTS,99,18061777,12.482051,41.874838,13,2,1868
1639,UMTS,99,18061615,12.480594,41.874481,5762,19,1950
1640,UMTS,99,18061774,12.480493,41.872539,304,9,2149
1651,UMTS,99,18683888,12.518659,41.879964,51,15,2260
1652,UMTS,99,18683885,12.518708,41.879984,50,12,2262
1655,UMTS,99,6267374,12.559229,41.983301,3,2,11490
1660,UMTS,99,18719302,12.566356,41.908131,294,3,5850
1680,UMTS,99,18716455,12.580085,41.882613,2707,105,6570
1681,UMTS,99,18684029,12.577911,41.889463,1544,8,6356
1682,UMTS,99,18716458,12.580318,41.88295,1833,105,6583
1684,UMTS,99,18716451,12.579252,41.884022,805,11,6491
1685,UMTS,99,18716457,12.579709,41.883972,745,29,6525
1686,UMTS,99,18716454,12.580479,41.885183,945,13,6569
1689,UMTS,99,18685402,12.512725,41.900703,41,2,1914
1691,UMTS,99,18683685,12.55686,41.875681,1951,12,5055
1692,UMTS,99,18716269,12.561223,41.879244,498,4,5258
1693,UMTS,99,18717179,12.563332,41.88176,232,2,5354
1695,UMTS,99,18716459,12.572699,41.87928,538,8,6089
1696,UMTS,99,18716456,12.573625,41.881177,260,6,6119
1697,UMTS,99,18717279,12.570034,41.858472,1771,4,6761
1698,UMTS,99,18742794,12.567884,41.854195,0,2,6890
1699,UMTS,99,18718579,12.519441,41.87763,7,2,2449
1700,UMTS,99,18718576,12.484,41.876636,3034,2,1627
1701,UMTS,99,18023537,12.471908,41.87255,384,2,2478
1703,UMTS,99,16755515,12.639393,41.856198,3596,3,11553
1704,UMTS,99,16726696,12.633973,41.854276,809,7,11248
1705,UMTS,99,16717764,12.633223,41.863073,129,3,10886
1718,UMTS,99,18683564,12.58967,41.90488,738,4,7412
1719,UMTS,99,18683561,12.59135,41.906725,490,2,7581
1724,UMTS,99,18717177,12.571178,41.878219,818,5,6004
1725,UMTS,99,18717178,12.562171,41.876183,348,4,5414
1726,UMTS,99,18683774,12.554999,41.875464,176,8,4932
1728,UMTS,99,18717114,12.576088,41.891182,27,6,6221
1729,UMTS,99,18684026,12.580929,41.890474,440,4,6579
1730,UMTS,99,18064499,12.453312,41.827182,1282,39,7581
1731,UMTS,99,18064496,12.453626,41.827448,177,12,7544
1732,UMTS,99,19375325,12.441609,41.949837,0,2,7631
1735,UMTS,99,18688245,12.559779,41.85835,606,3,6132
1736,UMTS,99,18688248,12.570333,41.852035,1421,4,7178
1737,UMTS,99,19334907,12.475402,41.914165,192,3,2950
1738,UMTS,99,19334904,12.475067,41.914927,56,4,3037
1742,UMTS,99,18716452,12.579987,41.882711,1028,26,6562
1753,UMTS,99,18684024,12.576308,41.889122,533,3,6237
1755,UMTS,99,18721767,12.537252,41.922213,30,5,4882
1756,UMTS,99,18678756,12.580116,41.881594,518,5,6588
1757,UMTS,99,18719305,12.565678,41.90851,520,4,5817
1760,UMTS,99,18022969,12.473407,41.82669,0,3,7199
1761,UMTS,99,18039249,12.512804,41.832143,92,4,6630
1762,UMTS,99,18039243,12.511395,41.832942,184,2,6520
1764,UMTS,99,6267325,12.520961,41.952273,100,3,7227
1765,UMTS,99,6267328,12.521152,41.952172,88,2,7220
1770,UMTS,99,6265718,12.561445,41.955261,4253,16,8876
1773,UMTS,99,18717093,12.579405,41.864058,441,2,7087
1774,UMTS,99,18717096,12.582535,41.867119,5,2,7171
1776,UMTS,99,19371378,12.494445,41.919197,56,3,3232
1777,UMTS,99,50594049,12.470452,41.917262,2730,3,3423
1778,UMTS,99,18678537,12.580133,41.883046,676,9,6568
1784,UMTS,99,18719669,12.523557,41.872867,1031,6,3013
1785,UMTS,99,18719666,12.52743,41.869299,18,2,3490
1795,UMTS,99,21340576,12.533848,41.934434,474,5,5809
1796,UMTS,99,18716256,12.554393,41.930647,3,2,6444
1797,UMTS,99,18716259,12.554381,41.93067,3,3,6445
1798,UMTS,99,19334938,12.462598,41.928799,6,2,4830
1799,UMTS,99,18717174,12.569411,41.877035,1156,8,5907
1801,UMTS,99,6264885,12.527394,41.983498,79,2,10702
1802,UMTS,99,6265686,12.503618,41.990828,27,2,11226
1803,UMTS,99,6264704,12.490953,41.985832,56,2,10640
1805,UMTS,99,18679112,12.520049,41.89227,84,2,2071
1806,UMTS,99,18678758,12.583139,41.871339,167,3,7060
1807,UMTS,99,18678755,12.583741,41.870638,7,2,7126
1814,UMTS,99,18063625,12.406358,41.900222,2,2,6482
1823,UMTS,99,18683566,12.585574,41.899029,73,4,6995
1827,UMTS,99,18719278,12.53894,41.897917,21,2,3567
1845,UMTS,99,18063487,12.501108,41.81674,1253,16,8193
1846,UMTS,99,18063484,12.496584,41.817149,799,15,8128
1848,UMTS,99,18719665,12.53633,41.871952,6,2,3844
1850,UMTS,99,18024317,12.481261,41.854341,23,2,4069
1878,UMTS,99,16751593,12.578846,41.833771,14,2,8977
1895,UMTS,99,19334082,12.426812,41.939316,194,5,7319
1896,UMTS,99,19334088,12.427415,41.938911,742,9,7256
1897,UMTS,99,19374372,12.428856,41.939211,46,2,7210
1898,UMTS,99,19334085,12.427124,41.939122,83,4,7288
1912,UMTS,99,21337523,12.519051,41.920652,254,3,3928
1916,UMTS,99,18061698,12.468908,41.906547,25,4,2518
1917,UMTS,99,21338091,12.510403,41.907258,76,3,2326
1918,UMTS,99,18684038,12.518462,41.895519,72,3,2029
1919,UMTS,99,18684035,12.518196,41.895782,13,2,2019
1944,UMTS,99,19373005,12.487162,41.945179,28,4,6130
1969,UMTS,99,18719318,12.571241,41.926021,36,2,7089
1970,UMTS,99,18719315,12.570139,41.926266,60,2,7037
1971,UMTS,99,16719269,12.616433,41.845175,49,2,10484
1979,UMTS,99,18678534,12.584034,41.883805,377,5,6846
1980,UMTS,99,18716231,12.558938,41.898925,26,4,5041
1996,UMTS,99,18719725,12.524822,41.91309,4,3,3510
1997,UMTS,99,18719722,12.529783,41.911163,463,2,3631
2002,UMTS,99,18023376,12.4277,41.843703,28,3,7052
2003,UMTS,99,18060986,12.427919,41.843855,9,4,7028
2004,UMTS,99,18025275,12.42797,41.843852,7,2,7026
2009,UMTS,99,18678075,12.514105,41.88209,39,3,1850
2011,UMTS,99,18718577,12.520415,41.877523,761,6,2515
2013,UMTS,99,18718574,12.523912,41.873902,367,6,2962
2014,UMTS,99,18719351,12.594307,41.910605,22,4,7908
2015,UMTS,99,18719354,12.594426,41.910412,25,2,7910
2029,UMTS,99,6242717,12.560927,41.944996,27,2,7947
2030,UMTS,99,19372064,12.42647,41.901964,611,25,5064
2031,UMTS,99,19372067,12.431286,41.897806,0,2,4612
2034,UMTS,99,18719322,12.583094,41.888618,315,4,6742
2035,UMTS,99,18684023,12.582403,41.888908,193,2,6690
2036,UMTS,99,18678535,12.58329,41.888603,63,3,6757
2037,UMTS,99,18719328,12.582804,41.888817,270,3,6720
2038,UMTS,99,18678538,12.583167,41.888182,17,2,6749
2040,UMTS,99,19372949,12.450482,41.894744,2,2,3149
2041,UMTS,99,19371417,12.444942,41.895011,500,3,3560
2045,UMTS,99,19339354,12.410538,41.926307,15,4,7285
2046,UMTS,99,18023125,12.452107,41.852392,356,5,5155
2047,UMTS,99,18718019,12.563577,41.861268,60,8,6190
2052,UMTS,99,16751554,12.626646,41.868443,65,2,10261
2053,UMTS,99,16717766,12.626503,41.867838,9,2,10267
2054,UMTS,99,16755514,12.632342,41.862261,0,2,10848
2060,UMTS,99,19340889,12.456231,41.906114,1,2,3214
2065,UMTS,99,21300957,12.494102,41.894803,20,4,531
2068,UMTS,99,18717437,12.508811,41.8853,164,2,1338
2069,UMTS,99,18678079,12.510061,41.883652,16,3,1503
2122,UMTS,99,5608938,12.450463,41.788188,166,5,11761
2123,UMTS,99,5608937,12.452499,41.795386,677,23,10949
2124,UMTS,99,18064493,12.453813,41.801297,32,2,10290
2125,UMTS,99,18064492,12.458908,41.811105,1139,23,9137
2126,UMTS,99,18064495,12.461956,41.81654,1443,25,8494
2127,UMTS,99,18063476,12.465075,41.818772,168,2,8195
2128,UMTS,99,18064455,12.469239,41.827244,188,6,7206
2129,UMTS,99,18064494,12.469726,41.831074,278,8,6784
2130,UMTS,99,18061216,12.471209,41.834423,308,9,6395
2131,UMTS,99,18064484,12.473135,41.837464,982,9,6033
2132,UMTS,99,18026646,12.473567,41.83879,189,6,5882
2133,UMTS,99,18066395,12.4665,41.841403,2605,30,5753
2134,UMTS,99,18061214,12.476965,41.842746,981,5,5397
2135,UMTS,99,18064475,12.48322,41.849086,583,27,4619
2136,UMTS,99,18064474,12.490428,41.854134,251,9,4010
2137,UMTS,99,18063426,12.49165,41.85718,195,5,3670
2138,UMTS,99,18064176,12.488994,41.856879,169,6,3711
2139,UMTS,99,18064476,12.487419,41.854682,267,3,3964
2141,UMTS,99,19334041,12.48776,41.960744,1621,41,7856
2142,UMTS,99,19334047,12.487892,41.960092,482,21,7783
2143,UMTS,99,19334044,12.488476,41.962538,2506,15,8053
2153,UMTS,99,18678759,12.580651,41.876778,33,4,6725
2156,UMTS,99,13879298,12.604301,41.834509,1887,3,10363
2157,UMTS,99,21338547,12.525075,41.907634,599,14,3112
2158,UMTS,99,18024004,12.462396,41.838591,3320,25,6152
2159,UMTS,99,18062012,12.5005,41.827152,621,2,7035
2160,UMTS,99,21965407,12.519753,41.818304,1377,13,8248
2161,UMTS,99,21965404,12.515044,41.821284,867,3,7845
2163,UMTS,99,19374004,12.460691,41.924503,340,8,4483
2164,UMTS,99,19374007,12.458867,41.92233,51,4,4355
2166,UMTS,99,18022968,12.476215,41.825455,26,5,7297
2169,UMTS,99,18023316,12.474808,41.82208,507,8,7684
2170,UMTS,99,18064536,12.519412,41.821397,34,4,7909
2171,UMTS,99,18064535,12.516941,41.82007,47,2,8008
2175,UMTS,99,18022965,12.47613,41.825462,55,10,7297
2180,UMTS,99,21338079,12.500831,41.90187,609,9,1446
2182,UMTS,99,18719309,12.574824,41.906639,3033,5,6395
2183,UMTS,99,18692856,12.564404,41.917734,602,5,6169
2184,UMTS,99,18718377,12.549294,41.913954,1096,6,4990
2188,UMTS,99,18061561,12.51136,41.884147,5299,3,1564
2189,UMTS,99,18060934,12.489359,41.865995,7987,7,2698
2195,UMTS,99,5610743,12.383545,41.871981,83,3,8327
2197,UMTS,99,18063429,12.493886,41.857503,331,11,3635
2198,UMTS,99,18062017,12.491892,41.845012,3845,3,5023
2199,UMTS,99,18062011,12.503756,41.83708,46,2,5965
2200,UMTS,99,18062014,12.504233,41.837036,13,2,5975
2215,UMTS,99,18028215,12.452466,41.874912,7,2,3412
2216,UMTS,99,18028216,12.44811,41.874662,58,2,3709
2218,UMTS,99,18023306,12.436129,41.832505,485,6,7651
2230,UMTS,99,18064084,12.444706,41.854146,245,3,5344
2240,UMTS,99,5611114,12.418276,41.945461,9,4,8252
2255,UMTS,99,18716765,12.55137,41.859057,86,5,5584
2270,UMTS,99,19373755,12.444602,41.904809,393,2,3901
2273,UMTS,99,18064059,12.442169,41.876717,102,6,4014
2274,UMTS,99,18064056,12.441915,41.876202,28,5,4053
2276,UMTS,99,16717755,12.618821,41.848172,31,7,10487
2278,UMTS,99,18719325,12.582775,41.888615,106,3,6719
2279,UMTS,99,18062188,12.467713,41.872942,165,2,2648
2280,UMTS,99,18060937,12.473822,41.860183,975,4,3607
2281,UMTS,99,18064021,12.468484,41.867572,215,6,3074
2282,UMTS,99,18064022,12.475015,41.861258,462,4,3463
2284,UMTS,99,16717758,12.618682,41.848269,13,4,10473
2285,UMTS,99,18064025,12.473749,41.85886,227,5,3746
2286,UMTS,99,18061564,12.477058,41.864682,646,10,3053
2287,UMTS,99,18061612,12.4828,41.872516,355,9,2087
2288,UMTS,99,19374017,12.458316,41.919408,0,2,4118
2289,UMTS,99,19374014,12.458255,41.919447,7,4,4124
2291,UMTS,99,18060931,12.478156,41.856515,67,6,3888
2292,UMTS,99,18060932,12.47442,41.856072,1030,6,4019
2293,UMTS,99,18024001,12.464254,41.840066,2203,6,5950
2302,UMTS,99,18025276,12.420801,41.850625,6,4,6895
2307,UMTS,99,18683682,12.562772,41.879402,16,2,5366
2308,UMTS,99,18717172,12.562282,41.87095,950,2,5616
2312,UMTS,99,18061629,12.422479,41.880476,23,2,5298
2313,UMTS,99,16723894,12.599692,41.947991,82,4,10247
2314,UMTS,99,16723897,12.599261,41.947656,605,9,10198
2315,UMTS,99,16723896,12.592225,41.945867,147,2,9668
2319,UMTS,99,18063423,12.486746,41.85565,3694,14,3862
2336,UMTS,99,18718385,12.560267,41.842538,1257,9,7314
2337,UMTS,99,18719915,12.548713,41.855914,783,6,5660
2338,UMTS,99,18718386,12.553449,41.854191,157,2,6050
2340,UMTS,99,18718387,12.564211,41.855042,179,5,6614
2341,UMTS,99,18061625,12.420788,41.870027,26,3,5765
2347,UMTS,99,18061614,12.481509,41.87815,448,5,1560
2349,UMTS,99,21339943,12.480576,41.896461,318,3,1118
2372,UMTS,99,16750036,12.613305,41.95508,1439,14,11529
2373,UMTS,99,16750039,12.612334,41.953296,1140,6,11349
2374,UMTS,99,18028219,12.443033,41.875305,668,7,4016
2382,UMTS,99,16723899,12.58727,41.943643,321,4,9226
2385,UMTS,99,21340752,12.567721,41.923876,353,2,6739
2399,UMTS,99,16752325,12.597969,41.830833,41,2,10248
2402,UMTS,99,16716807,12.63126,41.927446,14,3,11122
2404,UMTS,99,16716804,12.631144,41.927453,0,2,11115
2409,UMTS,99,18718578,12.516057,41.876709,121,10,2312
2413,UMTS,99,21993757,12.439718,41.823969,8270,16,8334
2420,UMTS,99,18692854,12.569597,41.92315,31,5,6811
2430,UMTS,99,6266897,12.526315,41.946502,37,5,6755
2476,UMTS,99,18684022,12.567058,41.888085,34,3,5554
2477,UMTS,99,18684025,12.568372,41.886895,151,2,5658
2482,UMTS,99,21971395,12.381403,41.955889,50,6,11017
2490,UMTS,99,18063471,12.472398,41.817338,0,2,8235
2499,UMTS,99,16751581,12.596172,41.862765,43,10,8290
2513,UMTS,99,21340413,12.496584,41.887439,112,2,438
2514,UMTS,99,18063342,12.488519,41.865049,4649,15,2808
2520,UMTS,99,18717193,12.537474,41.909013,234,10,3954
2536,UMTS,99,18063482,12.489974,41.816224,17,2,8226
2538,UMTS,99,6267301,12.538581,41.94205,197,6,6715
2539,UMTS,99,6267304,12.537725,41.941571,270,4,6637
2544,UMTS,99,18717272,12.564908,41.854243,32,3,6708
2545,UMTS,99,19345012,12.422312,41.882885,9,2,5262
2548,UMTS,99,21340556,12.5227,41.932869,319,10,5257
2549,UMTS,99,19374401,12.491764,41.939866,718,18,5527
2559,UMTS,99,13855489,12.423218,41.90917,2,2,5551
2561,UMTS,99,18061212,12.473512,41.832851,169,8,6526
2562,UMTS,99,18716779,12.574949,41.881259,2919,4,6214
2563,UMTS,99,18716773,12.56577,41.887423,23,4,5462
2564,UMTS,99,18716282,12.563469,41.88595,248,3,5303
2566,UMTS,99,18063427,12.497497,41.859818,226,15,3397
2567,UMTS,99,18064477,12.489437,41.853663,255,10,4066
2568,UMTS,99,18064478,12.485991,41.851225,144,9,4357
2569,UMTS,99,18026649,12.476108,41.843792,234,7,5297
2570,UMTS,99,18064487,12.473108,41.836577,79,4,6129
2575,UMTS,99,18061219,12.471959,41.834101,257,9,6417
2577,UMTS,99,18718013,12.563805,41.861156,447,7,6211
2578,UMTS,99,19374303,12.461098,41.940936,26,4,6104
2581,UMTS,99,18062713,12.477766,41.83073,531,3,6699
2606,UMTS,99,21338078,12.502804,41.90082,336,3,1416
2607,UMTS,99,21306849,12.50571,41.901508,44,3,1605
2610,UMTS,99,18023611,12.431978,41.851879,4,2,6181
2613,UMTS,99,19376913,12.415658,41.91125,4,3,6158
2627,UMTS,99,19371424,12.47235,41.929106,220,2,4577
2628,UMTS,99,19334932,12.47374,41.929038,335,5,4538
2630,UMTS,99,19371421,12.475025,41.929144,15,3,4521
2643,UMTS,99,19373752,12.44562,41.904652,3101,8,3825
2644,UMTS,99,19375161,12.452091,41.907594,552,7,3562
2645,UMTS,99,19375162,12.449928,41.908824,325,2,3771
2650,UMTS,99,18684021,12.571131,41.890999,3,3,5852
2651,UMTS,99,21993756,12.452754,41.814937,13330,7,8868
2652,UMTS,99,21996395,12.392825,41.812952,3004,19,11326
2653,UMTS,99,21993985,12.429696,41.816025,1232,8,9466
2654,UMTS,99,21993981,12.421712,41.834507,238,5,8112
2681,UMTS,99,6265687,12.510702,41.989489,110,2,11130
2683,UMTS,99,21992966,12.356974,41.873056,1063,3,10229
2687,UMTS,99,18685562,12.562432,41.909651,77,7,5639
2688,UMTS,99,18718762,12.548814,41.914087,1235,5,4967
2691,UMTS,99,18684028,12.571176,41.886088,800,3,5872
2692,UMTS,99,16723895,12.604975,41.945375,185,2,10380
2693,UMTS,99,16750033,12.619411,41.949897,1399,11,11545
2696,UMTS,99,18718388,12.55679,41.857243,2174,4,6026
2697,UMTS,99,18718382,12.559296,41.851772,2,2,6554
2720,UMTS,99,19373573,12.465303,41.914785,19,3,3394
2736,UMTS,99,18023302,12.449495,41.825837,2659,62,7830
2737,UMTS,99,18064493,12.453345,41.827387,1169,80,7559
2738,UMTS,99,18023305,12.451435,41.827277,635,7,7625
2755,UMTS,99,18678752,12.59033,41.868137,862,2,7678
2768,UMTS,99,21338542,12.513229,41.902684,378,7,2084
2792,UMTS,99,18064521,12.49741,41.836756,35,4,5953
2800,UMTS,99,21338541,12.521675,41.905423,684,10,2761
2824,UMTS,99,18683686,12.554722,41.875456,14,3,4913
2825,UMTS,99,18718864,12.554626,41.875383,1,3,4909
2831,UMTS,99,6267303,12.526335,41.946369,10,2,6741
2833,UMTS,99,19374256,12.449313,41.963607,21,2,8771
2834,UMTS,99,18716285,12.564349,41.886663,229,2,5362
2865,UMTS,99,18063003,12.491114,41.868245,770,23,2440
2903,UMTS,99,18718862,12.546188,41.862511,360,12,5045
2907,UMTS,99,18064033,12.447782,41.883701,640,6,3385
2909,UMTS,99,6231941,12.534607,41.948467,16,2,7204
2910,UMTS,99,18719301,12.573823,41.914843,39,7,6646
2942,UMTS,99,18688243,12.554085,41.86063,106,5,5640
2945,UMTS,99,18718571,12.522242,41.874815,516,17,2801
2948,UMTS,99,21995231,12.441977,41.818854,774,17,8768
2953,UMTS,99,18064023,12.465732,41.86136,1299,23,3764
2954,UMTS,99,18063062,12.458405,41.818818,360,4,8326
2957,UMTS,99,13785602,12.555086,41.867605,0,2,5292
2958,UMTS,99,18064078,12.466281,41.862679,230,31,3618
2959,UMTS,99,18064026,12.466187,41.862409,27,6,3647
2960,UMTS,99,18064075,12.466263,41.863245,101,4,3566
2961,UMTS,99,18719653,12.521808,41.874701,17,9,2784
2966,UMTS,99,2964099,12.47739,41.922841,28,9,3799
2968,UMTS,99,2965366,12.460086,41.84806,21,10,5260
2983,UMTS,99,2969665,12.537895,41.963103,49,2,8790
2984,UMTS,99,2970290,12.536275,41.890939,2,3,3264
2996,UMTS,99,2981092,12.421339,41.806339,1086,4,10709
2997,UMTS,99,2981134,12.446655,41.801753,1141,3,10402
2998,UMTS,99,2951337,12.559986,41.792995,8569,4,11917
2999,UMTS,99,2981849,12.457181,41.919837,50,2,4207
3000,UMTS,99,2045931,12.507853,41.884812,5666,5,1297
3001,UMTS,99,2256917,12.526573,41.871773,405,3,3263
3002,UMTS,99,2981968,12.532639,41.862299,9,2,4309
3003,UMTS,99,2982005,12.575129,41.835776,4583,12,8624
3004,UMTS,99,2982010,12.571329,41.838309,4161,6,8225
3007,UMTS,99,2983375,12.50688,41.827149,41,30,7092
3008,UMTS,99,2983496,12.50653,41.827117,27,8,7092
3009,UMTS,99,2348724,12.506571,41.827096,19,5,7094
3011,UMTS,99,2984205,12.506988,41.827133,6,4,7095
3028,UMTS,99,2989144,12.489105,41.855935,52,3,3815
3029,UMTS,99,2989146,12.48895,41.855885,39,2,3821
3031,UMTS,99,2990672,12.463547,41.882345,16,3,2308
3032,UMTS,99,2990676,12.463256,41.882742,67,19,2311
3033,UMTS,99,2991255,12.463103,41.882881,32,5,2317
3037,UMTS,99,2991785,12.39221,41.818363,305,4,10908
3038,UMTS,99,2991790,12.417296,41.807423,1728,5,10757
3043,UMTS,99,2092272,12.502372,41.918727,95,8,3262
3044,UMTS,99,2995970,12.502459,41.918748,3,2,3266
3045,UMTS,99,2998695,12.579331,41.83331,234,15,9038
3049,UMTS,99,2999150,12.578816,41.833405,11,2,9004
3050,UMTS,99,2160996,12.578768,41.833263,43,10,9012
3057,UMTS,99,2947581,12.469177,41.862126,24,2,3561
3059,UMTS,99,3006185,12.534083,41.799979,570,49,10499
3060,UMTS,99,3006199,12.533888,41.800053,118,31,10487
3065,UMTS,99,3009938,12.533851,41.79984,54,10,10509
3066,UMTS,99,3009995,12.53389,41.799812,118,14,10512
3081,UMTS,99,3014021,12.534676,41.794809,37,5,11062
3082,UMTS,99,3014064,12.534927,41.795972,636,7,10943
3083,UMTS,99,3014104,12.534612,41.800346,213,6,10472
3084,UMTS,99,3015666,12.48849,41.883877,100,3,756
3085,UMTS,99,3015744,12.442873,41.931252,8,5,5863
3086,UMTS,99,3017489,12.446351,41.920171,20,30,4774
3088,UMTS,99,2185275,12.520319,41.922483,4,8,4151
3089,UMTS,99,3021337,12.499225,41.922301,13,7,3609
3090,UMTS,99,3022855,12.551394,41.842347,247,3,6893
3091,UMTS,99,3022886,12.567298,41.828993,1036,7,8790
3092,UMTS,99,3022901,12.568747,41.831828,51,3,8618
3093,UMTS,99,3022930,12.577385,41.833526,512,4,8919
3094,UMTS,99,3024269,12.509522,41.881187,6,5,1621
3101,UMTS,99,3030239,12.472455,41.828356,11,2,7032
3102,UMTS,99,3030246,12.472414,41.828335,9,2,7035
3104,UMTS,99,2697502,12.476493,41.93372,16,3,4984
3114,UMTS,99,3043258,12.463349,41.900267,127,3,2427
3116,UMTS,99,3047686,12.489714,41.817589,23,2,8075
3119,UMTS,99,18064072,12.466312,41.863971,5,2,3496
3120,UMTS,99,19334043,12.479497,41.949916,755,31,6713
3129,UMTS,99,18023319,12.471284,41.821658,20,8,7779
3130,UMTS,99,19334046,12.480165,41.950622,779,20,6784
3137,UMTS,99,18719728,12.532719,41.908344,310,9,3617
3138,UMTS,99,18721859,12.529661,41.901362,758,3,3039
3140,UMTS,99,16714183,12.581708,41.936344,93,2,8394
3141,UMTS,99,21994015,12.443472,41.797966,434,3,10877
3142,UMTS,99,21996665,12.464804,41.798179,1707,2,10434
3143,UMTS,99,21995232,12.444737,41.810333,827,5,9556
3144,UMTS,99,19371276,12.416558,41.891906,6,3,5630
3145,UMTS,99,19371273,12.415295,41.892065,303,10,5725
3146,UMTS,99,19340885,12.458044,41.902618,71,9,2898
3147,UMTS,99,19340882,12.458494,41.902662,24,2,2871
3148,UMTS,99,16723657,12.634031,41.917866,20,4,10967
3149,UMTS,99,16723651,12.623882,41.927964,1416,13,10638
3150,UMTS,99,19373001,12.477626,41.948982,91,4,6631
3152,UMTS,99,18716768,12.549902,41.859668,187,2,5457
3156,UMTS,99,16723653,12.601275,41.91745,7,2,8643
3187,UMTS,99,21340553,12.52057,41.93665,588,5,5579
3189,UMTS,99,18718584,12.505308,41.873394,4843,6,2100
3190,UMTS,99,18718587,12.515602,41.877503,332,6,2229
3191,UMTS,99,18678072,12.515541,41.879986,329,4,2062
3192,UMTS,99,18683889,12.513644,41.880119,2,2,1937
3193,UMTS,99,18060963,12.452178,41.855423,8,2,4881
3207,UMTS,99,21995021,12.428581,41.972694,1,2,10329
3208,UMTS,99,21995022,12.428648,41.972671,0,2,10324
3245,UMTS,99,18719912,12.548174,41.857781,875,6,5492
3275,UMTS,99,18061563,12.482011,41.872691,1206,5,2090
3276,UMTS,99,18061562,12.463399,41.857231,1564,7,4247
3277,UMTS,99,13837059,12.469042,41.867722,149,80,3037
3278,UMTS,99,18061568,12.469413,41.86746,610,20,3045
3279,UMTS,99,18064024,12.46938,41.866294,288,4,3155
3280,UMTS,99,13786369,12.472789,41.860043,1071,83,3651
3281,UMTS,99,13818370,12.468264,41.868036,13,3,3042
3282,UMTS,99,18024318,12.483468,41.855741,301,16,3885
3283,UMTS,99,18064479,12.486044,41.85386,149,9,4065
3284,UMTS,99,12999169,12.486654,41.853456,78,19,4105
3285,UMTS,99,18024315,12.48288,41.855549,326,3,3914
3286,UMTS,99,18052272,12.456173,41.843246,2881,12,5869
3287,UMTS,99,18071862,12.480042,41.856604,174,7,3843
3288,UMTS,99,12908545,12.481131,41.856351,9,2,3852
3289,UMTS,99,18032952,12.484141,41.865485,1052,3,2812
3290,UMTS,99,13807874,12.477812,41.856865,3,2,3858
3291,UMTS,99,13837058,12.470454,41.860542,58,5,3674
3295,UMTS,99,13850115,12.469154,41.867673,46,15,3037
3296,UMTS,99,18061565,12.469862,41.866653,408,8,3102
3297,UMTS,99,18063438,12.469191,41.867797,13,4,3024
3311,UMTS,99,21995111,12.419233,41.944357,843,9,8113
3314,UMTS,99,19334083,12.421092,41.940961,714,5,7741
3315,UMTS,99,21318983,12.50797,41.940703,431,4,5739
3317,UMTS,99,21965401,12.521411,41.817346,53,2,8382
3319,UMTS,99,19373577,12.471726,41.917306,3,2,3383
3321,UMTS,99,21339934,12.482386,41.902366,237,3,1544
3324,UMTS,99,19334782,12.414666,41.896376,2318,21,5809
3343,UMTS,99,19383131,12.411602,41.892619,21,2,6001
3355,UMTS,99,13875713,12.503997,41.911754,146,4,2552
3356,UMTS,99,21305455,12.503372,41.911601,3,2,2520
3373,UMTS,99,21341223,12.494868,41.918643,55,5,3172
3378,UMTS,99,18062715,12.484539,41.829654,268,16,6756
3379,UMTS,99,18062712,12.484895,41.829673,9,2,6751
3380,UMTS,99,18061215,12.474893,41.833786,114,13,6403
3381,UMTS,99,18061213,12.471002,41.834619,290,16,6378
3401,UMTS,99,18028211,12.449122,41.876984,93,7,3528
3442,UMTS,99,18721854,12.533757,41.909815,104,2,3773
3443,UMTS,99,12896770,12.532757,41.910384,0,2,3751
3444,UMTS,99,12960258,12.5725,41.883267,3,4,6002
3445,UMTS,99,13785601,12.572476,41.883301,3,2,6000
3450,UMTS,99,6274792,12.512675,41.981447,12,4,10264
3453,UMTS,99,21338545,12.51687,41.903635,223,3,2358
3459,UMTS,99,21339547,12.502584,41.899987,313,10,1330
3461,UMTS,99,21339334,12.497067,41.901626,184,2,1321
3466,UMTS,99,21300958,12.485924,41.892846,249,6,561
3467,UMTS,99,21300952,12.486812,41.892982,323,3,515
3468,UMTS,99,19340888,12.457687,41.901784,15,2,2879
3472,UMTS,99,18718752,12.5548,41.87757,32,2,4845
