index,radio,net,cell,lon,lat,range,samples,distance
3544,UMTS,99,21961542,12.392516,41.902321,228,35,7535
3545,UMTS,99,21961548,12.396398,41.903076,1028,5,7268
3546,UMTS,99,21961545,12.39049,41.90337,16,4,7705
3568,UMTS,99,18024007,12.462386,41.838743,789,15,6137
3569,UMTS,99,18066399,12.464347,41.839792,104,2,5976
3570,UMTS,99,21995234,12.44267,41.819167,3071,50,8715
3574,UMTS,99,21993754,12.435124,41.814559,1329,25,9421
3583,UMTS,99,18717252,12.554686,41.877834,0,2,4829
3600,UMTS,99,21993751,12.432048,41.811455,1754,37,9832
3602,UMTS,99,18717438,12.507977,41.879215,9,2,1683
3603,UMTS,99,18064469,12.48959,41.876791,773,4,1502
3604,UMTS,99,18066398,12.48119,41.850718,2521,3,4465
3605,UMTS,99,21995237,12.446447,41.823051,6668,13,8205
3623,UMTS,99,18688242,12.559229,41.860043,76,3,5991
3651,UMTS,99,22004151,12.446008,41.798163,11,5,10795
3652,UMTS,99,21994012,12.446032,41.798253,7,2,10785
3653,UMTS,99,6264266,12.517268,41.979578,123,4,10115
3654,UMTS,99,6264263,12.517411,41.979219,136,5,10078
3656,UMTS,99,22002871,12.430824,41.810951,32,2,9923
3657,UMTS,99,21993988,12.421222,41.809674,839,3,10392
3659,UMTS,99,18060939,12.459195,41.857348,388,2,4402
3660,UMTS,99,18023123,12.456882,41.854319,5,2,4778
3661,UMTS,99,18023126,12.455999,41.855596,156,3,4697
3663,UMTS,99,21993759,12.419636,41.809599,1925,6,10460
3664,UMTS,99,21993989,12.396215,41.814172,639,3,11060
3665,UMTS,99,18060933,12.446335,41.846284,5499,7,5957
3666,UMTS,99,18053053,12.455683,41.85605,221,14,4669
3667,UMTS,99,18717092,12.576327,41.860911,28,4,7034
3668,UMTS,99,18024008,12.451752,41.827884,2831,26,7554
3669,UMTS,99,18023308,12.450703,41.825216,685,7,7857
3674,UMTS,99,18717251,12.543967,41.878836,14,6,4036
3675,UMTS,99,21340171,12.53129,41.952679,5,3,7531
3677,UMTS,99,19371414,12.442636,41.896783,10,3,3763
3678,UMTS,99,18718383,12.556454,41.852923,75,3,6310
3685,UMTS,99,6264876,12.474257,41.995622,3,2,11805
3686,UMTS,99,6264873,12.476049,41.994866,169,2,11707
3687,UMTS,99,6264879,12.474796,41.995487,181,18,11785
3688,UMTS,99,18064462,12.485853,41.869978,118,11,2297
3689,UMTS,99,6255305,12.452549,41.979457,6524,18,10361
3723,UMTS,99,18060964,12.456865,41.850137,345,19,5173
3754,UMTS,99,21340616,12.524593,41.961739,315,20,8313
3755,UMTS,99,21340613,12.524095,41.961562,280,9,8283
3757,UMTS,99,21338462,12.500031,41.905052,16,4,1750
3758,UMTS,99,19385612,12.442006,41.93445,64,7,6183
3767,UMTS,99,18064456,12.457955,41.830293,1562,3,7132
3811,UMTS,99,8867002,12.41244,41.983136,87,5,11923
3813,UMTS,99,21340615,12.522937,41.959689,312,15,8059
3830,UMTS,99,16717775,12.619781,41.874569,79,3,9621
3831,UMTS,99,16751556,12.617599,41.871133,239,2,9539
3833,UMTS,99,18060935,12.464671,41.864042,5003,8,3558
3834,UMTS,99,18066396,12.466656,41.843252,1500,8,5555
3840,UMTS,99,18717254,12.543802,41.877725,3,5,4065
3844,UMTS,99,18719698,12.540471,41.89053,164,4,3575
3846,UMTS,99,18719707,12.536727,41.891732,357,3,3301
3847,UMTS,99,21305478,12.518066,41.895456,596,14,1999
3848,UMTS,99,21300558,12.516196,41.889668,386,6,1773
3849,UMTS,99,21960614,12.405755,41.910534,557,4,6818
3850,UMTS,99,21964855,12.387005,41.887338,206,2,7828
3851,UMTS,99,21992979,12.393171,41.846869,4246,2,8796
3855,UMTS,99,19342686,12.439969,41.887888,559,6,3896
3856,UMTS,99,19371415,12.432819,41.89917,1207,55,4531
3857,UMTS,99,19371412,12.428176,41.900668,1101,24,4905
3858,UMTS,99,19375164,12.446603,41.910282,33,3,4066
3859,UMTS,99,19375167,12.446414,41.910214,34,3,4074
3862,UMTS,99,19375165,12.446837,41.910575,4,5,4070
3863,UMTS,99,18024056,12.465955,41.842649,3867,18,5636
3871,UMTS,99,21340612,12.523475,41.959583,88,4,8059
3872,UMTS,99,18725752,12.485412,41.870241,6,2,2275
3873,UMTS,99,21994014,12.44425,41.824836,1534,7,8096
3890,UMTS,99,21994017,12.446828,41.818346,1643,4,8673
3898,UMTS,99,21993982,12.432066,41.814846,501,6,9497
3899,UMTS,99,21954822,12.384329,41.915974,233,3,8520
3900,UMTS,99,21995702,12.42396,41.975336,41,2,10749
3901,UMTS,99,21995704,12.428833,41.978225,482,3,10871
3902,UMTS,99,21995705,12.424319,41.975616,3,2,10764
3903,UMTS,99,22003552,12.407382,41.973095,518,2,11177
3904,UMTS,99,21996737,12.409862,41.962358,354,3,10100
3905,UMTS,99,19334089,12.422639,41.939979,253,2,7583
3906,UMTS,99,19373626,12.440623,41.93471,504,6,6268
3909,UMTS,99,19363182,12.442014,41.934435,33,2,6181
3910,UMTS,99,19342683,12.440327,41.884622,5,2,3910
3911,UMTS,99,18064036,12.44034,41.882469,22,2,3954
3912,UMTS,99,18064053,12.44064,41.881304,80,3,3963
3913,UMTS,99,18071681,12.453173,41.852251,331,3,5122
3914,UMTS,99,18024009,12.456635,41.840377,331,2,6139
3915,UMTS,99,18023304,12.449382,41.832007,1348,16,7212
3916,UMTS,99,18023301,12.44569,41.832025,98,8,7335
3917,UMTS,99,18023307,12.449386,41.830792,482,7,7333
3919,UMTS,99,22004691,12.441721,41.819512,538,11,8710
3928,UMTS,99,21996666,12.441149,41.803615,72,4,10349
3939,UMTS,99,18718865,12.545482,41.86169,243,10,5060
3940,UMTS,99,18718868,12.544323,41.861162,349,21,5031
3966,UMTS,99,18716687,12.558931,41.831263,102,12,8207
3967,UMTS,99,18716681,12.558993,41.830854,65,2,8246
3968,UMTS,99,18716684,12.559233,41.831322,29,4,8216
3976,UMTS,99,18064032,12.454138,41.874241,559,3,3344
3985,UMTS,99,18061613,12.483278,41.866891,2346,7,2675
3986,UMTS,99,18024005,12.453692,41.831352,898,3,7143
3987,UMTS,99,18061772,12.482596,41.868257,405,4,2542
3988,UMTS,99,18063006,12.492792,41.868987,573,3,2356
3993,UMTS,99,21964856,12.389491,41.863779,1249,10,8180
3994,UMTS,99,21996398,12.389871,41.826147,153,2,10418
4002,UMTS,99,18717257,12.543478,41.879064,24,6,3994
4004,UMTS,99,19371426,12.466073,41.931164,41,3,4959
4005,UMTS,99,21992937,12.446097,41.798296,1,4,10779
4006,UMTS,99,21994018,12.446092,41.798288,1,4,10780
4009,UMTS,99,18063488,12.502365,41.815897,1594,11,8294
4036,UMTS,99,18063069,12.450684,41.816446,128,2,8763
4037,UMTS,99,22002641,12.453542,41.80459,134,3,9944
4038,UMTS,99,22002642,12.452524,41.803736,22,3,10057
4046,UMTS,99,18024002,12.453942,41.829702,1224,26,7304
4047,UMTS,99,18062916,12.481554,41.868087,623,13,2583
4048,UMTS,99,18061775,12.481668,41.866695,502,10,2728
4061,UMTS,99,18725301,12.560364,41.862759,3,4,5900
4084,UMTS,99,18678757,12.587174,41.87138,53,6,7346
4106,UMTS,99,21994016,12.426129,41.800086,2,2,11159
4115,UMTS,99,19371271,12.421237,41.901544,432,62,5429
4116,UMTS,99,19372762,12.421141,41.901659,959,676,5439
4134,UMTS,99,21339946,12.475451,41.900691,4311,24,1714
4145,UMTS,99,13844738,12.509338,41.877003,41,13,1934
4200,UMTS,99,19334781,12.416139,41.898031,1501,12,5726
4222,UMTS,99,18719713,12.540767,41.885729,8,2,3630
4223,UMTS,99,18719719,12.540976,41.885927,3,2,3643
4299,UMTS,99,18063346,12.484428,41.880919,38,2,1184
4300,UMTS,99,18063495,12.497733,41.838946,10733,10,5711
4323,UMTS,99,21992976,12.386244,41.890224,3240,51,7878
4390,UMTS,99,18719913,12.536673,41.857682,267,2,4888
4391,UMTS,99,6230392,12.531667,41.977726,24,5,10167
4403,UMTS,99,18023312,12.482963,41.811339,4,3,8795
4413,UMTS,99,21992973,12.395667,41.893649,2241,9,7189
4441,UMTS,99,19372765,12.421001,41.90134,3266,194,5441
4442,UMTS,99,19372061,12.423827,41.90189,227,15,5252
4443,UMTS,99,19372054,12.427306,41.901523,1083,14,4991
4444,UMTS,99,19372051,12.423618,41.9019,213,2,5267
4445,UMTS,99,19372768,12.421562,41.901478,410,29,5404
4446,UMTS,99,19374353,12.420993,41.901842,376,19,5455
4473,UMTS,99,18064453,12.463862,41.834692,934,31,6522
4475,UMTS,99,21997004,12.383246,41.889793,14,6,8101
4485,UMTS,99,21339524,12.482152,41.905816,0,2,1897
4487,UMTS,99,18066392,12.484484,41.849683,1691,72,4541
4488,UMTS,99,18064172,12.492295,41.857862,215,4,3593
4489,UMTS,99,21339936,12.480592,41.90419,290,4,1786
4490,UMTS,99,18029433,12.491271,41.857965,1,2,3583
4543,UMTS,99,18719692,12.54157,41.888536,9,2,3661
4552,UMTS,99,18681548,12.530859,41.912257,96,4,3771
4553,UMTS,99,18721857,12.533027,41.908596,193,5,3651
4554,UMTS,99,21339548,12.503721,41.8996,71,2,1347
4573,UMTS,99,18060966,12.455164,41.84806,9,2,5436
4574,UMTS,99,18063325,12.473581,41.890526,375,7,1393
4575,UMTS,99,18063328,12.47702,41.892135,2843,74,1157
4576,UMTS,99,18060943,12.468682,41.882509,234,2,1952
4601,UMTS,99,18719664,12.529333,41.873629,13,2,3306
4602,UMTS,99,18719661,12.529365,41.873633,9,2,3308
4606,UMTS,99,19398142,12.420946,41.90156,4,4,5451
4608,UMTS,99,18061626,12.424082,41.877902,15,5,5248
4609,UMTS,99,21961715,12.394081,41.854474,3051,14,8304
4610,UMTS,99,19374362,12.40287,41.904508,3709,2,6833
4611,UMTS,99,19371383,12.425059,41.930676,57,4,6728
4628,UMTS,99,21996671,12.483427,41.806112,1,2,9373
4751,UMTS,99,21339942,12.481111,41.900393,71,3,1409
4801,UMTS,99,18064082,12.438852,41.850755,6,4,5914
4821,UMTS,99,21994747,12.395154,41.87928,17,5,7317
4871,UMTS,99,21992975,12.389211,41.891731,2837,31,7660
4882,UMTS,99,18024051,12.44625,41.868394,14,5,4192
4905,UMTS,99,16717751,12.626328,41.847012,7,4,11045
4933,UMTS,99,19371353,12.410837,41.893545,1246,21,6064
4935,UMTS,99,18064035,12.454536,41.869085,16,3,3657
4940,UMTS,99,18063348,12.496415,41.880594,355,21,1107
4942,UMTS,99,21961831,12.4401,41.933307,210,2,6170
4958,UMTS,99,18060968,12.453433,41.82722,8,2,7573
4959,UMTS,99,21984791,12.452924,41.826934,57,9,7617
4960,UMTS,99,21306848,12.515339,41.898212,107,8,1928
4961,UMTS,99,21300557,12.517222,41.894773,420,20,1918
4962,UMTS,99,21299771,12.505345,41.88734,115,18,1016
4963,UMTS,99,21340415,12.496997,41.885481,117,5,626
4964,UMTS,99,21340412,12.496453,41.88435,204,7,716
4965,UMTS,99,18064461,12.49604,41.876032,418,12,1596
4966,UMTS,99,18063001,12.49702,41.863826,244,9,2951
4967,UMTS,99,18063421,12.497066,41.859264,200,8,3455
4968,UMTS,99,18064471,12.488434,41.852961,88,4,4149
4969,UMTS,99,18064472,12.481293,41.84786,540,11,4777
4970,UMTS,99,18061211,12.474347,41.8386,805,11,5889
4971,UMTS,99,18064481,12.47395,41.836025,159,10,6175
4972,UMTS,99,18061217,12.473998,41.836869,944,9,6082
4973,UMTS,99,18064482,12.467337,41.83393,131,3,6524
4974,UMTS,99,18064452,12.465985,41.831993,74,6,6760
4975,UMTS,99,18064459,12.457943,41.829889,522,10,7174
4976,UMTS,99,21348111,12.520149,41.903704,313,10,2556
4977,UMTS,99,18719703,12.518003,41.901797,11,2,2303
4978,UMTS,99,21300551,12.51588,41.894301,601,16,1808
4979,UMTS,99,18064464,12.496456,41.874813,67,5,1735
4980,UMTS,99,18063009,12.496246,41.869117,428,17,2359
4981,UMTS,99,21306845,12.514256,41.899545,114,9,1933
4982,UMTS,99,21306842,12.514845,41.898923,248,5,1934
4983,UMTS,99,18064451,12.466735,41.833071,135,3,6629
4984,UMTS,99,21299777,12.505831,41.887436,68,5,1047
4985,UMTS,99,21338977,12.511621,41.890407,70,6,1432
5028,UMTS,99,18728351,12.546525,41.914343,103,5,4840
5029,UMTS,99,18718378,12.545483,41.914542,142,26,4789
5030,UMTS,99,18717194,12.541855,41.912603,503,22,4444
5031,UMTS,99,18717195,12.538127,41.910025,95,3,4055
5032,UMTS,99,18717196,12.536259,41.91014,245,13,3947
5033,UMTS,99,21338544,12.524113,41.90741,92,5,3041
5034,UMTS,99,21305477,12.517879,41.901717,25,4,2291
5035,UMTS,99,21305471,12.516796,41.901214,290,6,2193
5036,UMTS,99,21305474,12.516011,41.900239,305,13,2084
5037,UMTS,99,18721851,12.533362,41.908774,126,2,3683
5038,UMTS,99,21300554,12.515071,41.894415,306,6,1753
5039,UMTS,99,21340418,12.496033,41.884434,131,5,695
5040,UMTS,99,18064467,12.496183,41.875061,207,6,1705
5041,UMTS,99,21329121,12.519867,41.903332,148,6,2515
5042,UMTS,99,18063007,12.497204,41.864217,219,9,2909
5043,UMTS,99,18064488,12.476884,41.844731,53,5,5182
5044,UMTS,99,21305476,12.515663,41.898049,40,3,1941
5045,UMTS,99,18072723,12.469212,41.842052,205,8,5620
5046,UMTS,99,21300555,12.515758,41.892125,150,5,1753
5047,UMTS,99,18072722,12.473105,41.841985,115,4,5546
5048,UMTS,99,18026643,12.481981,41.843284,26,2,5271
5101,UMTS,99,21995112,12.383352,41.943917,121,18,10065
5112,UMTS,99,19374936,12.482304,41.926518,8,3,4110
5132,UMTS,99,18719721,12.518434,41.916515,1187,11,3513
5133,UMTS,99,18719724,12.516713,41.916179,1,5,3412
5174,UMTS,99,19374937,12.488391,41.9395,24,2,5494
5175,UMTS,99,19373008,12.48515,41.941813,742,28,5768
5176,UMTS,99,21306349,12.501125,41.940814,1638,26,5670
5177,UMTS,99,19334049,12.484726,41.952331,415,10,6936
5178,UMTS,99,19373002,12.483368,41.941012,731,34,5693
5179,UMTS,99,19374404,12.492038,41.939639,647,17,5501
5180,UMTS,99,19374407,12.494238,41.9396,1463,10,5499
5181,UMTS,99,21306343,12.501684,41.93977,188,7,5560
5182,UMTS,99,21340559,12.518765,41.936646,661,15,5529
5183,UMTS,99,21343206,12.52623,41.930252,11,2,5120
5184,UMTS,99,21343203,12.527729,41.927612,188,6,4925
5185,UMTS,99,18681541,12.530029,41.92131,628,7,4453
5186,UMTS,99,18718763,12.539748,41.918141,437,11,4699
5187,UMTS,99,18718769,12.542265,41.917362,629,8,4785
5188,UMTS,99,18718374,12.545468,41.914563,100,12,4789
5189,UMTS,99,18718372,12.545442,41.914664,123,25,4794
5190,UMTS,99,18718375,12.545153,41.914712,30,17,4779
5191,UMTS,99,21306346,12.508206,41.93771,141,5,5417
5192,UMTS,99,21347933,12.51547,41.939176,39,2,5715
5193,UMTS,99,18718768,12.546245,41.915767,173,14,4913
5194,UMTS,99,21340583,12.516914,41.938854,32,2,5714
5195,UMTS,99,18718371,12.546165,41.914722,118,9,4842
5196,UMTS,99,18717191,12.540929,41.91222,475,13,4364
5197,UMTS,99,21343201,12.545715,41.915487,104,152,4863
5198,UMTS,99,18719286,12.546514,41.914057,95,15,4822
5199,UMTS,99,18719283,12.546558,41.914053,24,4,4825
5200,UMTS,99,18718766,12.539282,41.91842,277,8,4694
5201,UMTS,99,21343208,12.533936,41.919975,160,6,4532
5202,UMTS,99,21337524,12.527382,41.921544,104,6,4353
5203,UMTS,99,21343209,12.526915,41.928777,459,9,5003
5204,UMTS,99,18717192,12.540594,41.910905,585,3,4262
5205,UMTS,99,18717198,12.545963,41.913885,24,3,4777
5206,UMTS,99,21348871,12.545701,41.915315,12,3,4851
5208,UMTS,99,18721853,12.529566,41.900453,183,5,2992
5209,UMTS,99,21348872,12.545633,41.915242,11,3,4842
5210,UMTS,99,21300552,12.521481,41.889267,620,9,2167
5211,UMTS,99,21300548,12.530216,41.921011,83,3,4436
5212,UMTS,99,21340558,12.526876,41.929776,174,5,5098
5213,UMTS,99,18717197,12.539668,41.911457,24,2,4238
5214,UMTS,99,21300545,12.527121,41.924234,194,6,4586
5215,UMTS,99,18719709,12.524411,41.897623,132,2,2522
5216,UMTS,99,21343202,12.537013,41.919164,78,3,4627
5252,UMTS,99,19371274,12.415662,41.899386,2777,15,5785
5253,UMTS,99,21339944,12.482651,41.902125,60,4,1511
5269,UMTS,99,24583233,12.6423,41.871002,1,2,11337
5288,UMTS,99,6255308,12.470344,41.983494,5,2,10507
5301,UMTS,99,19371381,12.425668,41.930485,5,2,6680
5303,UMTS,99,13879298,12.604807,41.825645,2,5,11009
5316,UMTS,99,21996392,12.391403,41.827584,495,4,10226
5317,UMTS,99,21996394,12.364876,41.828735,2054,12,11669
5318,UMTS,99,18060996,12.415303,41.885613,2051,27,5742
5323,UMTS,99,19373013,12.463543,41.902934,0,2,2566
5324,UMTS,99,19363892,12.46356,41.902929,2,4,2565
5334,UMTS,99,13872641,12.527637,41.879161,10,5,2893
5351,UMTS,99,19398145,12.423977,41.902381,189,11,5255
5354,UMTS,99,19398144,12.426095,41.902729,4056,11,5114
5355,UMTS,99,21364216,12.483442,41.902084,494,7,1480
5358,UMTS,99,19372764,12.419027,41.904429,140,22,5670
5359,UMTS,99,19374356,12.417839,41.904881,91,2,5769
5372,UMTS,99,19334845,12.421195,41.901759,4,5,5438
5374,UMTS,99,24586843,12.49744,41.805165,7,2,9462
5376,UMTS,99,19334784,12.389815,41.889519,1480,8,7613
5381,UMTS,99,19374341,12.414468,41.907115,113,2,6082
5382,UMTS,99,19339356,12.403132,41.921227,344,4,7472
5383,UMTS,99,21956361,12.402166,41.920127,339,2,7481
5384,UMTS,99,21956365,12.391533,41.916426,705,9,8037
5385,UMTS,99,21956364,12.397434,41.920869,326,6,7832
5386,UMTS,99,21992804,12.38212,41.906385,337,2,8382
5626,UMTS,99,18717162,12.590187,41.863712,31,7,7839
5627,UMTS,99,18717091,12.590087,41.863796,0,2,7828
5628,UMTS,99,24616437,12.588086,41.856664,810,8,8026
5685,UMTS,99,18061569,12.506944,41.876805,2854,62,1840
5690,UMTS,99,18064522,12.507744,41.819063,757,9,7991
5698,UMTS,99,21994737,12.559218,41.831401,2,2,8208
5701,UMTS,99,18064528,12.506503,41.822437,605,16,7607
5724,UMTS,99,21339541,12.503516,41.899563,44,8,1334
5725,UMTS,99,21305473,12.507916,41.897318,127,2,1404
5726,UMTS,99,18717261,12.530736,41.88395,275,5,2934
5727,UMTS,99,18719671,12.536696,41.877889,308,8,3566
5728,UMTS,99,24616381,12.584814,41.814848,178,5,10830
5729,UMTS,99,21339542,12.504375,41.899572,29,3,1375
5730,UMTS,99,18719729,12.520506,41.915355,16,3,3496
5731,UMTS,99,24605033,12.566062,41.834564,99,2,8258
5859,UMTS,99,18023311,12.504725,41.820157,23,2,7841
5863,UMTS,99,21337522,12.52416,41.920241,1,5,4095
5864,UMTS,99,21341054,12.468747,41.89885,499,3,1999
5875,UMTS,99,19386213,12.41177,41.914431,40,2,6564
5909,UMTS,99,21341229,12.486774,41.898477,1428,16,1011
5910,UMTS,99,21300875,12.48471,41.896709,237,7,921
5911,UMTS,99,21341214,12.487449,41.89258,867,11,450
5912,UMTS,99,21341215,12.484949,41.894829,151,3,754
5913,UMTS,99,21340419,12.487227,41.892471,638,50,457
5914,UMTS,99,18063347,12.491194,41.889341,7,4,125
5915,UMTS,99,18063341,12.488217,41.896673,1916,66,784
5916,UMTS,99,21339946,12.482838,41.901619,563,5,1455
5917,UMTS,99,21339944,12.494187,41.907408,1299,8,1921
5918,UMTS,99,21338469,12.501428,41.909355,253,16,2237
5919,UMTS,99,21338466,12.501995,41.910017,57,3,2320
5920,UMTS,99,21338081,12.49851,41.909395,39,3,2186
5922,UMTS,99,21341213,12.473751,41.88998,19,16,1380
5925,UMTS,99,21339998,12.493129,41.903178,2006,41,1447
5927,UMTS,99,18061611,12.484424,41.877883,28,3,1487
5968,UMTS,99,18695714,12.561115,41.891563,5,2,5110
5996,UMTS,99,18679694,12.565398,41.829905,17,3,8622
5997,UMTS,99,18679697,12.565381,41.829862,2,2,8625
5998,UMTS,99,21343145,12.507508,41.913369,972,5,2815
6022,LTE,99,13803265,12.429165,41.833347,3829,15,7869
6023,LTE,99,12823042,12.44586,41.826006,471,11,7926
6024,LTE,99,13809921,12.450293,41.831626,1621,9,7220
6025,LTE,99,12840962,12.456818,41.834489,148,4,6731
6026,LTE,99,12840961,12.460134,41.838306,819,10,6244
6027,LTE,99,13926145,12.472815,41.8463,495,18,5090
6028,LTE,99,13786370,12.476914,41.8522,467,17,4375
6029,LTE,99,13786369,12.478401,41.857833,165,4,3742
6030,LTE,99,13807874,12.482077,41.864739,702,6,2929
6031,LTE,99,13926147,12.461755,41.839947,1419,25,6029
6032,LTE,99,13837058,12.480476,41.861896,359,2,3265
6033,LTE,99,13837059,12.483292,41.869456,677,5,2400
6034,LTE,99,13807873,12.480698,41.873415,484,18,2054
6035,LTE,99,12823041,12.444772,41.833244,685,12,7249
6036,UMTS,99,18061616,12.47802,41.87297,69,3,2188
6037,LTE,99,13818370,12.469656,41.872445,138,4,2592
6038,LTE,99,12828930,12.461262,41.86979,319,12,3234
6039,LTE,99,13786371,12.459305,41.858449,550,11,4296
6040,LTE,99,13787137,12.457413,41.85352,939,7,4831
6041,LTE,99,13787139,12.451433,41.841204,910,16,6235
6042,LTE,99,12823043,12.435539,41.834193,3113,18,7519
6043,LTE,99,13809153,12.41715,41.828716,1289,29,8824
6044,LTE,99,12828929,12.47124,41.872598,672,23,2504
6045,LTE,99,13866753,12.46221,41.866048,117,4,3493
6046,LTE,99,13866755,12.462702,41.862874,255,4,3749
6047,LTE,99,12818435,12.457188,41.856339,274,7,4579
6048,LTE,99,12818434,12.456003,41.852886,133,4,4947
6049,LTE,99,13876738,12.484617,41.871938,41,2,2107
6050,LTE,99,12840963,12.452514,41.842508,295,8,6069
6053,UMTS,99,6264705,12.495337,41.974124,4,3,9340
6054,UMTS,99,18716689,12.5583,41.833606,348,7,7972
6055,UMTS,99,18716686,12.558857,41.832628,132,2,8083
6087,UMTS,99,18716687,12.5591,41.831536,15,3,8191
6088,UMTS,99,18064466,12.487719,41.875346,3,8,1684
6089,LTE,99,18061615,12.485229,41.871919,22,2,2097
6090,UMTS,99,18062915,12.480529,41.861832,85,3,3271
6091,LTE,99,18024004,12.458886,41.836201,109,3,6496
6092,UMTS,99,13809154,12.42583,41.811593,458,9,10037
6093,UMTS,99,18064081,12.450044,41.829221,55,2,7470
6116,UMTS,99,21339332,12.49892,41.896054,152,7,816
6117,UMTS,99,21338062,12.499986,41.895514,374,21,822
6118,UMTS,99,21340413,12.498718,41.89473,49,3,694
6119,UMTS,99,21299773,12.501047,41.89382,184,15,763
6120,UMTS,99,21340411,12.498663,41.890613,190,8,472
6121,UMTS,99,21338063,12.498013,41.897272,25,2,895
6122,UMTS,99,21338972,12.503028,41.895643,70,3,1000
6123,UMTS,99,21299772,12.501888,41.88789,427,13,753
6124,UMTS,99,21299771,12.504907,41.886975,115,2,999
6125,UMTS,99,21338052,12.503142,41.895706,59,4,1011
6126,UMTS,99,21339543,12.498509,41.895948,121,2,789
6131,UMTS,99,18719912,12.550021,41.858102,1,6,5573
6133,UMTS,99,18717683,12.54906,41.838466,132,4,7127
6134,LTE,99,12845825,12.430783,41.792434,208,5,11791
6135,LTE,99,13782275,12.433766,41.794472,239,6,11497
6136,LTE,99,13809922,12.43849,41.797681,657,11,11035
6137,LTE,99,13877763,12.444028,41.801424,241,6,10501
6138,LTE,99,13877761,12.45453,41.808694,988,19,9486
6139,LTE,99,13841154,12.450965,41.806078,55,2,9844
6140,LTE,99,13840898,12.457765,41.811657,704,5,9101
6141,LTE,99,13851394,12.460718,41.813904,42,2,8801
6142,LTE,99,13851395,12.463399,41.818843,459,13,8219
6143,LTE,99,13876482,12.469389,41.830615,310,10,6839
6144,LTE,99,13876483,12.466034,41.837728,830,24,6151
6145,LTE,99,13787649,12.435533,41.849908,332,8,6151
6146,LTE,99,13787650,12.436422,41.844021,391,10,6601
6147,LTE,99,12830977,12.434963,41.851796,53,3,6029
6160,UMTS,99,18060974,12.435275,41.855265,58,2,5746
6175,UMTS,99,21339945,12.481716,41.90078,104,4,1418
6220,UMTS,99,24588212,12.608295,41.935179,32,4,9964
6254,UMTS,99,21339544,12.502893,41.900328,0,2,1375
6256,UMTS,99,18703953,12.559051,41.831461,4,2,8195
6351,UMTS,99,18719321,12.566019,41.896922,1,5,5524
6416,UMTS,99,19334785,12.41849,41.899728,1044,20,5586
6427,UMTS,99,24586847,12.505586,41.821519,9,5,7699
6569,UMTS,99,18719722,12.523363,41.912,1,5,3347
6593,UMTS,99,21339952,12.480703,41.907642,53,4,2126
6594,UMTS,99,21339526,12.480181,41.90824,32,5,2202
6608,UMTS,99,18717274,12.571875,41.85188,255,26,7280
6609,UMTS,99,18717271,12.571968,41.850912,283,15,7349
6610,UMTS,99,24616801,12.577667,41.853083,890,24,7560
6611,UMTS,99,24616434,12.588614,41.853859,163,10,8210
6612,UMTS,99,18683795,12.587326,41.85388,31,3,8126
6613,UMTS,99,24616433,12.588697,41.853453,388,28,8237
6614,UMTS,99,24616431,12.588391,41.853816,434,34,8198
6615,UMTS,99,24616436,12.589936,41.853189,326,14,8332
6616,UMTS,99,24616306,12.588717,41.845448,554,16,8714
6617,UMTS,99,24616334,12.591094,41.847865,143,11,8711
6618,UMTS,99,24616805,12.587872,41.845682,253,11,8648
6619,UMTS,99,24616802,12.584527,41.847993,572,3,8297
6620,UMTS,99,24616336,12.589902,41.843236,1665,32,8928
6621,UMTS,99,24577116,12.587565,41.844435,8,2,8709
6622,UMTS,99,24616303,12.588676,41.845224,612,11,8726
6623,UMTS,99,18742794,12.573088,41.849848,71,11,7487
6624,UMTS,99,18717275,12.572082,41.850478,287,160,7385
6625,UMTS,99,18717272,12.57213,41.850351,223,52,7396
6626,UMTS,99,24616333,12.572103,41.849801,30,3,7431
6627,UMTS,99,18685356,12.572189,41.850052,0,2,7420
6628,UMTS,99,18717276,12.571828,41.852599,293,21,7231
6629,UMTS,99,18717273,12.568742,41.85364,221,8,6977
6630,UMTS,99,24618166,12.572196,41.850056,0,2,7420
6645,UMTS,99,21997005,12.380497,41.869931,1442,14,8603
6647,UMTS,99,18688245,12.562011,41.857772,100,14,6304
6648,UMTS,99,18688242,12.561888,41.85795,1,2,6285
6649,UMTS,99,18683792,12.587913,41.854455,186,4,8132
6651,UMTS,99,21339941,12.421293,41.901418,8,5,5422
6652,UMTS,99,18685355,12.578027,41.856463,96,3,7384
6653,UMTS,99,18717092,12.583662,41.852276,186,6,7983
6654,UMTS,99,24616804,12.580258,41.854469,171,4,7640
7044,UMTS,99,24616115,12.582598,41.825736,316,28,9810
7045,UMTS,99,24583256,12.504817,41.794782,605,30,10650
7046,UMTS,99,24616445,12.521073,41.79496,527,40,10802
7047,UMTS,99,24577844,12.555277,41.802788,518,53,10783
7048,UMTS,99,24577845,12.542227,41.798922,633,39,10803
7049,UMTS,99,24616384,12.578436,41.819384,457,46,10140
7050,UMTS,99,24616446,12.513391,41.794389,789,48,10767
7051,UMTS,99,24577842,12.544834,41.799429,316,36,10818
7052,UMTS,99,24616305,12.588953,41.835509,285,26,9402
7053,UMTS,99,24616442,12.522342,41.794934,143,12,10824
7054,UMTS,99,24616443,12.520013,41.794736,27,3,10811
7055,UMTS,99,24615916,12.587007,41.832538,63,7,9511
7056,UMTS,99,24616444,12.528595,41.795981,384,35,10816
7057,UMTS,99,24616304,12.591556,41.83929,545,20,9288
7058,UMTS,99,24616385,12.573483,41.813182,411,35,10469
