,net,cell,lon,lat,range,samples,distanze,grado
1512,10,30072,12.597462,41.853839,658,3,9615.4933971,57
1513,10,30071,12.597575,41.854216,615,2,9606.50185125,56
1514,10,28753,12.598205,41.856351,372,2,9558.29683427,43
1515,10,30073,12.598205,41.856351,372,2,9558.29683427,43
1516,10,24029,12.596607,41.85095,243,2,9691.23667141,46
1517,10,55443,12.593207,41.84334,651,3,9859.01428922,62
1518,10,24023,12.594255,41.845375,408,2,9816.43838125,49
1519,10,30223,12.588791,41.83665,664,3,9974.10331917,75
1520,10,28272,12.591822,41.840603,159,2,9926.99984741,47
1521,10,46751,12.58883,41.837284,601,2,9934.87227423,74
1522,10,51251,12.588791,41.83665,664,3,9974.10331917,75
1523,10,30222,12.58692,41.834008,213,2,10029.7677113,55
1524,10,24183,12.584041,41.829174,1176,3,10192.651019,77
1525,10,17767969,12.497776,41.898346,54,2,1014.03108071,10
1526,10,17687839,12.480368,41.892013,18,2,1013.64817755,15
1527,10,17686325,12.474419,41.896583,118,2,1648.20247024,12
1528,10,17709323,12.408115,41.892294,717,8,6993.19789947,22
1529,10,12119938,12.42996,41.810855,1,4,10219.6788584,8
1530,10,10362259,12.523437,41.904258,3747,3,3018.37269393,243
