,net,cell,lon,lat,range,samples,distanze
124,99,1023781,12.481082,41.90287,464,109,1691.2371170505037
125,99,1024916,12.504136,41.893487,444,76,1046.5742911334235
126,99,1021895,12.503454,41.89638,406,22,1152.1235447062008
127,99,1024913,12.504126,41.894233,506,82,1077.750436938147
128,99,1024254,12.499378,41.892078000000005,467,22,621.9425095482811
129,99,983614,12.502599,41.893440000000005,18,8,926.1943150481743
130,99,1021905,12.500964,41.894793,198,23,881.2645846308524
131,99,1023385,12.50577,41.895776,470,38,1277.1767231287683
132,99,983611,12.501681,41.891434000000004,408,65,788.516481600492
133,99,989313,12.507681,41.896956,905,12,1479.9886453737608
134,99,1021902,12.499947,41.896537,342,50,948.2228408700082
135,99,1021892,12.500598,41.897566,590,118,1070.0330074731846
136,99,989316,12.505786,41.895554,35,14,1266.5171218785729
137,99,1022815,12.508988,41.893421999999994,1,2,1428.7069067883829
138,99,1021915,12.506133,41.901632,10299,18,1712.250028710007
139,99,1021912,12.502187,41.901845,936,58,1532.8677991283093
140,99,1022812,12.506048,41.894068,415,16,1217.8153558965414
141,99,1022811,12.512731,41.89216,51,7,1707.3566236740887
142,99,984393,12.514288,41.891458,208,28,1827.8415240761378
143,99,984395,12.51887,41.890211,366,22,2202.5565353036764
144,99,984392,12.518542,41.891775,448,63,2182.5695319686156
145,99,984391,12.518416,41.89496,274,24,2229.1328694201165
146,99,984394,12.52064,41.89633,419,4,2446.847218498033
147,99,1680346,12.525128,41.89785,300,18,2852.204178805245
148,99,1682495,12.532936999999999,41.900583000000005,642,18,3562.595463594388
149,99,1679914,12.542193,41.899664,29,4,4270.065347420903
150,99,1679912,12.544205999999999,41.899865000000005,259,15,4437.495617328744
151,99,1679391,12.548208,41.900696999999994,400,17,4782.085726738487
152,99,1679394,12.550605000000001,41.901334999999996,151,2,4992.308400416236
153,99,6233571,12.610636,41.922218,17,5,10441.415516971654
154,99,6237893,12.608376,41.920848,956,9,10213.661482122478
155,99,6265714,12.577473,41.959752,269,11,10469.146135061763
156,99,6265683,12.508824,41.984208,233,22,10533.842213386715
157,99,6264702,12.505761,41.973794,1206,19,9354.501316491138
158,99,6919701,12.506203,41.964991999999995,231,12,8389.562852621808
159,99,1024371,12.507543,41.942997,2357,52,6001.432050952038
160,99,6919704,12.506048,41.961459999999995,292,20,7999.308269968973
161,99,6882205,12.505889,41.956965999999994,236,27,7503.577270342034
162,99,6882202,12.506223,41.949937,922,50,6737.379474883455
163,99,1024374,12.510882,41.935012,476,64,5212.724729207936
164,99,988736,12.509414,41.935915,79,10,5274.610001794604
165,99,1024375,12.514337,41.930728,898,9,4860.453336559448
166,99,1024376,12.511619999999999,41.930141,209,32,4718.959925487006
167,99,1024372,12.511795,41.928292,53,9,4531.456714349949
168,99,1024821,12.511841,41.927958000000004,32,19,4498.187406849397
169,99,989315,12.523099,41.897277,86,9,2672.5263529183235
170,99,1679916,12.51985,41.896671999999995,167,13,2395.136363746218
171,99,989312,12.519919999999999,41.892583,0,2,2305.2469529266623
172,99,1680286,12.518728999999999,41.88714,204,51,2216.6512909177195
173,99,1680283,12.515748,41.886398,251,18,1988.220941135618
174,99,1680285,12.518313000000001,41.88402,152,21,2262.134280223339
175,99,1644524,12.517985000000001,41.883774,20,8,2244.7036094977448
176,99,1644521,12.514705000000001,41.883301,253,8,2007.7340411355608
177,99,1638711,12.513366,41.884434999999996,358,30,1858.52967347613
178,99,1638716,12.511237,41.884459,144,17,1692.626465976548
179,99,1678074,12.509128,41.884543,264,49,1527.9205331823528
180,99,983615,12.508938,41.88613,58,17,1449.6179348205933
181,99,1678075,12.507628,41.880925,138,28,1633.1216816968374
182,99,1643494,12.504743,41.880917,146,11,1455.4090305764719
183,99,992644,12.502609,41.881235,59,8,1308.9209554238935
184,99,2334705,12.499116,41.882126,72,9,1056.4038321463988
185,99,2334702,12.495937,41.881840999999994,687,478,972.6370708607558
186,99,992641,12.501767999999998,41.882172,508,68,1184.5839493698868
187,99,992642,12.50268,41.885261,169,14,1017.554212270666
188,99,992645,12.503445,41.885762,104,22,1044.4561277157254
189,99,983616,12.501778,41.887855,351,12,825.2400311697328
190,99,983613,12.501147,41.88859,961,34,752.5053846664815
191,99,983612,12.507943,41.886178,408,92,1369.6010754308684
192,99,1024912,12.503241000000001,41.889302,65,21,910.6141043442639
193,99,1024253,12.49325,41.889707,307,70,92.17516971181172
194,99,1024251,12.499124,41.892325,480,17,612.34072455071
195,99,2334701,12.4882,41.885294,1114,504,641.2675538751736
196,99,2334704,12.483238,41.88811,167,42,788.6881748257961
197,99,2334684,12.482891,41.888263,700,87,811.6805216603494
198,99,2334681,12.480389,41.889148,698,435,997.6285616729608
199,99,1021896,12.480217999999999,41.892846,2415,37,1048.1992587341092
200,99,1024256,12.492133,41.891938,734,25,196.72810066703136
201,99,1021906,12.484828,41.891448,5,5,638.5913311463228
202,99,1021893,12.479752000000001,41.891244,2455,8,1050.7167458580916
203,99,1021903,12.496191,41.897591,1314,19,884.0073209631315
204,99,2334706,12.482700999999999,41.887669,45,6,846.2474304429426
205,99,6921161,12.478746000000001,41.947272999999996,23,2,6441.542150932255
206,99,1021923,12.497985,41.910744,222,34,2332.5205361643602
207,99,1021936,12.500823,41.909859999999995,10,4,2297.4000373096087
208,99,1023973,12.481311999999999,41.900544000000004,141,5,1470.7466707475623
209,99,1023783,12.480644999999999,41.901139,47,10,1556.921276894457
210,99,1022213,12.487677,41.904494,1635,32,1636.8656565816254
211,99,1024886,12.488760000000001,41.905916,83,5,1773.5272618951942
212,99,1024883,12.488577000000001,41.905685999999996,119,64,1750.9831174446776
213,99,1024885,12.49054,41.906609,14,2,1831.6077984629007
214,99,1024881,12.489931,41.90762,251,61,1948.0682139241399
215,99,1023733,12.485864999999999,41.909182,475,165,2178.46502174285
216,99,1024882,12.490839999999999,41.906348,312,38,1800.8338016408031
217,99,6922172,12.464166,41.911115,362,22,3297.3714960013535
218,99,6921674,12.465502,41.908059,119,8,2983.8103749861352
219,99,1680343,12.526603,41.898140000000005,417,36,2978.6427262675948
220,99,1682492,12.531121,41.900991,381,34,3435.9743250475603
221,99,1682493,12.532459,41.905896999999996,550,110,3760.1455607344224
222,99,1642182,12.531182000000001,41.909355,396,132,3864.290576224296
223,99,1680362,12.526632000000001,41.910381,719,43,3624.819813811096
224,99,1642183,12.526069999999999,41.909172,599,22,3505.9072623285306
225,99,1680361,12.521339999999999,41.914521,2543,47,3620.452006483983
226,99,1680363,12.514957,41.91084,954,87,2965.531060944898
227,99,1021931,12.507817999999999,41.909071999999995,275,26,2461.284449575971
228,99,1023731,12.491208,41.910439000000004,160,28,2252.899997728929
229,99,6922572,12.481262,41.911947999999995,814,49,2587.1134064121643
230,99,6921731,12.473127,41.913059000000004,727,172,3000.157971669467
231,99,1644523,12.514835,41.880998,539,389,2127.729084945157
232,99,6883001,12.473848,41.911291,1541,16,2802.5209141886653
233,99,6921673,12.458445,41.906636999999996,4231,1005,3354.2632420204814
234,99,6921672,12.460456,41.905605,371,59,3151.896903502434
235,99,6923261,12.463123,41.907284999999995,337,9,3080.095124312289
236,99,1023773,12.480799000000001,41.906609,460,151,2061.1789388566986
237,99,1023363,12.478864999999999,41.908268,79,27,2299.583105087778
238,99,1023793,12.477897,41.903001,227,52,1861.4103994543873
239,99,1023772,12.48155,41.904939,279,21,1868.220658116246
240,99,1023795,12.479632,41.903778,132,5,1842.2890324631974
241,99,6923252,12.461774,41.907868,359,58,3208.1838662872037
242,99,6923251,12.461302,41.911046,105,5,3464.73636000833
243,99,6922173,12.458216,41.908169,528,16,3465.460742022078
244,99,6921401,12.459194,41.913607,105,8,3786.2018039043605
245,99,6881301,12.46022,41.911833,924,49,3589.9409508295807
246,99,6922171,12.462535,41.915079,261,207,3710.1655535752193
247,99,6921733,12.46524,41.915518,100,26,3602.493825411864
248,99,6922174,12.463674000000001,41.915537,102,10,3686.587487846281
249,99,1682491,12.53974,41.899303,32,3,4062.9272067323113
250,99,1679911,12.541596,41.899576,108,5,4219.646246238999
251,99,1646202,12.552772000000001,41.901901,258,12,5182.121371304723
252,99,1646201,12.561112,41.90367,847,40,5901.334293841142
253,99,1676871,12.558697,41.903096000000005,3,2,5691.339544748739
254,99,1679942,12.567391,41.905479,562,16,6456.5548097900755
255,99,1679993,12.578977,41.909029,1176,12,7488.783030649031
256,99,1678871,12.575824,41.908394,880,25,7217.89451999218
257,99,1679991,12.59883,41.914427,33,3,9238.502017812736
258,99,6237892,12.588299000000001,41.94378,3915,157,9941.618488538097
259,99,1679913,12.522658,41.896699,374,7,2619.1038443067873
260,99,6264872,12.494010000000001,41.986376,1487,4,10686.374984123779
261,99,1023171,12.49436,41.901216,1267,155,1238.0632088750472
262,99,1023173,12.492884,41.900042,1428,128,1097.1223617078035
263,99,1022281,12.504027,41.896378999999996,275,5,1190.498818875677
264,99,1022211,12.489218,41.903583000000005,39,4,1511.7020962653785
265,99,1679921,12.539507,41.913775,280,66,4711.271614038036
266,99,1677831,12.538917,41.913144,281,115,4631.7150153055245
267,99,1677832,12.537726,41.911069,48,21,4424.477653692893
268,99,1677835,12.537788,41.910917,4,3,4420.03825381481
269,99,1679213,12.519015,41.878063,417,549,2591.242235095556
270,99,1679216,12.519138,41.877972,416,50,2605.218302713372
271,99,1679221,12.515101,41.878809000000004,557,403,2272.6578887153873
272,99,1678072,12.508611,41.880676,256,235,1714.2072424170296
273,99,1677906,12.516911,41.86886,6159,8,3125.180950920743
274,99,1677903,12.521286,41.876569,7082,209,2838.854579576157
275,99,1680303,12.525161,41.873312,237,18,3306.5083931029417
276,99,1680294,12.520064999999999,41.873232,5365,149,2973.210429825865
277,99,1638712,12.515844,41.880382,730,184,2234.111768161951
278,99,1638713,12.511299000000001,41.884307,292,71,1703.7841253846664
279,99,1678071,12.509605,41.885428999999995,93,32,1527.4394056252015
280,99,1679224,12.517872,41.878434999999996,7,3,2488.7406312218422
281,99,6921912,12.454728,41.908881,562,6,3748.8985869319163
282,99,1023384,12.502417999999999,41.900784,24,4,1445.5967445382807
283,99,989702,12.501969,41.900661,357,123,1413.0614230063143
284,99,6889042,12.456368,41.902518,822,2504,3284.3140724349537
285,99,6923263,12.45812,41.90517,579,163,3291.5466886256345
286,99,6889045,12.456000999999999,41.902311,294,84,3302.5649764779396
287,99,1026993,12.460713,41.90265,1767,315,2967.317218469736
288,99,1026992,12.476763,41.900935,40,6,1760.0954768511153
289,99,1023831,12.476583999999999,41.901098,3,2,1783.2960481901125
290,99,990851,12.476777,41.901283,20,4,1785.7289098048502
291,99,1026995,12.477647,41.900905,31,8,1704.6443875402688
292,99,1023976,12.478562,41.900877,53,17,1648.974441863854
293,99,1023786,12.479822,41.901105,85,23,1597.4823995850652
294,99,1023771,12.486905,41.901632,378,10,1350.0683306138983
295,99,1680293,12.518512,41.873212,1479,1329,2876.0171301858263
296,99,1679212,12.519371000000001,41.876684999999995,478,107,2698.4388191703697
297,99,1023794,12.4783,41.904584,165,14,1979.3368381502135
298,99,1025041,12.475203,41.906831,629,17,2333.1284606349636
299,99,6232014,12.611626,41.893335,19,5,9906.641119840573
300,99,6265653,12.603355,41.898745,484,12,9262.669204599733
301,99,1679054,12.602609,41.899302,5,5,9207.658536950223
302,99,6265656,12.602751,41.899276,23,6,9219.05581283304
303,99,6883002,12.457721000000001,41.907321,633,334,3446.1738234740546
304,99,6889043,12.457939,41.904847,554,816,3286.578007579803
305,99,6921101,12.454251,41.901751000000004,595,974,3411.7336341166647
306,99,6889041,12.460272999999999,41.90377,657,320,3059.0948843383894
307,99,6265483,12.608189999999999,41.901398,784,12,9695.152377010927
308,99,1638715,12.514543,41.87999,213,3,2162.8828348017682
309,99,1680282,12.514685,41.881873,48,3,2071.7611410422205
310,99,989062,12.548085,41.943428000000004,407,46,7508.782514410188
311,99,1024391,12.53345,41.934396,1205,174,5980.359003291558
312,99,1024413,12.531405,41.93395,415,84,5843.952019457209
313,99,1024411,12.543679,41.937494,831,27,6765.571558307688
314,99,1021361,12.531655,41.934552000000004,80,10,5911.1168023322525
315,99,1024392,12.524998,41.928239000000005,262,27,5022.178875800901
316,99,984383,12.522203,41.925382,81,20,4629.968089448028
317,99,989281,12.517635,41.921170000000004,502,40,4032.560075294307
318,99,1021363,12.518761,41.922428000000004,74,11,4200.493611846885
319,99,989282,12.515934,41.91941,104,31,3792.2368246291294
320,99,989283,12.51473,41.918659999999996,66,7,3669.5613005058485
321,99,1026981,12.515057,41.918684999999996,1,3,3685.7630965276085
322,99,1026983,12.512085,41.916796999999995,347,43,3381.0486918384195
323,99,1021922,12.496722,41.910294,10,3,2264.3742422913624
324,99,1021921,12.494411999999999,41.908626,147,21,2056.8609102432247
325,99,1680313,12.524592,41.875464,193,19,3136.7888612518564
326,99,1021901,12.501305,41.900302,143,21,1349.1945434871905
327,99,1026982,12.513498,41.910732,17,4,2880.8853812919288
328,99,1653493,12.565344999999999,41.920924,255,77,6954.700158936165
329,99,1021532,12.562263,41.929427000000004,423,29,7257.679530282949
330,99,1679943,12.566725,41.923556,861,43,7200.641768227153
331,99,1024593,12.567755,41.927620000000005,418,382,7514.0072335987215
332,99,1653491,12.566984,41.922272,437,78,7146.921847913266
333,99,1024596,12.567302999999999,41.926968,529,19,7442.819677250821
334,99,1653496,12.564875,41.920142,274,9,6878.336704056966
335,99,1653492,12.565808,41.920076,167,24,6942.6759630614815
336,99,1024592,12.572655000000001,41.925777000000004,512,414,7749.4594906243165
337,99,984381,12.530352,41.931869,870,19,5603.477028148858
338,99,1679404,12.541942,41.937684000000004,22,3,6692.398303602508
339,99,1025053,12.477043,41.891746999999995,185,94,1280.770554602075
340,99,2334671,12.472239,41.892215,468,308,1682.8245964774935
341,99,1023072,12.469885000000001,41.89428,381,65,1917.8438192836752
342,99,1024892,12.466483,41.896408,371,178,2254.1191410621173
343,99,1024893,12.464006,41.900295,377,81,2605.62009761899
344,99,1022933,12.464061000000001,41.900627,4979,249,2617.645270644267
345,99,6923262,12.463775,41.903892,706,153,2817.3371473252773
346,99,6889046,12.458333999999999,41.904623,247,30,3245.7844309093553
347,99,1680296,12.518578,41.873098,161,187,2888.4582041519648
348,99,1643491,12.504669,41.88093,293,30,1450.045338026849
349,99,2298871,12.475545,41.891874,143,9,1405.8563024851592
350,99,6921676,12.455235,41.918588,2868,18,4408.536401445478
351,99,1680323,12.530069000000001,41.867498,356,22,4019.4348079284464
352,99,1643472,12.533063,41.863645,273,35,4484.877461195181
353,99,1680322,12.535527,41.865231,56,17,4531.195333819093
354,99,1680551,12.541483,41.864119,134,13,5002.156100000722
355,99,1679503,12.54422,41.864551,149,11,5162.522522884349
356,99,1679502,12.548405,41.863640000000004,75,9,5509.215051462173
357,99,1677401,12.550245,41.863091,113,12,5670.980149298846
358,99,1677402,12.554469000000001,41.861006,794,17,6091.142788615029
359,99,1648882,12.558319000000001,41.858903000000005,12,6,6486.154897101043
360,99,1678652,12.562342999999998,41.856639,41,3,6903.093566290463
361,99,1677912,12.567835,41.85389,100,35,7451.818143725839
362,99,1677915,12.568038,41.854006,2,2,7459.047538809711
363,99,1024591,12.568318,41.928533,63,10,7609.231642702858
364,99,1022753,12.483319999999999,41.903457,419,78,1654.1399408932905
365,99,1644522,12.521059,41.88004,218,84,2636.690916813096
366,99,1644525,12.52105,41.880099,16,3,2633.223114203013
367,99,1644403,12.520534,41.879465,5,2,2625.6665358524665
368,99,6923256,12.457739,41.909081,149,5,3556.710499594297
369,99,6922163,12.457767,41.905755,391,22,3349.9367282691683
370,99,6921104,12.454292,41.902259,570,250,3430.256570622644
371,99,6883005,12.456951,41.907163,589,9,3490.0853106619134
372,99,6266223,12.586018,41.841133,315,20,9495.862954066339
373,99,6266221,12.590058,41.837559000000006,197,18,9999.382515421574
374,99,6266222,12.589877,41.836760999999996,27,4,10039.352862731172
375,99,6266031,12.590258,41.837398,33,5,10023.317211433548
376,99,6266251,12.59583,41.84776,28,3,9799.17219105755
377,99,6265822,12.600673,41.863548,129,9,9467.23123867089
378,99,6264893,12.614528,41.889148999999996,309,8,10142.222432122384
379,99,6265482,12.615252,41.892385,18,2,10204.372835556747
380,99,6264282,12.615471000000001,41.906523,33,3,10378.578801660735
381,99,6264281,12.61565,41.911691,445,9,10508.310396153525
382,99,6265192,12.579205,41.930912,396,4,8510.306171225184
383,99,6228422,12.578384,41.931094,15,2,8463.524780053935
384,99,6919582,12.469773,41.928706,95,39,4671.249835565562
385,99,6921555,12.474916,41.929365999999995,4,2,4586.749024799213
386,99,6919581,12.473017,41.929303999999995,327,63,4632.330135042258
387,99,6883092,12.473894,41.928796999999996,415,6,4554.586279924633
388,99,6921552,12.474632000000001,41.929269,6,3,4584.01887893966
389,99,6922542,12.470144,41.925983,9,2,4382.808460556272
390,99,1023776,12.481616,41.906077,61,15,1977.637737972102
391,99,1022381,12.524956,41.908929,785,55,3416.015961780778
392,99,1679923,12.534586000000001,41.908095,405,16,4032.032261088804
393,99,1024595,12.572792,41.925154,69,3,7724.227139569307
394,99,6923311,12.454052,41.9005,163,56,3377.3806593351783
395,99,6922445,12.453415,41.903011,18,2,3530.2316447988064
396,99,6921675,12.4577,41.905977,21,4,3367.481494508756
397,99,984862,12.466246,41.908783,1,2,2992.9858351915186
398,99,6920575,12.47058,41.906304999999996,55,6,2543.308642971434
399,99,6920576,12.46835,41.907691,3,3,2783.158818463614
400,99,1679222,12.504617,41.880937,349,22,1446.449019274705
401,99,1023172,12.496025999999999,41.900901,104,24,1230.3938834893129
402,99,1023174,12.495026,41.901906,19,3,1322.2501698674073
403,99,984791,12.493833,41.895739,60,2,630.6635530004678
404,99,984792,12.491648,41.894202,91,3,451.08133331813775
405,99,1022282,12.490089999999999,41.89895,225,163,992.4527682380134
406,99,1023176,12.491011,41.899091999999996,874,9,996.6824927889182
407,99,1022302,12.501933,41.904078999999996,131,38,1737.9782279402257
408,99,1021911,12.503693,41.904405,388,42,1840.601244824731
409,99,989701,12.502106,41.90072,157,9,1424.9100293562892
410,99,984711,12.49618,41.905815000000004,462,30,1766.4929102460858
411,99,1022285,12.489474000000001,41.898165999999996,203,3,918.9069285196093
412,99,1022752,12.488679,41.903714,68,7,1534.2455552071033
413,99,1022215,12.487186,41.903231,187,6,1511.9063555013913
414,99,6921734,12.471822999999999,41.912149,105,6,2975.5502796012515
415,99,1024252,12.495775,41.884665999999996,183,7,675.1615673454933
416,99,2334703,12.478375,41.889764,350,2,1159.1455424866667
417,99,6921525,12.453206,41.902848999999996,110,17,3538.911257756327
418,99,1023784,12.48147,41.901816,45,4,1576.3012557062534
419,99,1680365,12.528107,41.909471999999994,1,2,3661.711660169655
420,99,1022384,12.528466,41.909544,39,12,3690.5601892091718
421,99,6921522,12.453658,41.90274,53,9,3499.6863414762443
422,99,6922543,12.453722,41.902493,2,2,3483.955715959782
423,99,1026996,12.455033,41.902146,5,2,3368.782790063562
424,99,1022931,12.464193,41.902535,9,4,2708.8162628050204
425,99,6922162,12.480424000000001,41.915476,2202,9,2979.047058390722
426,99,2294485,12.456029,41.854157,4,2,5008.468512124832
427,99,1023971,12.483754,41.898915,163,22,1203.929604674157
428,99,1022216,12.488278,41.904214,8,2,1595.406814743009
429,99,6923314,12.484369000000001,41.889708,2721,2,662.8085923035649
430,99,2332972,12.48535,41.871435,341,34,2160.408660720319
431,99,2335822,12.485575,41.870616999999996,307,24,2243.327061651444
432,99,2334273,12.484524,41.869862,81,24,2347.191405616542
433,99,2333132,12.48475,41.869026,31,9,2431.6514436742364
434,99,989292,12.503714,41.911319,185,26,2531.530089746996
435,99,990762,12.510492,41.915579,616,19,3199.0420456198212
436,99,1024822,12.520785,41.924183,97,11,4454.600858899051
437,99,1024394,12.534068,41.934895000000004,49,7,6055.130626787495
438,99,1021536,12.543224,41.937416,341,16,6735.116860077228
439,99,1021932,12.508611,41.899665,76,3,1713.7088997552705
