,level_0,index,radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,distanze
2128,80355,3369046,UMTS,222,99,50063,18060932,374.0,12.47442,41.856072,1030,6,1,1371752747,1428489781,-99.0,4069.0214228657132
2129,80356,3369061,UMTS,222,99,50063,18024001,,12.464253999999999,41.840066,2203,6,1,1371752927,1415700863,-104.0,6033.898665136893
2130,80371,3369445,UMTS,222,10,35008,10413394,,12.534981,41.870015,4,4,1,1371760755,1371760993,,4188.803137852159
2131,80379,3369605,UMTS,222,10,35008,10413391,,12.535003,41.870259000000004,0,2,1,1371763714,1371763834,,4175.923116422131
2132,80387,3369767,UMTS,222,10,35008,10085630,,12.565982,41.888546999999996,10,4,1,1371766819,1371766998,,6115.267532304838
2133,80400,3370925,UMTS,222,10,35008,10412049,,12.518172999999999,41.888616999999996,263,4,1,1371805372,1432917145,,2151.6850814380136
2134,80401,3370960,UMTS,222,10,35008,10413922,,12.512741,41.892219,59,4,1,1371806017,1371806197,,1709.0378435960943
2135,80403,3370971,UMTS,222,10,35008,10413923,,12.510987,41.890274,299,18,1,1371806258,1437382955,,1548.3581788205183
2136,80405,3371047,UMTS,222,10,35004,10412402,,12.501663,41.899708000000004,2,2,1,1371808290,1371808361,,1312.0079508324225
2137,80481,3374317,UMTS,222,99,50063,18025276,,12.420800999999999,41.850625,6,4,1,1371890440,1371890619,,7386.397351551349
2138,80546,3375784,GSM,222,1,60110,4258,,12.515056,41.911085,2,5,1,1371931399,1371931638,,2991.8137493582262
2139,80553,3376075,GSM,222,1,60110,40161,,12.514917,41.910940999999994,4,3,1,1371938284,1371938465,,2972.128093313039
2140,80555,3376078,GSM,222,1,60110,11680,,12.514897999999999,41.910947,1,2,1,1371938345,1371938523,,2971.651534622472
2141,80643,3379102,UMTS,222,88,30078,25239832,,12.481330999999999,41.895215,235,16,1,1372029543,1396559024,,1070.9751779085364
2142,80698,3380940,UMTS,222,99,50364,18683682,,12.562772,41.879402,16,2,1,1372093927,1372094110,,5967.750348138073
2143,80699,3380945,UMTS,222,99,50364,18717172,,12.562282000000002,41.87095,950,2,1,1372093989,1397914127,,6186.441461785502
2144,80712,3381411,UMTS,222,88,30091,25373204,,12.61336,41.893994,147,2,1,1372106025,1372841034,,10053.230709614518
2145,80714,3381470,UMTS,222,88,30074,25336993,,12.381983,41.844697,238,3,1,1372107210,1406985149,,10461.53594959582
2146,80715,3381483,UMTS,222,88,30092,25698807,,12.380414,41.884705,2206,9,1,1372107333,1420936908,,9308.565093556012
2147,80760,3383087,UMTS,222,99,50063,18061629,,12.422479,41.880476,23,2,1,1372166935,1372167161,,5896.86614913658
2148,80761,3383100,UMTS,222,99,50071,16723894,,12.599692,41.947990999999995,82,4,1,1372167357,1375447830,,10980.061367258872
2149,80762,3383109,UMTS,222,99,50071,16723897,,12.599261,41.947656,605,9,1,1372167510,1379166561,,10929.320618108206
2150,80763,3383120,UMTS,222,99,50071,16723896,,12.592225,41.945867,147,2,1,1372167667,1373358986,,10341.16784632388
2151,80799,3384096,GSM,222,1,60107,7796,,12.387202,41.912191,991,3,1,1372193121,1434856840,,9059.79632063955
2152,80810,3384320,GSM,222,88,30048,17508,,12.572574000000001,41.912741,498,2,1,1372197020,1406220451,,7114.644672807726
2153,80811,3384349,GSM,222,10,30005,28632,,12.439926,41.853246,81,6,1,1372197477,1378208605,,5979.069957048517
2154,80815,3384462,UMTS,222,99,50063,18063423,,12.486746,41.85565,3694,14,1,1372199965,1445362753,-103.0,3862.4262274116973
2155,80956,3388931,UMTS,222,88,30074,25307893,,12.402472999999999,41.820402,4459,2,1,1372341623,1374781306,,10757.828713277933
2156,80957,3388935,UMTS,222,88,30074,25306093,,12.443452,41.846377000000004,0,2,1,1372341681,1372341742,,6334.847887736503
2157,80965,3389121,UMTS,222,88,30078,25270799,,12.481883999999999,41.908149,81,3,1,1372346140,1372346259,,2176.6974788438197
2158,80968,3389152,GSM,222,10,31015,46613,,12.455599000000001,41.907986,3,5,1,1372346895,1372347136,,3633.909055136905
2159,80988,3389980,UMTS,222,88,30078,25253361,,12.476571,41.910626,6,3,1,1372364828,1372365134,,2621.269738099897
2160,80997,3390427,UMTS,222,88,30074,25313595,,12.463951,41.830373,12,3,1,1372374398,1372374518,,7047.641181251329
2161,80998,3390460,UMTS,222,88,30078,25257501,,12.476587,41.910691,47,4,1,1372375109,1389260531,,2626.868286454384
2162,80999,3390472,UMTS,222,88,30074,25336948,,12.464051,41.830483,19,7,1,1372375375,1372376272,,7033.350744786209
2163,81003,3390763,GSM,222,10,31014,801,,12.466804,41.949754999999996,25,4,1,1372381146,1372381821,,6948.411454254195
2164,81005,3390785,UMTS,222,10,35007,10403281,,12.466756,41.949742,9,3,1,1372381641,1372381761,,6948.251044621432
2165,81015,3391509,UMTS,222,88,30090,25438564,,12.514062,41.935154,31,2,1,1372413042,1372413174,,5311.453360581413
2166,81040,3391980,UMTS,222,10,32018,17684000,,12.444780999999999,41.87526,131,5,1,1372428655,1372428894,,4280.2727771054515
2167,81064,3392646,UMTS,222,88,30091,25371927,,12.583689,41.873814,12,6,1,1372442986,1372842407,,7797.7010737618375
2168,81066,3392669,UMTS,222,88,30091,25371393,,12.589897,41.887412,360,3,1,1372443556,1374608809,,8103.281037244182
2169,81067,3392675,UMTS,222,88,30090,25466987,,12.578745,41.895313,1123,2,1,1372443674,1382639539,,7194.164009644442
2170,81136,3394824,UMTS,222,99,50364,18718385,,12.560267,41.842538,1257,9,1,1372508371,1424097539,-95.0,7733.44821699375
2171,81138,3394826,UMTS,222,99,50364,18719915,,12.548713000000001,41.855914,783,6,1,1372508431,1407885622,,6032.167676414504
2172,81139,3394828,UMTS,222,99,50364,18718386,,12.553449,41.854191,157,2,1,1372508491,1398953771,,6458.775933929564
2173,81183,3396155,UMTS,222,88,30090,25438782,,12.556968,41.892228,29,7,1,1372541587,1372555108,,5369.190958820784
2174,81193,3396558,UMTS,222,99,50364,18718387,,12.564211,41.855042,179,5,1,1372551357,1372551596,,7129.727340053808
2175,81213,3397598,UMTS,222,99,50063,18061625,,12.420788,41.870027,26,3,1,1372597161,1372597435,,6346.090445459091
2176,81215,3397637,UMTS,222,1,61509,98895504,,12.459935,41.913206,34,10,1,1372598571,1372631334,,3710.948883666714
2177,81354,3401390,UMTS,222,88,30078,25240833,,12.479273,41.900802,0,2,1,1372712332,1372712451,,1602.5050885544188
2178,81380,3402023,UMTS,222,10,35015,10085433,,12.367788000000001,41.915999,1,2,1,1372725837,1372725896,,10724.857401516383
2179,81385,3402689,UMTS,222,88,30074,25305523,,12.491647,41.848643,7,3,1,1372756622,1372756862,,4613.117699060466
2180,81391,3402958,UMTS,222,99,50063,18061614,,12.481508999999999,41.87815,448,5,1,1372767368,1406629052,,1609.3907282950604
2181,81470,3405559,UMTS,222,88,30091,25405084,,12.624483,41.892781,569,3,1,1372840771,1372840958,,10971.301221199488
2182,81525,3406791,UMTS,222,99,50364,21339943,,12.480576,41.896460999999995,318,3,1,1372877715,1425323567,,1199.7727122315616
2183,81538,3407260,UMTS,222,88,30078,25271533,,12.520483,41.914629999999995,63,19,1,1372887309,1372906839,,3582.737180405236
2184,81539,3407273,UMTS,222,88,30078,25242003,,12.520336,41.914681,0,2,1,1372887429,1372887554,,3579.10200936398
2185,81540,3407280,UMTS,222,88,30078,25240203,,12.52028,41.915473999999996,644,8,1,1372887489,1372903829,,3643.5722969891726
2186,81543,3407381,UMTS,222,88,30078,25243380,,12.483661,41.890612,125,3,1,1372889728,1372901056,,721.1977053848294
2187,81558,3407507,UMTS,222,88,30078,25271526,,12.483445,41.891729999999995,245,6,1,1372893992,1372898243,,757.4732872110387
2188,81563,3407556,UMTS,222,88,30078,25245442,,12.479873,41.886041999999996,489,2,1,1372895540,1396385825,,1131.1961337477292
2189,81569,3407754,UMTS,222,88,30078,25252452,,12.507477,41.913499,105,2,1,1372901899,1372901962,,2879.586019145215
2190,81570,3407789,UMTS,222,88,30078,25242001,,12.520703999999999,41.914699,14,2,1,1372902924,1372903648,,3600.514771958746
2191,81571,3407817,UMTS,222,88,30078,25270508,,12.519842,41.909786,25,5,1,1372904212,1372905635,,3155.4904945966146
2192,81572,3407822,UMTS,222,88,30078,25246038,,12.519867,41.909791,14,3,1,1372904330,1372905575,,3157.374823928009
2193,81573,3407859,UMTS,222,88,30078,25270506,,12.52075,41.909065999999996,170,3,1,1372905516,1372906117,,3156.713512432969
2194,81602,3409034,UMTS,222,10,35005,10086723,,12.381191000000001,41.839265000000005,1236,4,1,1372955983,1374256964,,10822.153114583441
2195,81603,3409067,UMTS,222,10,35005,10085170,,12.441452,41.872042,502,4,1,1372956893,1379528072,,4678.774691753889
2196,81604,3409073,UMTS,222,10,35005,10084953,,12.443032,41.876283,69,7,1,1372956953,1379324629,,4373.094601882681
2197,81626,3409646,UMTS,222,88,30074,25336972,,12.446511,41.80644,32,6,1,1372968984,1372970507,,10048.603150112016
2198,81628,3409650,UMTS,222,88,30074,25336929,,12.446407,41.806801,284,7,1,1372969046,1378032535,,10014.786511923876
2199,81637,3409847,UMTS,222,88,30074,25311257,,12.446885,41.806288,130,6,1,1372973360,1378051282,,10052.529785962972
2200,81643,3409913,UMTS,222,88,30074,25306336,,12.508127,41.804629,5469,96,1,1372974880,1409945185,,9591.53260826355
2201,81644,3410018,UMTS,222,10,35008,10414849,,12.529117999999999,41.869037,198,3,1,1372977315,1375734943,,3851.6866196509645
2202,81645,3410024,UMTS,222,10,35008,10414852,,12.528889,41.869109,218,4,1,1372977377,1375734823,,3831.744910890056
2203,81661,3411080,GSM,222,1,52310,38979,,12.487967,41.905083000000005,534,2,1,1373018425,1446999803,,1695.205884810194
2204,81663,3411089,UMTS,222,88,30074,25299047,,12.466009,41.832059,43,4,1,1373018772,1373019107,,6814.721656458084
2205,81809,3415347,UMTS,222,99,50063,18028219,,12.443033,41.875305,668,7,1,1373151498,1401449583,,4412.539814968264
2206,81826,3416265,UMTS,222,10,35005,10067290,,12.410973,41.820166,350,792,1,1373189506,1421959402,,10300.629212021999
2207,81930,3420254,UMTS,222,88,30092,25692222,,12.452187,41.879653000000005,591,24,1,1373314569,1376770156,,3530.8905470282084
2208,81931,3420273,UMTS,222,88,30092,25698701,,12.458423,41.880362,467,7,1,1373314753,1381319184,,3017.949605370471
2209,81935,3420375,UMTS,222,88,30092,25699670,,12.457888,41.874153,575,11,1,1373317258,1382690772,,3367.3951216682804
2210,81940,3420583,UMTS,222,88,30092,25701448,,12.45288,41.878001,2437,16,1,1373322430,1382889754,,3542.5899013166036
2211,81944,3420742,UMTS,222,88,30092,25729449,,12.45792,41.882121999999995,388,17,1,1373325973,1382697808,,2992.7741033910197
2212,81949,3420891,UMTS,222,88,30092,25700616,,12.424866999999999,41.911066,2159,11,1,1373328860,1418893800,,6060.060321103711
2213,81954,3421595,UMTS,222,99,50071,16723899,,12.58727,41.943643,321,4,1,1373358889,1387520245,,9864.227946280591
2214,81971,3421883,UMTS,222,88,30078,25252501,,12.469380000000001,41.910825,7,2,1,1373371195,1373371359,,2981.396095293684
2215,81973,3421914,UMTS,222,10,35004,10413864,,12.530916,41.933634000000005,836,5,1,1373371972,1427592698,,5792.265666107327
2216,81991,3422281,UMTS,222,99,50364,21340752,,12.567721,41.923876,353,2,1,1373383828,1379097234,,7289.781682673752
2217,82003,3422814,UMTS,222,10,35007,10411863,,12.481169,41.900269,428,9,1,1373394907,1381510180,,1454.4780601671205
2218,82004,3422817,UMTS,222,10,35007,10411860,,12.481135,41.901529,179,4,1,1373394968,1381509870,,1566.5833280873753
2219,82007,3422905,UMTS,222,10,35007,10414033,,12.48235,41.872906,328,11,1,1373396960,1429098179,,2089.15105492466
2220,82008,3422906,UMTS,222,10,35007,10414030,,12.482857000000001,41.870365,794,7,1,1373396983,1429096372,,2336.414596458833
2221,82009,3422936,UMTS,222,10,35005,10035829,,12.466277999999999,41.829223,956,8,1,1373397665,1378315062,,7106.979309957756
2222,82032,3423448,UMTS,222,88,30092,25692223,,12.455745,41.882897,499,89,1,1373409520,1376771324,,3142.258544818469
2223,82048,3424911,UMTS,222,10,35005,10364682,,12.482353999999999,41.869774,374,3,1,1373441427,1411580007,,2412.3431935912677
2224,82057,3425051,UMTS,222,88,30092,25700610,,12.41452,41.908014,589,5,1,1373450238,1373450478,,6754.114905853347
2225,82058,3425117,UMTS,222,88,30092,25704190,,12.410414,41.921023,446,5,1,1373453083,1373453326,,7611.781754913528
2226,82134,3426364,UMTS,222,10,35004,10392769,,12.522131,41.908671999999996,40,3,1,1373482728,1373482947,,3215.081428450214
2227,82179,3428171,UMTS,222,1,61509,98908364,,12.477041,41.907013,20,7,1,1373527319,1373533460,,2260.1761388321056
2228,82186,3428280,UMTS,222,1,61509,98908366,,12.476956,41.906884999999996,17,2,1,1373533339,1373533531,,2252.413265639192
2229,82208,3428542,UMTS,222,88,30078,25240832,,12.482688000000001,41.903071999999995,23,5,1,1373544023,1373544264,,1641.0387253935087
2230,82233,3429335,UMTS,222,99,50071,16752325,,12.597969,41.830833,41,2,1,1373563805,1373563865,,10971.582224946764
2231,82237,3429406,UMTS,222,88,30078,25233364,,12.489211,41.908314000000004,21,5,1,1373565177,1373565418,,2031.5100970923247
2232,82248,3429584,UMTS,222,88,30092,25730769,,12.457622,41.884091,372,37,1,1373568921,1383049977,,2958.8896224444306
2233,82252,3429690,UMTS,222,1,61503,98543309,,12.391679,41.900958,136,2,1,1373571650,1375899313,,8438.177062905605
2234,82288,3431364,UMTS,222,88,30092,25730768,,12.457759,41.883363,548,50,1,1373614895,1383050028,,2967.410381471917
2235,82306,3431710,UMTS,222,88,30078,25245945,,12.455508,41.913631,0,2,1,1373629048,1373629107,,4015.5625810572956
2236,82356,3432918,UMTS,222,88,30090,25436837,,12.574314999999999,41.894476,3611,3,1,1373657264,1380369081,,6820.641284209527
2237,82389,3434548,UMTS,222,88,30092,25698695,,12.456485,41.883965,1042,54,1,1373703510,1381319336,,3053.9731573948893
2238,82457,3436378,UMTS,222,99,50364,18718578,,12.516057,41.876709000000005,121,10,1,1373755958,1388531760,,2472.7606312909124
2239,82466,3437271,UMTS,222,88,30090,25436763,,12.515376,41.934399,26,2,1,1373787591,1373787653,,5271.208367373125
2240,82467,3437289,UMTS,222,88,30092,25729456,,12.37681,41.881808,1747,10,1,1373789220,1406985046,,9632.97884108756
2241,82468,3437292,UMTS,222,88,30092,25700604,,12.386937,41.865159000000006,4812,3,1,1373789400,1419237972,,9179.240539804727
2242,82475,3437434,UMTS,222,99,50001,21993757,,12.439718,41.823969,8270,16,1,1373797206,1403699363,,8553.205468986114
2243,82494,3437698,UMTS,222,1,61508,98832107,,12.532935,41.94939,536,8,1,1373806211,1397580694,,7389.636633255108
2244,82495,3437702,UMTS,222,1,61508,98832108,,12.534517,41.946659999999994,308,9,1,1373806390,1395621600,,7184.124030851456
2245,82506,3437879,UMTS,222,10,35005,10085071,,12.441139,41.857356,587,5,1,1373811870,1410109596,-98.0,5598.730998620013
2246,82507,3437880,UMTS,222,10,35005,10085069,,12.441925999999999,41.859101,87,2,1,1373811929,1409671782,-97.0,5423.921775025344
2247,82608,3441235,UMTS,222,1,61503,98503526,,12.38625,41.903161,330,2,1,1373913415,1373913475,,8920.514149713412
2248,82609,3441237,UMTS,222,1,61503,98500903,,12.391973,41.903862,170,4,1,1373913536,1374867540,,8465.785101407608
2249,82636,3443170,UMTS,222,99,50364,18692854,,12.569597,41.92315,31,5,1,1373972395,1373972635,,7383.473467939989
2250,82641,3443193,UMTS,222,88,30091,25373186,,12.558411999999999,41.830687,1711,6,1,1373973407,1374131986,,8588.329946479056
2251,82642,3443194,GSM,222,88,30048,17587,,12.559203,41.834423,96,3,1,1373973527,1373994754,,8316.939094661471
2252,82643,3443206,UMTS,222,88,30091,25371379,,12.5639,41.849903000000005,621,5,1,1373973929,1374660275,,7436.980018864806
2253,82644,3443211,GSM,222,88,30048,9526,,12.558665,41.834181,243,5,1,1373974108,1390290155,,8307.294753998174
2254,82690,3444596,GSM,222,88,30048,29944,,12.559197,41.833843,32,4,1,1374001933,1374003218,,8364.698541389018
2255,82735,3446374,UMTS,222,88,30090,25438567,,12.521453,41.946037,483,3,1,1374059539,1374059659,,6658.6281049488
2256,82750,3446978,UMTS,222,1,61503,98507207,,12.419646,41.92773,1,2,1,1374075145,1374075203,,7332.766326202353
2257,82751,3446980,UMTS,222,88,30078,25239844,,12.491667999999999,41.908991,205,4,1,1374075176,1377795207,,2090.864304303989
2258,82752,3446986,UMTS,222,88,30078,25239852,,12.492383,41.909515999999996,0,2,1,1374075237,1374075296,,2148.4572463180193
2259,82759,3447176,UMTS,222,99,50001,6266897,,12.526314999999999,41.946502,37,5,1,1374079428,1374079729,,6862.389184290241
2260,82784,3447645,UMTS,222,88,30091,25401861,,12.557615,41.830606,370,5,1,1374089874,1376912128,,8553.163254732155
2261,82863,3449103,UMTS,222,10,35008,10085012,,12.558226,41.808002,307,3,1,1374131974,1374171458,,10641.62478365208
2262,82864,3449107,UMTS,222,88,31091,25764639,,12.537486999999999,41.822002000000005,1778,2,1,1374131984,1378720821,,8449.357600519437
2263,82865,3449120,UMTS,222,88,30078,25271329,,12.528016000000001,41.858017,5277,2,1,1374131995,1374146305,,4640.237233062495
2264,82866,3449122,UMTS,222,88,30078,25246052,,12.509196000000001,41.886286,8786,6,1,1374131998,1374146302,,1464.7905918204726
2265,82867,3449123,UMTS,222,88,30078,25271537,,12.528016000000001,41.858017,5277,2,1,1374131998,1374146303,,4640.237233062495
2266,82868,3449124,UMTS,222,88,30078,25242586,,12.513401,41.883363,8342,5,1,1374131999,1374132002,,1905.3300727503351
2267,82869,3449144,UMTS,222,88,30078,25270513,,12.500997,41.900719,86,2,1,1374132946,1374146303,,1374.5063312355574
2268,82870,3449145,UMTS,222,88,30078,25270514,,12.498930999999999,41.899221000000004,311,3,1,1374132947,1374140964,,1144.5358358903782
2269,82871,3449146,UMTS,222,88,30078,25250012,,12.499636,41.900555,69,7,1,1374132953,1374146302,,1302.7789030979764
2270,82872,3449147,UMTS,222,88,30078,25239853,,12.499992,41.900675,22,2,1,1374132954,1374140980,,1328.4731890895482
2271,82873,3449148,UMTS,222,88,30078,25233373,,12.499804,41.90063,36,3,1,1374132955,1374132956,,1316.6668869019452
2272,82874,3449151,UMTS,222,88,30078,25233376,,12.497941,41.899194,542,13,1,1374132961,1374140979,,1104.8510283832393
2273,82875,3449152,UMTS,222,88,30078,25246053,,12.498445,41.899693,95,7,1,1374132963,1374140976,,1172.828847562902
2274,82876,3449153,UMTS,222,88,30078,25269085,,12.497492,41.89853,217,21,1,1374132964,1390059125,,1022.2704814860573
2275,82877,3449154,UMTS,222,88,30078,25268905,,12.4969,41.898247999999995,164,4,1,1374132965,1374132975,,973.7560970215941
2276,82878,3449156,UMTS,222,88,30078,25239854,,12.494756,41.895837,183,5,1,1374132975,1374140943,,660.5129041324371
2277,82879,3449157,UMTS,222,88,30078,25239856,,12.498154,41.899412,332,3,1,1374132976,1374140980,,1134.272941682688
2278,82880,3449158,UMTS,222,88,30078,25271342,,12.496234,41.897537,395,32,1,1374132977,1374140977,,879.7274540532719
2279,82881,3449159,UMTS,222,88,30078,25271343,,12.494261999999999,41.895385,160,14,1,1374132984,1374140950,,600.6745073905253
2280,82882,3449160,UMTS,222,88,30078,25233374,,12.49356,41.895235,17,2,1,1374132987,1374132988,,571.418765441694
2281,82883,3449161,UMTS,222,88,30078,25233377,,12.49365,41.894940999999996,18,2,1,1374132989,1374132989,,540.7820363887591
2282,82887,3449279,UMTS,222,10,35008,10085226,,12.571736,41.84916,0,2,1,1374139813,1374139870,,8012.982644112123
2283,83029,3453320,UMTS,222,1,61508,98838400,,12.515209,41.939136,445,12,1,1374256943,1394711675,,5760.08349190084
2284,83031,3453359,UMTS,222,10,35005,10085379,,12.432853999999999,41.867466,1087,2,1,1374257607,1378837471,,5543.953075027368
2285,83032,3453361,UMTS,222,10,35005,10085382,,12.432056,41.870086,762,2,1,1374257664,1378837532,,5478.106066292756
2286,83033,3453365,UMTS,222,10,35005,10396221,,12.439957000000001,41.864582,386,3,1,1374257726,1381750603,,5194.274226015683
2287,83034,3453366,UMTS,222,1,61508,98829643,,12.515617,41.940486,389,4,1,1374257757,1394710604,,5912.829078556671
2288,83036,3453372,UMTS,222,10,35005,10084951,,12.441732,41.874321,548,5,1,1374257845,1379325227,,4554.019460246104
2289,83037,3453375,UMTS,222,1,61508,98831503,,12.516978,41.943912,15,2,1,1374257879,1374257941,,6309.375714924197
2290,83043,3453572,UMTS,222,1,61508,98829916,,12.517325,41.943859,24,5,1,1374262771,1374263008,,6313.202933584671
2291,83087,3454553,UMTS,222,1,61509,98895607,,12.505861999999999,41.880484,116,5,1,1374284828,1430824365,,1555.445085609409
2292,83092,3455124,UMTS,222,1,61501,98376000,,12.555060000000001,41.877584999999996,6,3,1,1374345375,1374345555,,5391.045080741267
2293,83093,3455133,UMTS,222,1,61501,98369869,,12.556458000000001,41.878491,467,5,1,1374345497,1384250806,,5478.454329848982
2294,83098,3455498,UMTS,222,1,61509,98895851,,12.505427000000001,41.880817,98,5,1,1374308277,1374314720,,1503.7856910049034
2295,83168,3458500,UMTS,222,1,61510,98975036,,12.478388,41.850893,13,4,1,1374403825,1374404064,,4513.8026341968125
2296,83345,3463342,UMTS,222,10,35008,10085220,,12.571562,41.849466,1314,3,1,1374546717,1408401227,,7981.788356246542
2297,83353,3464134,UMTS,222,88,30090,25442080,,12.56218,41.94097,56,2,1,1374572478,1374572578,,8087.752652345371
2298,83388,3464712,UMTS,222,88,30090,25438630,,12.550477,41.911972,16,2,1,1374592003,1374592066,,5398.33616758318
2299,83397,3465060,UMTS,222,10,35005,10085169,,12.443574,41.868977,64,3,1,1374599508,1374599628,,4682.099776644433
2300,83398,3465067,UMTS,222,10,35005,10084950,,12.442949,41.875551,145,4,1,1374599749,1379324988,,4408.860756553721
2301,83464,3467099,UMTS,222,88,30078,25239904,,12.449769,41.910243,457,4,1,1374660016,1374660195,,4176.4745206638945
2302,83465,3467109,UMTS,222,88,30091,25371392,,12.573303,41.849022999999995,305,7,1,1374660325,1400596531,,8128.896015215181
2303,83484,3467637,UMTS,222,88,30078,25233431,,12.503552,41.90421,122,8,1,1374678530,1376418606,,1816.0071106049938
2304,83610,3472435,UMTS,222,99,50364,18684022,,12.567058,41.888085,34,3,1,1374842174,1374842353,,6206.258778129446
2305,83611,3472439,UMTS,222,99,50364,18684025,,12.568372,41.886895,151,2,1,1374842230,1379108290,,6321.5310368642085
2306,83663,3473385,UMTS,222,1,61509,98894242,,12.457643,41.907662,304,3,1,1374865400,1411130955,-105.0,3472.607633540458
2307,83670,3473487,UMTS,222,1,61503,98503527,,12.391046000000001,41.901745,39,4,1,1374867599,1377883757,,8502.901252817448
2308,83674,3473713,UMTS,222,88,30092,25702143,,12.467061,41.869403000000005,203,4,1,1374872530,1383049074,,3117.9813794086467
2309,83675,3473718,UMTS,222,88,30092,25701446,,12.465292,41.868835,26,5,1,1374872590,1378996182,,3264.120920255328
2310,83702,3474892,UMTS,222,88,30078,25271525,,12.496903,41.882719,1273,5,1,1374914806,1374915048,,910.742879579521
2311,83703,3474907,UMTS,222,88,31091,25795054,,12.467139999999999,41.842819,575,2,1,1374915605,1374915665,,5660.211376813469
2312,83727,3475343,UMTS,222,88,30091,25394354,,12.536138000000001,41.866074,532,4,1,1374933777,1374933957,,4515.288533888496
2313,83764,3476792,UMTS,222,88,30090,25439316,,12.511648,41.941462,25,5,1,1374967001,1374967241,,5917.864858810569
2314,83876,3480511,GSM,222,88,30010,8711,,12.437444000000001,41.900589000000004,2,3,1,1375094930,1375225700,,4699.50064567817
2315,83883,3480753,UMTS,222,88,31091,25769691,,12.465278,41.868429,47,5,1,1375103106,1375103346,,3297.805403496921
2316,83894,3481216,UMTS,222,10,35005,10085173,,12.442022999999999,41.874419,155,7,1,1375115071,1381169420,,4527.532498193516
2317,83922,3481588,UMTS,222,99,50063,18063471,,12.472398,41.817338,0,2,1,1375123258,1375123318,,8257.4172152014
2318,83943,3482317,UMTS,222,88,30113,25504815,,12.443577000000001,41.971258,8,2,1,1375137509,1375137568,,9872.397993796525
2319,83976,3483963,UMTS,222,10,35015,10061342,,12.413703,41.888929,277,3,1,1375195415,1425741329,,6527.105037220728
2320,83977,3483964,UMTS,222,10,35015,10084882,,12.410619,41.89152,6861,25,1,1375195478,1424031486,,6783.108636366763
2321,83978,3483971,UMTS,222,10,35015,10084171,,12.376703,41.886531,509,2,1,1375195597,1375195670,,9605.116876807073
2322,83986,3484183,UMTS,222,88,30092,25698801,,12.421459,41.883487,30,4,1,1375200642,1375200822,,5928.883830474313
2323,84002,3484620,UMTS,222,88,30078,25271531,,12.521999000000001,41.914432,4,2,1,1375211795,1375211858,,3649.73296791614
2324,84046,3486241,UMTS,222,10,35005,10084954,,12.439478999999999,41.876393,760,5,1,1375269345,1401789480,,4646.160664998027
2325,84073,3486980,UMTS,222,88,30090,25437091,,12.570311,41.949868,2,3,1,1375289699,1375289819,,9263.246796084819
2326,84081,3487342,UMTS,222,99,50071,16751581,,12.596172,41.862765,43,10,1,1375297658,1375300035,,9141.687018732406
2327,84105,3487950,UMTS,222,88,30078,25262121,,12.472226,41.911861,274,3,1,1375311959,1390163554,,2930.2009984764973
2328,84171,3489993,UMTS,222,88,30092,25698808,,12.379101,41.901524,1148,7,1,1375378666,1408190284,,9480.67755054074
2329,84179,3490326,UMTS,222,88,30092,25700632,,12.424552,41.919866,1879,7,1,1375386467,1391375639,,6519.5990411352805
2330,84264,3492670,UMTS,222,10,35008,10087219,,12.584553999999999,41.889428,14,3,1,1375460898,1375461138,,7654.361567218644
2331,84334,3495082,GSM,222,10,30005,28633,,12.439335,41.854313,3,5,1,1375526890,1375527129,,5934.656509769315
2332,84373,3496247,UMTS,222,10,35008,10085401,,12.463521,41.795683000000004,2742,5,1,1375557434,1375557673,,10764.340517197405
2333,84433,3498042,UMTS,222,1,61502,98440355,,12.441683,41.813835,16,4,1,1375613726,1375613966,,9464.750503777841
2334,84447,3498257,UMTS,222,88,31091,25764661,,12.565625,41.889832,80,13,1,1375620491,1375622946,,6083.028164971109
2335,84453,3498352,UMTS,222,88,31091,25766461,,12.562733,41.887859000000006,295,5,1,1375623086,1377248587,,5848.633641011879
2336,84496,3500830,UMTS,222,88,31091,25774200,,12.452906,41.827298,4,4,1,1375692537,1375692717,,7712.755962106753
2337,84539,3501893,UMTS,222,1,61510,98960673,,12.448707,41.815946999999994,14918,56,1,1375723053,1425571458,,9005.099861579094
2338,84550,3502293,UMTS,222,99,50364,21340413,,12.496584,41.887439,112,2,1,1375730424,1375730483,,465.6257484772938
2339,84551,3502298,UMTS,222,99,50063,18063342,,12.488519,41.865049,4649,15,1,1375730543,1415700862,-104.0,2808.4289244967495
2340,84554,3502394,UMTS,222,10,35008,10032861,,12.573367,41.892369,15,5,1,1375732600,1375732840,,6729.732833157825
2341,84559,3502616,GSM,222,10,30005,29471,,12.472692,41.863942,1434,6,1,1375736514,1396599497,,3338.5850358446014
2342,84560,3502629,UMTS,222,10,35005,10395653,,12.46588,41.861286,26,2,1,1375736770,1375736838,,3887.9032616282916
2343,84617,3504799,UMTS,222,99,50364,18717193,,12.537474000000001,41.909013,234,10,1,1375801597,1417905995,-104.0,4290.858441413806
2344,84665,3507408,UMTS,222,1,61503,98507578,,12.394950999999999,41.909948,3,4,1,1375869929,1375870168,,8373.811869848922
2345,84704,3508442,UMTS,222,1,61502,98453251,,12.441713,41.813838,1,2,1,1375896182,1375896241,,9463.345119323256
2346,84716,3508746,UMTS,222,1,61508,98833673,,12.532616,41.954366,52,6,1,1375902710,1375903010,,7874.280929535247
