net,cell,lon,lat,range,samples,distanze
1,98838418,12.514911,41.927765,249,3,4576.43133802
1,98829702,12.514857,41.927704,222,3,4568.41614486
1,98832095,12.518516,41.924369,277,5,4375.67032222
1,43041,12.517572,41.923234,311,3,4227.36435709
1,98506259,12.426081,41.895563,62,10,5530.55801048
1,98500830,12.425927,41.895282,8,5,5539.99158841
1,98503269,12.4221,41.90307,52,2,6001.56369919
1,98505209,12.410485,41.912347,817,3,7224.26497091
1,39998,12.389207,41.90327,4475,7,8680.46272074
1,98507577,12.392573,41.904298,113,2,8425.66402645
1,98507244,12.391103,41.901854,96,7,8500.05791929
1,98523502,12.391266,41.901688,211,15,8483.90160738
1,7335,12.565112,41.831108,2120,12,8919.51123724
1,98961408,12.530014,41.868767,108,2,3928.99210722
1,98374813,12.540807,41.893801,534,4,4043.18932774
1,98965887,12.491472,41.828599,47,5,6839.43020611
1,98900693,12.460898,41.898515,132,7,2768.22099004
1,98895657,12.461913,41.898129,335,12,2674.53174307
1,98895608,12.499055,41.874257,200,2,1853.81498416
1,98966210,12.501826,41.862803,444,2,3140.52559382
1,98944401,12.460243,41.897156,18,2,2773.59028708
1,4258,12.515056,41.911085,2,5,2991.81374936
1,40161,12.514917,41.910941,4,3,2972.12809331
1,11680,12.514898,41.910947,1,2,2971.65153462
1,7796,12.387202,41.912191,991,3,9059.79632064
1,98895504,12.459935,41.913206,34,10,3710.94888367
1,38979,12.487967,41.905083,534,2,1695.20588481
1,98908364,12.477041,41.907013,20,7,2260.17613883
1,98908366,12.476956,41.906885,17,2,2252.41326564
1,98543309,12.391679,41.900958,136,2,8438.17706291
1,98832107,12.532935,41.94939,536,8,7389.63663326
1,98832108,12.534517,41.94666,308,9,7184.12403085
1,98503526,12.38625,41.903161,330,2,8920.51414971
1,98500903,12.391973,41.903862,170,4,8465.78510141
1,98507207,12.419646,41.92773,1,2,7332.7663262
1,98838400,12.515209,41.939136,445,12,5760.0834919
1,98829643,12.515617,41.940486,389,4,5912.82907856
1,98831503,12.516978,41.943912,15,2,6309.37571492
1,98829916,12.517325,41.943859,24,5,6313.20293358
1,98895607,12.505862,41.880484,116,5,1555.44508561
1,98376000,12.55506,41.877585,6,3,5391.04508074
1,98369869,12.556458,41.878491,467,5,5478.45432985
1,98895851,12.505427,41.880817,98,5,1503.785691
1,98975036,12.478388,41.850893,13,4,4513.8026342
1,98894242,12.457643,41.907662,304,3,3472.60763354
1,98503527,12.391046,41.901745,39,4,8502.90125282
1,98440355,12.441683,41.813835,16,4,9464.75050378
1,98960673,12.448707,41.815947,14918,56,9005.09986158
1,98507578,12.394951,41.909948,3,4,8373.81186985
1,98453251,12.441713,41.813838,1,2,9463.34511932
1,98833673,12.532616,41.954366,52,6,7874.28092954
1,98973662,12.479677,41.846615,275,5,4950.76591235
1,98960924,12.489735,41.855402,1316,8,3868.05146341
1,98829831,12.504398,41.919924,5,5,3452.84259732
1,98977256,12.514944,41.805867,6566,7,9550.3536387
1,98977175,12.520735,41.804857,6242,9,9765.26653977
1,98982827,12.580612,41.82552,1518,12,10261.684766
1,98369885,12.539092,41.881872,0,3,3989.103534
1,99028448,12.453999,41.826913,20,2,7713.61093164
1,98835020,12.504242,41.909944,29,2,2408.1673437
1,98832100,12.502148,41.909721,154,3,2319.01082726
1,98373350,12.562112,41.887685,955,71,5798.0410872
1,98895320,12.516401,41.900397,11,2,2297.71896418
1,98916005,12.484564,41.902842,289,2,1547.75358192
1,98916006,12.481079,41.899419,416,5,1388.01449296
1,98908157,12.483483,41.902315,85,3,1535.55314037
1,98894384,12.513554,41.880951,527,5,2037.65237942
1,98507239,12.461236,41.928955,198,6,5021.05936189
1,98507243,12.392508,41.902678,40,2,8399.44430488
1,99031872,12.419638,41.825811,299,12,9356.17490618
1,99037653,12.453273,41.839706,3345,122,6475.83315992
1,98961842,12.487206,41.855954,236,9,3824.47078002
1,98960800,12.57757,41.848786,57,4,8438.51923295
1,98982270,12.575308,41.854166,4916,6,7965.25823473
1,98961357,12.577082,41.844852,11565,14,8651.47610518
1,98983148,12.60531,41.880924,1599,3,9433.25387181
1,98900466,12.503104,41.909926,27,4,2369.12273045
1,98959543,12.484183,41.850219,2473,92,4488.97971206
1,98961197,12.565253,41.862167,626,14,6805.81364231
1,98963223,12.566524,41.861521,1303,24,6932.49538155
1,98962229,12.606144,41.862217,2,4,9944.92750775
1,98969555,12.453884,41.852611,15,7,5252.93384773
1,52644,12.451844,41.852263,262,5,5387.68568479
1,98965908,12.452246,41.852781,402,3,5321.90086788
1,98966283,12.448295,41.839228,1364,2,6736.90415451
1,39533,12.452978,41.852676,145,5,5293.28833745
1,99025102,12.454229,41.853578,215,2,5150.38751675
1,98897713,12.453885,41.852694,39,4,5245.56318117
1,99031846,12.443456,41.862717,467,8,5075.46383142
1,99026379,12.443171,41.862467,75,4,5111.07191749
1,42522,12.442493,41.860672,486,5,5277.58142945
1,98895823,12.443186,41.859274,12,5,5331.25114277
1,98895590,12.443156,41.859284,4,2,5332.44219286
1,98896501,12.530092,41.883117,518,8,3230.57763983
1,99162820,12.453795,41.933729,18,4,5798.81885215
1,99170292,12.453588,41.933708,33,4,5806.36277396
1,99157274,12.45406,41.934065,126,4,5817.95829261
1,99170293,12.454664,41.934484,116,3,5829.99196535
1,99162821,12.454707,41.934403,128,5,5820.48590752
1,99157660,12.446071,41.91064,16,5,4461.28775084
1,19444,12.47956,41.854737,209,2,4076.19523269
1,98895310,12.492722,41.889649,551,7,66.6364696617
1,98961843,12.489278,41.851715,106,4,4279.07274666
1,98962266,12.496807,41.872529,121,4,1994.64277091
1,98904184,12.501434,41.887268,1569,6,821.520163977
1,98895587,12.504316,41.889412,162,6,998.262779811
1,98895586,12.508092,41.887501,26,2,1341.32608565
1,98895276,12.508981,41.886775,188,6,1432.48518627
1,98894383,12.513532,41.888059,122,2,1775.16268236
1,98894365,12.512739,41.89437,1025,15,1756.6499595
1,98379627,12.529103,41.897414,583,5,3155.8526543
1,98391955,12.533914,41.908308,21,3,3995.50326857
1,98829721,12.525417,41.931043,52,2,5304.92364769
1,98838042,12.515532,41.939224,96,2,5778.18336498
1,99157557,12.484462,41.93995,89,2,5567.220393
1,98524694,12.470511,41.940909,107,2,5918.93145721
1,99159277,12.457914,41.939243,30,2,6152.90355806
1,98503028,12.42248,41.912715,394,5,6313.79341796
1,98503819,12.42172,41.912909,29,2,6380.22544527
1,98551677,12.422511,41.911716,0,2,6268.28293639
1,40174,12.435174,41.909759,4,3,5218.02180908
1,76824065,12.412639,41.922863,11,4,7543.52546293
1,76824067,12.412671,41.922848,0,2,7540.39691007
1,98963232,12.511553,41.842748,20,3,5503.97014215
1,39389,12.517287,41.880096,108,2,2354.39804921
1,98895308,12.501385,41.893489,22,3,836.81269879
1,98895528,12.501423,41.89388,82,4,859.580175237
1,98369934,12.531271,41.881874,17,8,3360.83879661
1,99031873,12.441692,41.895722,9818,2,4247.45922862
1,99025355,12.464701,41.841875,5156,17,5834.3837231
1,98960976,12.489037,41.856874,84,3,3708.6424299
1,98371283,12.565061,41.913144,8,4,6552.17717942
1,98505991,12.432087,41.898751,101,2,5089.47638838
1,98505989,12.438653,41.900787,108,12,4607.89501298
1,98371519,12.607209,41.926745,1973,5,10360.86333
1,98897734,12.463259,41.907287,8,3,3071.35982875
1,98895156,12.463327,41.907343,0,2,3070.78779791
1,98391590,12.538154,41.908575,13,3,4316.97369118
1,98907855,12.500074,41.896508,348,4,952.899526619
1,98899497,12.506907,41.896601,454,5,1404.63215071
1,98369877,12.521741,41.881848,218,3,2610.25185036
1,98371471,12.556387,41.889082,1529,49,5317.63025485
1,98371252,12.5617,41.887532,651,14,5764.7329797
1,98369931,12.556094,41.883383,730,21,5345.63482108
1,98387828,12.556129,41.886304,683,3,5312.36148596
1,42563,12.564438,41.865168,2579,13,6598.51006186
1,39039,12.43903,41.812446,1082,2,9701.7354442
1,98387901,12.53915,41.89076,800,40,3886.18179026
1,98370865,12.538917,41.890791,17,20,3866.9058826
1,98369886,12.5389,41.890741,16,7,3865.40210667
1,98372713,12.561893,41.887359,16,5,5781.74496874
1,98383833,12.555621,41.882608,235,13,5319.7196144
1,98379158,12.555284,41.883181,174,3,5282.34789842
1,98391593,12.550905,41.89122,82,2,4862.5872344
1,98369868,12.556255,41.88281,1,3,5368.21413755
1,98383852,12.531349,41.882302,61,3,3354.35181613
1,98834865,12.560728,41.946312,2,4,8430.60226302
1,39161,12.370453,41.864195,483,7,10520.4937377
1,99027144,12.445878,41.812754,1135,5,9424.6061212
1,98894047,12.503948,41.899878,10,6,1446.15887208
1,98897652,12.506623,41.900116,351,5,1620.60516126
1,98895824,12.441593,41.872836,50,6,4630.82862588
1,98504503,12.400802,41.957105,62,3,10625.9721511
1,2973972,12.516853,41.871831,153,8,2879.84181905
1,2980005,12.521219,41.872226,615,45,3118.2111087
1,2980015,12.52213,41.872783,55,3,3138.26718967
1,2980049,12.517051,41.871251,113,8,2937.2329813
1,2983218,12.451487,41.826602,42,3,7833.11787697
1,2983226,12.45017,41.825558,69,2,7985.14892933
1,2091788,12.487499,41.900087,8,2,1171.89944686
1,2987729,12.487551,41.900129,8,3,1174.81982043
1,3003146,12.483783,41.842817,59,7,5307.52495079
1,3007240,12.528796,41.933439,32,5,5678.60676352
1,3010015,12.457256,41.842587,6630,3,6034.53895157
1,3010019,12.446402,41.871299,16,5,4350.71351043
1,3010026,12.446415,41.871055,44,7,4362.90030286
1,2787710,12.4466,41.864289,766,2,4761.92532176
1,3010225,12.443401,41.85362,512,5,5743.10653916
1,2596530,12.574215,41.821896,1240,2,10185.405942
1,3010440,12.515538,41.871399,43,2,2838.8188414
1,3010448,12.515457,41.871257,23,2,2845.88634201
1,3010529,12.587088,41.835977,5,3,9906.20410271
1,3020568,12.589246,41.855404,17,5,8924.29160402
1,3025315,12.520064,41.876605,43,5,2751.32389845
1,3030984,12.576989,41.868951,43,10,7411.98627694
1,3043233,12.526834,41.871901,26,2,3510.10693379
1,3043900,12.587957,41.869163,1,2,8273.51854664
1,98369943,12.521907,41.873904,46,3,3048.26255074
1,76801026,12.446324,41.964163,2,2,9060.97296826
1,98960905,12.589316,41.868446,8,2,8404.36811847
1,98960932,12.483028,41.842902,84,3,5306.92873443
1,98898736,12.496047,41.913596,2,4,2619.8338392
1,98851230,12.572579,41.95029,6186,22,9428.71648879
1,98894331,12.478172,41.904049,96,4,1938.02311724
1,98897092,12.460805,41.919284,53,17,4159.02948844
1,98912012,12.460823,41.91922,11,8,4152.56575162
1,98898829,12.460803,41.919182,7,7,4150.33364054
1,99030069,12.454617,41.829823,3548,3,7398.49900483
1,98897836,12.495965,41.913591,72,14,2618.49006175
1,98963959,12.582808,41.831312,465,8,9958.82195369
1,98981753,12.588857,41.83546,369,7,10057.8675307
1,98965888,12.582539,41.829864,579,18,10048.5370001
1,98962456,12.576907,41.817356,348,18,10711.5908883
1,98966198,12.519228,41.801428,3708,19,10106.8800757
1,98973672,12.479016,41.796825,2278,23,10426.9930722
1,99047089,12.46236,41.814625,419,2,8752.47031046
1,98459152,12.44161,41.853825,176,6,5833.42585682
1,98459150,12.441655,41.854123,263,7,5807.85415205
1,39561,12.44872,41.85196,2,2,5578.74789644
1,98960972,12.489652,41.86068,21,6,3283.35318087
1,98838066,12.564002,41.943244,1,4,8372.51744895
1,7096,12.589033,41.892416,453,13,8029.32130588
1,39082,12.554983,41.970062,448,2,10283.0278105
1,99027947,12.428043,41.843143,3,4,7468.23680656
1,98900604,12.472787,41.933354,448,9,5062.8571359
1,39077,12.505829,41.939388,326,13,5579.91015044
1,42555,12.508702,41.945083,1088,16,6248.32564364
1,39527,12.499496,41.939935,776,7,5559.0178003
1,40854,12.494201,41.939653,278,7,5498.01351769
1,40914,12.513821,41.944579,909,30,6300.4510216
1,43194,12.5094,41.937611,59,3,5455.9889592
1,40915,12.514501,41.946676,416,50,6539.81485209
1,40913,12.516472,41.947032,155,57,6625.34525558
1,42553,12.518744,41.955113,344,9,7538.42202758
1,4420,12.528894,41.951305,1738,33,7436.65748944
1,38418,12.536523,41.947346,21,2,7332.52026352
1,40069,12.536183,41.944616,407,10,7056.99595675
1,3460,12.53146,41.9342,226,2,5869.59520214
1,26006,12.533765,41.935274,5,3,6075.44766144
1,3461,12.524409,41.927779,3,6,4952.81569079
1,43042,12.499352,41.908054,2012,45,2069.75786353
1,39427,12.480001,41.889669,341,3,1024.83864432
1,9153,12.460889,41.91938,99,9,4162.9519689
1,1955,12.509604,41.935832,32,5,5269.99535773
1,98500690,12.389685,41.945259,115,5,10485.4840433
1,99157387,12.463565,41.940513,76,2,6079.33013555
1,19416,12.455145,41.936984,294,2,6045.74498705
1,39089,12.575151,41.886697,196,20,6884.5066115
1,42865,12.475393,41.935776,29,7,5256.51209951
1,43186,12.457493,41.93122,6295,5,5398.16820439
1,98965878,12.594944,41.836283,3705,60,10412.175971
1,98994875,12.508904,41.825687,464,7,7293.49489239
1,98895536,12.494799,41.890095,401,3,205.010166471
1,98895251,12.474956,41.934782,480,15,5160.22257768
1,98969067,12.480568,41.820413,600,8,7809.60186442
1,99027696,12.498292,41.819543,2305,6,7860.50794494
1,99156294,12.46505,41.962437,1,2,8339.37446261
1,98895556,12.480854,41.896359,26,3,1174.42687546
1,98895311,12.481856,41.896542,17,2,1120.77254837
1,99031604,12.455549,41.830629,62,10,7284.69989889
1,98911868,12.460688,41.89675,7,5,2725.73071384
1,98969021,12.587869,41.835187,1972,21,10011.1075317
1,99028153,12.516492,41.82356,7235,2,7665.92015817
1,98372291,12.51716,41.870667,17,2,2990.22539385
1,38575,12.510739,41.868973,867,3,2807.02360194
1,98964581,12.593845,41.842731,1332,3,9939.77705993
1,99162936,12.399569,41.909194,544,4,7982.12720584
1,99174117,12.478787,41.94437,10,2,6123.71202318
1,99156263,12.393774,41.906228,37,2,8370.67670068
1,99198669,12.392963,41.902304,410,16,8355.43262484
1,98961405,12.571383,41.856906,787,16,7531.20054982
1,98960798,12.582287,41.855065,542,6,8424.57432897
1,98965832,12.582485,41.877314,1172,53,7617.99420473
1,98961363,12.558474,41.850317,118,5,7053.31384759
1,98371288,12.547771,41.905377,198,10,4900.73800771
1,99166205,12.412319,41.908732,22,6,6952.11881386
1,9208,12.611742,41.919488,757,4,10429.3220516
1,9207,12.61556,41.911019,525,3,10484.3542987
1,32559,12.61584,41.901493,1035,2,10326.317148
1,39123,12.601149,41.893192,976,9,9037.1502473
1,7095,12.594129,41.893837,75,2,8458.08328513
1,152,12.579085,41.88892,1219,8,7201.39598736
1,98977173,12.556404,41.866809,6991,328,5917.91127105
1,39091,12.5664,41.871507,1569,40,6488.26667568
1,38446,12.58722,41.846493,986,6,9251.89841501
1,98965876,12.593925,41.847462,629,17,9676.9919104
1,40171,12.593612,41.848775,1894,51,9583.45744368
1,11660,12.564139,41.852779,264,3,7265.51540493
1,98963225,12.559359,41.860382,2936,17,6473.69140821
1,98969535,12.534098,41.876469,3300,21,3786.17763083
1,98982268,12.587962,41.847735,3657,7,9233.16104965
1,98961355,12.57889,41.858482,2797,28,8001.40381011
1,98965840,12.579733,41.873089,1510,71,7498.77996275
1,98961836,12.582632,41.873337,8731,20,7725.08913935
1,98965852,12.590695,41.881263,622,8,8223.86036411
1,98963717,12.586479,41.876999,488,11,7950.25026343
1,98962216,12.592405,41.882451,256,15,8350.11453309
1,98965848,12.589849,41.886149,1159,9,8105.90355996
1,98962215,12.590855,41.88793,562,15,8180.74646561
1,98372056,12.591386,41.89784,206,4,8264.37860131
1,98961132,12.588953,41.907057,203,6,8234.29295794
1,98961135,12.58813,41.909413,21,2,8231.69088574
1,98977730,12.586563,41.91224,1210,19,8194.40269422
1,98961884,12.590107,41.914441,318,11,8549.24177805
1,98376372,12.588911,41.919255,434,5,8640.17830949
1,98383844,12.588372,41.922602,1122,15,8744.96772888
1,98383842,12.585995,41.930235,883,38,8954.84316303
1,98374546,12.57724,41.939292,523,13,8909.83283282
1,98374547,12.573378,41.941865,517,13,8841.50197522
1,98846312,12.56917,41.945576,616,56,8860.04467038
1,98832928,12.569363,41.945278,508,77,8848.65414677
1,98850876,12.569979,41.944737,11001,87,8844.36523179
1,98830869,12.580527,41.956323,1011,16,10368.52684
1,7308,12.568816,41.944151,1244,10,8729.53733504
1,40169,12.605926,41.871628,4406,3,9651.32734515
1,98983460,12.56619,41.853417,17,4,7366.32573845
1,99174279,12.438541,41.896613,445,8,4520.91892039
1,99157218,12.439578,41.898255,20,5,4468.94414918
1,99157696,12.433498,41.891884,872,23,4886.3632084
1,24712,12.554543,41.865791,386,33,5831.1560949
1,98961834,12.585358,41.854344,1550,7,8687.79440561
1,98961400,12.591712,41.848402,4018,36,9465.62304107
1,98961150,12.602828,41.848146,17,2,10292.8542053
1,3000973,12.554086,41.947382,1533,160,8162.21497706
1,4632,12.571303,41.95196,24,4,9487.52241591
1,3002382,12.582468,41.952971,1180,131,10225.3868234
1,3001841,12.59726,41.93599,1209,125,10083.6133047
1,3005503,12.550328,41.944251,1992,102,7695.92323521
1,3002942,12.599329,41.934182,792,84,10133.8985351
1,50563,12.592089,41.945029,447,29,10276.715384
1,2582,12.588055,41.950169,226,17,10366.3827385
1,3005502,12.573146,41.954162,1467,164,9770.09755637
1,50562,12.595108,41.941176,61,5,10236.7625502
1,13821,12.540763,41.939565,152,19,6800.06169625
1,3000972,12.527997,41.942442,2016,266,6516.109409
1,3001013,12.501465,41.939705,457,47,5553.54053198
1,3002572,12.49558,41.940106,64,8,5552.68587634
1,3007691,12.477012,41.94013,1634,143,5692.4835676
1,3001881,12.426958,41.937878,255,27,7582.22432123
1,3309,12.430614,41.937049,97,11,7302.40767875
1,3000881,12.415953,41.952209,2269,258,9360.57283426
1,3000043,12.461788,41.982959,1189,65,10612.6537822
1,15679,12.50526,41.906906,85,9,2145.99566734
1,1288,12.50481,41.907912,34,5,2225.84275614
1,1316,12.502568,41.909803,168,16,2339.96583763
1,3000543,12.506026,41.912479,104,10,2725.74410812
1,3000542,12.511578,41.916279,624,39,3310.34727191
1,3003372,12.512886,41.917186,209,16,3451.25750348
1,3002692,12.529848,41.931039,1610,84,5503.78198514
1,3001381,12.504506,41.911433,75,8,2568.41456652
1,3003181,12.528934,41.930835,1544,18,5442.438481
1,3000214,12.530631,41.932238,1365,104,5650.37837003
1,3000673,12.526925,41.924005,1159,84,4728.58183367
1,1433,12.52982,41.93304,484,55,5687.17045618
1,6649,12.536673,41.936308,506,55,6308.05533359
1,3001503,12.527332,41.930333,503,29,5322.59893585
1,3001501,12.539006,41.93397,634,43,6217.68947445
1,3000671,12.541035,41.938545,11,2,6722.55235008
1,3002133,12.533264,41.934251,969,29,5958.33151954
1,3000211,12.530051,41.932048,459,10,5605.93889488
1,3002723,12.528021,41.931838,215,16,5494.03086658
1,3000212,12.526922,41.922477,554,89,4594.72933111
1,3001552,12.525655,41.91827,30,4,4169.50335224
1,3000493,12.528128,41.927647,73,9,5113.29597995
1,3002542,12.521856,41.934147,544,31,5464.0834011
1,3002541,12.532984,41.941115,258,23,6587.0806656
1,3002603,12.532913,41.938928,89,9,6376.55119528
1,3000401,12.537293,41.934251,58,7,6154.97848167
1,98960906,12.590298,41.865317,123,6,8588.00813514
1,98900757,12.476723,41.899167,156,5,1635.74507514
1,98916523,12.484585,41.912611,747,6,2573.76909614
1,98966339,12.582666,41.83154,24,4,9933.29976204
1,98960890,12.477688,41.880579,1549,2,1616.36416262
1,98977160,12.483597,41.869838,843,12,2372.12785802
1,98962009,12.477489,41.856524,502,2,3935.27769085
1,98969020,12.575004,41.84659,3065,34,8398.96055092
1,98961051,12.552871,41.86157,793,117,5945.49713083
1,39495,12.557706,41.855293,83,13,6668.05555684
1,98915807,12.485276,41.90106,185,3,1343.50840172
1,98895160,12.487659,41.900215,1,4,1180.8422858
1,98897730,12.487242,41.90527,576,3,1729.2029176
1,52435,12.550409,41.811164,3365,8,10013.5986469
1,26009,12.567716,41.821699,1210,5,9850.25165413
1,7334,12.563014,41.825021,1510,4,9317.38655124
1,99157314,12.446068,41.928835,11,7,5759.64359696
1,98894097,12.470849,41.908005,30,3,2664.68881569
1,98918065,12.465895,41.908443,301,3,2988.34990412
1,98900240,12.454575,41.872428,17,3,3702.17719502
1,98846221,12.536301,41.940371,362,11,6662.82953115
1,98842109,12.551502,41.928306,1800,2,6483.88941465
1,98831472,12.547404,41.943891,84,2,7514.87056699
1,98831179,12.564004,41.949154,24,3,8846.90026032
1,98971780,12.563586,41.852863,1111,9,7222.5350145
1,99162939,12.409009,41.888978,680,17,6916.4866474
1,98507601,12.390386,41.891099,1866,19,8461.29237834
1,99169157,12.424738,41.916571,117,3,6328.77057036
1,99031535,12.409489,41.844842,11359,4,8523.73205777
1,98916094,12.479676,41.923582,2,2,3856.48119723
1,99179129,12.468087,41.98352,608,5,10561.3945403
1,99158733,12.456689,41.972506,9714,5,9610.81212846
1,98965868,12.613956,41.863187,3312,41,10531.6908563
1,98959558,12.496549,41.796061,1670,25,10458.910917
1,98895380,12.487626,41.900932,996,13,1257.18467455
1,98961048,12.557143,41.855912,6776,104,6590.11192829
1,98895275,12.486688,41.908255,0,2,2062.25808165
1,98372903,12.574529,41.941253,258,12,8870.72706786
1,98852045,12.556649,41.969428,401,2,10293.2672933
1,98852044,12.543776,41.974761,511,3,10318.8154805
1,98961327,12.581248,41.877822,1038,21,7506.6218969
1,98961838,12.581046,41.875055,617,35,7552.6281929
1,98977613,12.584083,41.87691,476,3,7756.73872565
1,98962214,12.593572,41.859868,551,6,9053.28664625
1,98982894,12.596225,41.85457,660,16,9488.21224986
1,98962213,12.602718,41.852234,310,3,10086.4842066
1,98962002,12.60849,41.855266,1569,5,10393.2679893
1,98961880,12.590108,41.899981,5308,20,8186.99482808
1,98961879,12.591221,41.894234,154,28,8219.3106181
1,98964354,12.593982,41.876788,1163,9,8567.1889735
1,98961328,12.572934,41.875506,2606,101,6885.7398836
1,76836866,12.386047,41.894902,2,4,8836.13539047
1,39438,12.558286,41.843392,317,3,7548.69698926
1,26010,12.55942,41.84415,52,2,7560.06440465
1,98962114,12.511081,41.874051,92,14,2372.48330406
1,98965884,12.511167,41.874586,94,5,2332.73273114
1,98900386,12.510791,41.874755,94,2,2297.90759394
1,98961801,12.615302,41.862161,4431,22,10671.5944475
1,98983074,12.596626,41.85102,1633,9,9689.1493808
1,98977385,12.59324,41.876158,482,10,8519.09130006
1,98962427,12.606909,41.916922,34,10,9960.61744529
1,98963199,12.606879,41.916983,5,2,9960.26073521
1,98831214,12.534428,41.93758,31,3,6318.51040751
1,98838067,12.548422,41.943664,36,5,7546.65013455
1,98960942,12.467893,41.863303,137,9,3608.6488839
1,4775,12.468325,41.862228,98,2,3688.51730781
1,6366,12.589631,41.851802,1671,3,9133.01962018
1,98962221,12.596748,41.846787,3,2,9918.18232766
1,98896504,12.509728,41.899959,910,5,1807.1452141
1,99162769,12.445674,41.929475,28,4,5834.46099975
1,98897675,12.472558,41.890497,863,8,1641.41241942
1,2751,12.559929,41.864603,3678,9,6289.08409978
1,98982269,12.591602,41.845561,3652,18,9616.54858426
1,76830979,12.470072,41.874858,4516,10,2511.38801544
1,39045,12.554404,41.864641,20,3,5881.49313245
1,1688,12.55747,41.855439,416,17,6642.68338512
1,98969466,12.565894,41.880994,6,3,6190.19070508
1,98502272,12.397211,41.880813,7,7,7963.03340947
1,32561,12.610396,41.886963,21,19,9805.30599873
1,98846310,12.571723,41.951301,639,34,9458.95914392
1,98961869,12.620876,41.882351,558,9,10704.3098137
1,98962219,12.615599,41.902771,1038,4,10324.6439007
1,99159877,12.412429,41.908606,5,3,6939.26613698
1,98961331,12.615512,41.895547,444,4,10240.1517132
1,98371953,12.592796,41.944246,387,7,10272.9588635
1,98965820,12.596097,41.855653,870,2,9428.9367379
1,99009931,12.555549,41.862949,2440,9,6056.60082825
1,98982896,12.558577,41.859577,46,16,6464.56331829
1,23536,12.558997,41.859102,30,2,6522.02838121
1,98962034,12.562521,41.856062,985,17,6950.28806617
1,98965847,12.554623,41.864831,1871,41,5887.30044621
1,76864259,12.44856,41.895927,12,4,3688.31994435
1,76842499,12.399735,41.887721,16,3,7689.79746573
1,76864515,12.399795,41.887884,6,2,7684.19084004
1,98981888,12.554806,41.860188,294,2,6163.49537054
1,98965831,12.600228,41.857376,3798,11,9669.41743628
1,98971778,12.473062,41.858548,0,2,3859.68242041
1,98977387,12.582236,41.877912,685,38,7585.4545142
1,98895659,12.482214,41.89462,108,5,974.124412655
1,98911951,12.47751,41.891579,591,7,1239.9007483
1,38417,12.532182,41.954644,283,4,7887.09181903
1,98911617,12.488132,41.911185,27,3,2359.6975748
1,98912103,12.484452,41.905447,166,10,1818.13339384
1,98981754,12.586488,41.831682,221,3,10164.9588782
1,98962223,12.591622,41.839732,99,2,9967.28847609
1,98982894,12.599378,41.85942,128,2,9520.16587558
1,98983073,12.604535,41.870402,161,2,9568.9756763
1,98961932,12.60876,41.877926,237,2,9758.99138142
1,98962188,12.61442,41.888615,178,2,10134.1411338
1,98962509,12.615442,41.897283,264,2,10247.2682777
1,98964842,12.615408,41.914942,170,2,10576.6330708
1,98964843,12.60808,41.924902,185,2,10349.4826566
1,98387857,12.59913,41.936182,297,5,10228.4747387
1,98851231,12.594755,41.941757,114,3,10248.2897226
1,98982895,12.549465,41.865202,41,9,5494.11599142
1,98982897,12.55347,41.868482,3000,7,5617.80842381
1,98984120,12.559525,41.893754,485,8,5590.64738242
1,98959765,12.548675,41.893576,228,3,4691.2889473
1,98959766,12.538937,41.892643,862,5,3877.6178997
1,98961296,12.529316,41.892046,1171,6,3076.49582127
1,98969450,12.535832,41.892283,668,8,3617.82103828
1,98977725,12.525873,41.891839,881,3,2789.86099385
1,98965055,12.524763,41.891656,972,6,2696.63563601
1,98969257,12.51753,41.892003,320,8,2101.16706703
1,98945931,12.563019,41.873513,8762,6,6152.25499133
1,98965822,12.595665,41.852148,3870,14,9561.85910829
1,98983091,12.599358,41.837112,2253,4,10662.9089167
1,98959853,12.579711,41.877097,1061,28,7396.66408464
1,98962491,12.590334,41.902177,231,10,8241.37471931
1,98962490,12.586743,41.906256,2867,20,8035.63265409
1,98961886,12.588112,41.910426,182,7,8260.1177168
1,98977728,12.591394,41.912467,3264,15,8584.98358037
1,98372585,12.589068,41.919541,570,13,8664.15503328
1,98372583,12.58703,41.927193,947,10,8867.99467589
1,98830042,12.579045,41.938219,43,2,8957.22282201
1,98963174,12.558588,41.897412,1983,30,5557.037476
1,98982892,12.565645,41.859894,3192,12,6953.40315441
1,7314,12.489356,41.870531,562,3,2195.58705912
1,38477,12.491658,41.867043,568,2,2569.67785437
1,98963242,12.532075,41.868857,365,29,4060.66975601
1,98983463,12.532024,41.868388,19,8,4087.85806068
1,98835116,12.531352,41.933556,2040,6,5805.14312503
1,98830244,12.522999,41.926202,8,3,4742.24910892
1,98838174,12.515793,41.918915,70,3,3739.16265451
1,98842313,12.512013,41.916605,340,3,3359.50535979
1,98895432,12.479982,41.912956,79,2,2730.13493085
1,98918331,12.473057,41.910767,124,5,2791.08216975
1,98895654,12.467796,41.901778,441,7,2409.76704867
1,98895883,12.463756,41.902127,304,6,2717.71983667
1,98907754,12.462753,41.902006,191,3,2784.27371847
1,98907745,12.466254,41.901386,243,8,2496.82060323
1,98916192,12.464202,41.90186,24,2,2670.95315039
1,98915998,12.462338,41.900284,190,6,2730.64411674
1,98916967,12.464624,41.900893,415,4,2589.30373512
1,98912069,12.469624,41.899575,805,13,2154.40343535
1,26011,12.604681,41.855134,4877,4,10106.2217876
1,98961104,12.568732,41.91532,325,23,6927.54364893
1,26013,12.57456,41.86175,69,24,7520.64007699
1,98960851,12.500387,41.87148,1802,2,2181.27449112
