net,cell,lon,lat,range,samples,distanze
1,98841050,12.502969,41.923557,23,2,3811.61525634
1,98834846,12.500413,41.921232,290,2,3514.34042271
1,98831248,12.497253,41.918469,12,2,3169.30091137
1,98831250,12.496857,41.916377,124,14,2934.64409161
1,98373548,12.497026,41.915056,176,30,2791.11131172
1,98502358,12.482606,41.905131,29,8,1847.03424526
1,98510864,12.483016,41.904933,35,10,1812.5089076
1,98513050,12.483492,41.903026,61,9,1605.01238336
1,98510852,12.48426,41.902408,11,3,1515.0446206
1,98381939,12.488325,41.903557,471,3,1523.29499032
1,98502657,12.484038,41.902201,3,2,1502.80342797
1,98502658,12.483891,41.897625,376,2,1084.2883327
1,98502659,12.480203,41.900262,82,6,1506.22137093
1,98513051,12.479671,41.900149,89,3,1526.94144631
1,98523308,12.476821,41.899769,166,2,1671.13975853
1,98507542,12.473044,41.899045,43,8,1879.60263254
1,98523309,12.467452,41.902138,562,123,2455.34013511
1,98513047,12.468183,41.902654,63,9,2436.69359064
1,98513049,12.464864,41.900837,380,43,2568.76097686
1,98548278,12.459316,41.902424,437,68,3059.06063187
1,98502667,12.464548,41.902445,6,5,2678.36341292
1,98507475,12.465827,41.900074,500,47,2459.08154297
1,98502379,12.458028,41.902531,323,16,3160.28863619
1,98507231,12.45302,41.899018,372,44,3407.03127334
1,98502004,12.450318,41.896617,506,9,3559.31959666
1,98454211,12.486667,41.89352,54,7,599.298619426
1,1911,12.48623,41.893498,222,12,626.704688173
1,98502668,12.481688,41.895174,144,24,1043.40468952
1,98502672,12.48314,41.894966,205,141,930.1697488
1,98513363,12.484492,41.894276,6,5,794.302286785
1,98373353,12.484108,41.894065,52,13,807.828167206
1,98376392,12.487444,41.894977,350,24,670.225830817
1,98369622,12.490241,41.894658,564,11,527.486899662
1,98376393,12.490454,41.898779,12,3,968.487625848
1,98376188,12.492219,41.90021,216,38,1114.86086866
1,98373442,12.488906,41.903374,177,36,1493.54509925
1,98373440,12.48902,41.906043,78,10,1783.98651321
1,98379679,12.489855,41.907021,51,10,1882.57524198
1,98379680,12.488518,41.909258,18,4,2143.28007009
1,98370985,12.491189,41.910244,29,3,2231.32617087
1,98369962,12.503417,41.910834,30,4,2472.35804556
1,98373379,12.505908,41.908692,9,2,2345.26449335
1,98371131,12.513266,41.910431,10,3,2842.65516832
1,98370911,12.515483,41.910611,119,3,2973.89657211
1,98376067,12.519439,41.909727,132,9,3126.82762714
1,98376111,12.522423,41.908881,547,8,3248.55138301
1,98370926,12.523775,41.908556,69,4,3313.19845093
1,98370924,12.526633,41.908064,124,18,3471.46118386
1,98370910,12.529078,41.907871,66,7,3628.01880549
1,98376068,12.529003,41.907874,928,14,3622.97021766
1,98370060,12.53208,41.904441,380,23,3659.47326319
1,98370061,12.531518,41.900971,89,4,3466.08997125
1,98379682,12.544522,41.89982,403,9,4461.739127
1,98371470,12.551314,41.902517,774,12,5083.10853279
1,98379652,12.555134,41.902267,49,4,5382.05277971
1,98373349,12.569012,41.906098,1438,20,6604.46965925
1,98371311,12.580673,41.909092,544,8,7625.92618379
1,98372605,12.601676,41.915901,257,14,9512.43796671
1,98372603,12.611585,41.920985,525,53,10470.0020887
1,98373375,12.610804,41.920269,592,65,10382.9568932
1,98374432,12.609921,41.92571,1210,8,10524.6509058
1,98376049,12.615341,41.914591,268,21,10561.2132026
1,98372395,12.615366,41.899638,17,2,10264.2777179
1,98372685,12.615066,41.892733,442,3,10189.9185572
1,98372364,12.614083,41.888165,246,14,10107.1910692
1,98765621,12.600431,41.862788,256,29,9474.96096887
1,98441711,12.406148,41.8196,381,16,10614.1003386
1,98442048,12.417245,41.821956,477,28,9812.42591545
1,98437561,12.421104,41.829446,610,20,8970.61277608
1,98437627,12.44745,41.834025,214,12,7264.91296264
1,98445294,12.451513,41.838065,219,9,6706.88808092
1,98435279,12.452928,41.84071,193,14,6394.14657665
1,98437993,12.423743,41.832635,454,16,8560.008109
1,98437560,12.419927,41.828954,71,5,9076.22463783
1,98371020,12.502301,41.892893,216,20,880.853042265
1,98370084,12.502234,41.892576,248,13,864.117951289
1,98371021,12.502401,41.891667,220,10,852.045576626
1,98371299,12.503922,41.88874,115,21,975.061865706
1,98370082,12.502562,41.88565,418,38,986.613163382
1,98438329,12.452575,41.802127,179,14,10321.6315501
1,40299,12.450135,41.80141,36,5,10463.2377714
1,98764540,12.598313,41.853821,176,9,9680.49730284
1,98765225,12.600298,41.862365,45,2,9479.73710636
1,98375915,12.613068,41.885671,299,2,10033.1541512
1,98375912,12.614894,41.890753,276,17,10172.0371441
1,98835277,12.583044,41.955539,457,23,10456.2653355
1,98835278,12.565637,41.959315,18391,25,9795.5095135
1,13832,12.433708,41.893546,118,112,4879.5782086
1,98504500,12.428659,41.895053,1615,29,5311.86055976
1,98502336,12.437506,41.894426,405,35,4574.40058019
1,98507204,12.446649,41.895752,1077,50,3841.43353061
1,98502680,12.452003,41.898865,63,5,3483.18487163
1,98519745,12.472456,41.896912,140,17,1811.29457491
1,98519744,12.474865,41.896422,126,19,1607.09779232
1,98519746,12.476364,41.895927,21,8,1471.16264567
1,98507521,12.476833,41.894889,63,14,1388.75341246
1,98502676,12.4794,41.894937,10,3,1196.50724528
1,98454212,12.487217,41.893176,12,5,539.798959598
1,98371248,12.495436,41.890245,202,24,257.817405048
1,3011,12.509381,41.892824,49,13,1445.31417581
1,98385236,12.501601,41.895099,106,10,944.0371053
1,98372853,12.501448,41.895092,5,2,933.263328377
1,98510920,12.474449,41.911341,298,18,2780.23716792
1,98501127,12.476922,41.911807,52,14,2721.92847301
1,98507570,12.472563,41.912254,51,9,2950.55053804
1,98501128,12.471412,41.913484,311,38,3117.20017949
1,98501115,12.472897,41.90753,213,21,2513.43677859
1,98502438,12.468259,41.902983,474,11,2452.52312581
1,98502452,12.47297,41.90448,36,4,2259.76812508
1,98501124,12.472469,41.903993,11,4,2252.31112285
1,98501027,12.466571,41.903815,253,20,2620.22630627
1,98501125,12.468549,41.904391,7,3,2527.58774805
1,98501878,12.467566,41.904625,71,9,2607.69565323
1,98500884,12.465306,41.904752,142,13,2766.14556016
1,98503508,12.449631,41.896517,15,5,3613.00662645
1,98503510,12.444388,41.895974,347,53,4030.59044638
1,98502006,12.439601,41.895649,61,6,4418.10425915
1,98501858,12.4359,41.893902,297,49,4701.52528193
1,98507233,12.433795,41.893744,2,2,4874.11218922
1,98764796,12.56857,41.853252,12,9,7541.53897747
1,98764546,12.575123,41.848658,37,2,8276.81664707
1,98829928,12.486281,41.928283,42,5,4262.59393889
1,98371520,12.600524,41.933983,86,3,10210.3166554
1,38629,12.61444,41.916566,374,2,10547.6760552
1,98373377,12.604034,41.916467,491,20,9717.90566079
1,98376087,12.537655,41.90716,329,3,4207.80405484
1,98769223,12.599245,41.857484,268,4,9589.32080121
1,98765606,12.599341,41.856993,15,4,9617.4940797
1,98769212,12.600119,41.861858,10,2,9484.24779839
1,98830248,12.544919,41.97458,128,2,10340.1445983
1,98371487,12.574419,41.90818,69,7,7099.33577054
1,98371282,12.573549,41.906371,256,40,6975.68348851
1,98385223,12.574216,41.900905,223,12,6899.07673537
1,98385220,12.57715,41.898964,359,111,7106.30812019
1,4692,12.506649,41.895935,10,11,1349.63246839
1,98371526,12.511141,41.88387,26,3,1710.96035243
1,38471,12.524985,41.877318,336,3,3063.41950103
1,39085,12.526111,41.876467,25,3,3190.42988833
1,39554,12.524515,41.877455,176,2,3021.81410667
1,98372213,12.521771,41.8876,4,2,2460.02164504
1,98370979,12.528786,41.892621,349,12,3037.64824226
1,98369942,12.541472,41.892534,198,7,4086.70988691
1,98369941,12.551483,41.890193,1204,64,4909.20586798
1,98371074,12.561322,41.889344,664,22,5726.55224459
1,98372252,12.576157,41.899107,263,64,7026.91006562
1,39561,12.445982,41.832195,782,50,7501.94368024
1,39563,12.446497,41.83215,468,198,7484.40216499
1,98376371,12.612348,41.922218,440,18,10575.0671473
1,40099,12.525534,41.980176,7491,47,10369.1412397
1,98830250,12.577104,41.960064,128,9,10474.169709
1,98831424,12.544244,41.97395,8124,70,10253.1151671
1,98831396,12.543749,41.972409,253,13,10080.6160691
1,98831426,12.540203,41.968175,332,25,9530.36388634
1,98829522,12.533896,41.965875,1582,56,9087.70135135
1,98832111,12.525876,41.965276,1246,105,8793.61922294
1,98834842,12.525897,41.963835,113,26,8642.50620276
1,98831163,12.525785,41.963182,448,41,8570.8666698
1,98831161,12.531664,41.95975,159,17,8388.51545523
1,98831607,12.539724,41.9558,499,31,8281.84450089
1,98831606,12.545035,41.953086,158,24,8242.80510739
1,98834866,12.549945,41.949365,490,47,8128.16309435
1,98831181,12.5521,41.945479,442,57,7894.30570252
1,98831408,12.552421,41.942347,154,30,7644.1542785
1,98831470,12.559385,41.93915,1627,9,7780.67254542
1,98388680,12.556879,41.932651,152,13,7137.17538344
1,98372613,12.559983,41.931662,311,16,7262.21770528
1,98372612,12.565155,41.926227,585,37,7248.76714277
1,98369729,12.564108,41.92551,96,12,7132.41285876
1,98372318,12.565881,41.922683,186,14,7090.87246437
1,98372320,12.564395,41.922523,59,10,6975.87848254
1,98379656,12.564834,41.922973,12,3,7032.86782028
1,98379654,12.566188,41.921622,226,22,7053.75432885
1,98379655,12.567663,41.918181,165,6,6982.01100059
1,98370122,12.570858,41.913822,777,20,7025.51640334
1,98370123,12.572928,41.908626,329,32,6995.04098345
1,98372666,12.58606,41.905784,757,3,7968.84026017
1,98372060,12.605989,41.917327,213,20,9901.36221453
1,98830958,12.489763,41.985644,105,8,10606.3007018
1,98830871,12.578847,41.958475,1530,18,10442.9215335
1,98830870,12.584499,41.952871,7021,35,10341.741085
1,98372116,12.600933,41.933534,412,49,10216.5841904
1,98372062,12.576843,41.909557,499,19,7335.90493712
1,98372061,12.573891,41.902984,14,3,6916.19786148
1,98372668,12.574546,41.901549,489,9,6938.68674286
1,98371490,12.576447,41.901057,6,3,7084.35983374
1,98372254,12.574599,41.903191,112,11,6978.42145792
1,38950,12.490788,41.985947,167,2,10638.5870914
1,43033,12.530794,41.980537,65,6,10531.6261891
1,44185,12.53934,41.975463,269,6,10244.2566354
1,39081,12.542738,41.973716,21,2,10177.5937485
1,44186,12.54158,41.971855,158,4,9949.70448748
1,44187,12.540845,41.972215,58,9,9961.39456432
1,98870971,12.540756,41.971995,84,8,9936.06237942
1,98830251,12.540117,41.968799,31,3,9590.45675514
1,39445,12.478465,41.877442,273,12,1823.20761076
1,13749,12.479628,41.877928,242,8,1720.88777869
1,13751,12.476728,41.879875,298,29,1727.84312568
1,13750,12.4774,41.878605,79,2,1785.13545223
1,38487,12.473603,41.884093,281,7,1694.7289882
1,23843,12.481852,41.875009,189,29,1895.60843374
1,38566,12.48012,41.856324,387,9,3893.89833105
1,38570,12.470419,41.829955,218,8,6931.48876284
1,39562,12.466899,41.8303,73,3,6977.34430765
1,38572,12.46652,41.831162,85,3,6895.8636406
1,47294,12.458379,41.895905,910,28,2888.6873927
1,38579,12.462502,41.899917,764,21,2701.6646371
1,39490,12.456519,41.896123,375,55,3044.60134674
1,39547,12.456941,41.898279,584,84,3071.84467989
1,39489,12.456505,41.896686,700,58,3059.90041016
1,47295,12.459233,41.896527,812,7,2835.9858513
1,6697,12.458314,41.895525,20,4,2884.9658745
1,38929,12.456663,41.895652,329,39,3021.97965312
1,39451,12.463019,41.89933,684,5,2636.58871751
1,38929,12.456789,41.896385,143,2,3029.22205892
1,5185,12.455445,41.897879,339,20,3178.50816312
1,4787,12.460266,41.897299,771,10,2776.24131747
1,39491,12.457617,41.894757,100,12,2925.56414195
1,5243,12.457796,41.900458,735,21,3085.22162377
1,39269,12.456485,41.898125,966,54,3103.13661426
1,39491,12.455075,41.896662,556,21,3174.72858914
1,39270,12.458008,41.901976,692,41,3135.52504986
1,38577,12.463744,41.901709,174,10,2696.22484457
1,39421,12.464117,41.902131,583,70,2691.83960453
1,5244,12.46328,41.901872,537,20,2738.70639831
1,39423,12.461772,41.902388,438,81,2876.06358107
1,5242,12.464049,41.902025,143,3,2690.97183595
1,5242,12.465168,41.902175,446,54,2618.81584092
1,4843,12.465957,41.901564,109,4,2528.04608952
1,42872,12.464273,41.90233,376,72,2691.60425289
1,11603,12.46643,41.90142,21,6,2486.06750977
1,4843,12.4649,41.902412,179,30,2651.37934413
1,16047,12.466444,41.90153,25,6,2491.22570497
1,16048,12.466445,41.901544,10,3,2491.9417021
1,11603,12.466352,41.901996,60,5,2524.3402121
1,39546,12.464267,41.902445,201,14,2698.462703
1,5699,12.466399,41.901803,22,4,2509.91307267
1,39546,12.483252,41.888748,20310,47,769.946358276
1,39057,12.466397,41.90187,30,5,2513.89230227
1,39059,12.465006,41.902453,233,19,2646.17473301
1,4785,12.462998,41.902527,278,12,2794.31537732
1,38635,12.464806,41.902666,339,22,2672.61403857
1,5990,12.459442,41.902508,457,43,3053.87219949
1,38510,12.430065,41.813579,2387,9,9955.45406157
1,39037,12.434109,41.81538,549,4,9611.80199033
1,26083,12.463543,41.839424,386,5,6122.53887712
1,38989,12.474303,41.847961,454,3,4921.61433118
1,52643,12.478133,41.855292,167,6,4049.58375156
1,52642,12.480017,41.856632,116,16,3863.13159924
1,38429,12.481313,41.856512,14,3,3849.01126914
1,42551,12.493448,41.889214,480,16,141.208861676
1,39133,12.488027,41.884492,365,7,725.092591668
1,39135,12.484556,41.880827,3,2,1222.3032084
1,40190,12.424846,41.809894,95,2,10531.5790823
1,4840,12.372248,41.862103,646,3,10444.4329038
1,26083,12.454663,41.851648,861,7,5299.88174909
1,42845,12.509638,41.821555,3133,14,7755.74659218
1,38622,12.499854,41.818464,997,3,7989.21276118
1,51704,12.468887,41.817105,2638,4,8345.92875352
1,99007076,12.59946,41.881375,1260,2,8945.11148404
1,98961870,12.58549,41.876947,3,2,7870.65758052
1,98835243,12.517801,41.949072,200,3,6874.74549651
1,98833873,12.50012,41.921577,2,2,3547.45386676
1,98838423,12.518665,41.948396,581,4,6825.93649004
1,98829919,12.520631,41.947512,391,2,6787.66033094
1,42554,12.516907,41.950216,800,10,6973.72602716
1,38451,12.47002,41.797459,2184,3,10463.1546667
1,52928,12.506553,41.815083,2917,5,8423.48156118
1,4396,12.508316,41.873805,224,3,2250.68758948
1,7798,12.386731,41.88384,2104,2,8792.68239291
1,98850851,12.434785,41.933428,15252,505,6773.20308233
1,38623,12.497133,41.814711,71,9,8391.07658148
1,39119,12.50622,41.80108,1757,3,9962.58727028
1,98513055,12.439044,41.970626,1,3,9969.29666625
1,98369879,12.516793,41.880274,6933,66,2308.92540642
1,98371468,12.556696,41.908225,6,2,5705.04861236
1,98371468,12.556999,41.90805,3,2,5721.82731273
1,98501121,12.423441,41.8926,0,2,5723.63597802
1,98964267,12.58006,41.865261,1057,4,7790.27365405
1,98372784,12.531109,41.881711,67,13,3352.94451347
1,98369935,12.529981,41.879838,246,2,3329.11020482
1,98369871,12.531039,41.881776,60,6,3345.3464119
1,98505208,12.413536,41.9243,157,7,7557.09346956
1,98900644,12.460224,41.877314,16,10,3023.53475952
1,98962008,12.479411,41.857594,2708,6,3774.18146631
1,98420108,12.528646,41.877857,55,11,3310.07365572
1,98372078,12.528638,41.877881,3,4,3308.36753882
1,98899114,12.486992,41.902593,385,4,1448.90792617
1,98915787,12.488267,41.903032,285,4,1467.54217382
1,98846528,12.501497,41.918086,17,5,3192.25965226
1,98895256,12.503505,41.88809,374,5,955.803857881
1,98895812,12.51274,41.880736,920,4,1992.00300148
1,98369873,12.526305,41.877858,425,15,3134.11773861
1,98960859,12.547797,41.866205,286,4,5318.38918171
1,98961406,12.544977,41.8672,0,2,5060.43879718
1,98900252,12.478723,41.879593,1197,5,1629.91439657
1,98900458,12.474454,41.881532,427,2,1767.12023031
1,98379683,12.527716,41.894884,836,5,2982.85573641
1,98894038,12.502291,41.907411,775,4,2085.42002096
1,98370219,12.526154,41.928189,17043,5,5069.95645748
1,98895801,12.530961,41.881818,62,3,3337.82870565
1,98379626,12.541638,41.892664,59,2,4101.4028017
1,98894364,12.521339,41.893528,452,6,2436.07028135
1,98900208,12.526009,41.89332,31,3,2816.7441975
1,98500826,12.425415,41.900037,871,11,5660.18423535
1,98518955,12.427138,41.892184,1,3,5415.09107215
1,98897712,12.490525,41.859149,4251,3,3449.12189914
1,98895300,12.487386,41.883059,2023,26,890.393046465
1,98894372,12.500397,41.885523,1575,11,845.523939987
1,98903750,12.507656,41.908665,0,2,2415.74346697
1,98501138,12.423997,41.892455,17,2,5676.80884855
1,98372188,12.485157,41.896917,498,4,956.844821074
1,98900445,12.511181,41.905897,570,2,2344.57210381
1,98903663,12.50778,41.902298,167,2,1859.38957971
1,98898716,12.507415,41.900756,306,4,1717.15940537
1,98904009,12.462065,41.882899,105,4,2638.74037976
1,38502,12.491409,41.892265,289,2,244.63573717
1,98838401,12.515238,41.9356,29,2,5391.68625514
1,98963883,12.5926,41.858536,842,24,9035.01817317
1,4537,12.598961,41.858952,3795,10,9506.73008383
1,98966286,12.617628,41.867909,1859,7,10690.5268774
1,98829644,12.515131,41.935686,4,2,5397.50859002
1,98445017,12.416655,41.818004,164,3,10185.4726359
1,98838426,12.560901,41.945002,87,16,8333.38947865
1,98899496,12.514771,41.892131,305,5,1874.99124577
1,98897653,12.511487,41.89442,308,4,1658.27150994
1,98895115,12.482246,41.875681,262,3,1814.28963361
1,98900456,12.48169,41.876813,266,2,1726.8657462
1,98894237,12.476528,41.885883,632,3,1395.45639616
1,98500683,12.462905,41.947073,655,5,6775.02535548
1,98500937,12.467772,41.94815,2,2,6754.19280238
1,98379688,12.57286,41.923363,279,4,7631.12242499
1,98961116,12.486027,41.824869,609,2,7272.2127109
1,98372684,12.611458,41.899859,19,2,9944.33457214
1,98906268,12.471383,41.910272,5,4,2829.36075166
1,98503136,12.391046,41.884806,647,26,8427.41456744
1,98370782,12.564181,41.884716,31,2,5994.02967885
1,39166,12.450163,41.907898,95,2,4014.98579923
1,98829665,12.490195,41.926832,3,2,4075.62533453
1,98830066,12.513464,41.929407,1,3,4697.28722706
1,98503731,12.394687,41.905359,351,4,8276.51320065
1,6895,12.401197,41.911565,179,2,7926.71790683
1,98507205,12.421349,41.912479,1182,2,6389.85645736
1,98510416,12.421267,41.925865,10,4,7105.00449012
