,grado
0,0.0
1,0.0
2,380.0
3,205.0
4,131.0
5,108.0
6,56.0
7,29.0
8,23.0
9,18.0
10,11.0
11,10.0
12,7.0
13,4.0
14,5.0
15,4.0
16,2.0
17,0.0
18,1.0
19,1.0
20,1.0
21,2.0
22,0.0
23,0.0
24,0.0
25,0.0
26,1.0
27,1.0
