,grado
0,0.0
1,5206.0
2,2382.0
3,1180.0
4,562.0
5,319.0
6,146.0
7,85.0
8,39.0
9,35.0
10,16.0
11,9.0
12,11.0
13,3.0
14,1.0
15,4.0
16,1.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,1.0
